description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Pollo Entero Sin Menudencia Redondos x kg,,1.0,kg,11.9,wong,2024-12-05 18:01:18.536291,POLLO EVISCERADO,1.0,kg,11.9,POLLO EVISCERADO
Pollo Entero Sin Menudencia Redondos x kg,,1.0,kg,11.9,metro,2024-12-05 15:30:18.488062,POLLO EVISCERADO,1.0,kg,11.9,POLLO EVISCERADO
Pollo Entero sin Menudencia Congelado PERDIX 1300g,PERDIX,1300.0,g,13.9,vivanda,2024-12-05 21:42:08.336357,POLLO EVISCERADO,1.0,kg,10.692307692307692,POLLO EVISCERADO
Pollo Fresco Sin Menudencia Artisan Libre de Antibióticos x kg,,1.0,kg,16.5,wong,2024-12-05 18:01:18.536291,POLLO EVISCERADO,1.0,kg,16.5,POLLO EVISCERADO
Pollo Fresco Sin Menudencia Artisan Libre de Antibióticos x kg,,1.0,kg,19.49,metro,2024-12-05 15:30:18.488062,POLLO EVISCERADO,1.0,kg,19.49,POLLO EVISCERADO
Pollo Entero Light Sin Menudencia Artisan x kg,,1.0,kg,30.9,wong,2024-12-05 18:01:18.536291,POLLO EVISCERADO,1.0,kg,30.9,POLLO EVISCERADO
