description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Pan Francés Precocido Congelado 6 Unidades,TOTTUS,6.0,un,4.5,tottus,2024-12-05 11:16:19.147587,PAN FRANCÉS,6.0,un,4.5,PAN FRANCÉS
Pan Francés DON MAMINO Precocido Bolsa 250g,DON MAMINO,250.0,g,4.9,vivanda,2024-12-05 21:32:46.277177,PAN FRANCÉS,250.0,g,4.9,PAN FRANCÉS
Pan Frances Pre-Cocido Don Mamino Contenido 5 Unidades,,5.0,un,5.0,metro,2024-12-05 15:11:45.110354,PAN FRANCÉS,5.0,un,5.0,PAN FRANCÉS
Pan Frances Pre-Cocido Don Mamino Contenido 5 Unidades,,5.0,un,5.1,wong,2024-12-05 17:39:12.056209,PAN FRANCÉS,5.0,un,5.1,PAN FRANCÉS
Pan Francés Precocido Cuisine & Co 6un,,6.0,un,5.52,wong,2024-12-05 17:39:12.056209,PAN FRANCÉS,6.0,un,5.52,PAN FRANCÉS
Pan Francés Precocido Cuisine & Co 6un,,6.0,un,5.52,metro,2024-12-05 15:11:45.110354,PAN FRANCÉS,6.0,un,5.52,PAN FRANCÉS
Pan Mini Francés LA FLORENCIA Bolsa 550g,,550.0,g,5.9,plaza_vea,2024-12-05 14:31:46.708762,PAN FRANCÉS,550.0,g,5.9,PAN FRANCÉS
Pan Francés Precocido 10un,,10.0,un,5.9,metro,2024-12-05 15:11:45.110354,PAN FRANCÉS,10.0,un,5.9,PAN FRANCÉS
Pan Francés Precocido 10un,,10.0,un,6.9,wong,2024-12-05 17:39:12.056209,PAN FRANCÉS,10.0,un,6.9,PAN FRANCÉS
Pan Mini Francés LA FLORENCIA Bolsa 550g,LA FLORENCIA,550.0,g,7.0,vivanda,2024-12-05 21:32:46.277177,PAN FRANCÉS,550.0,g,7.0,PAN FRANCÉS
Mini Francés 600 g,TOTTUS,600.0,g,7.9,tottus,2024-12-05 11:16:19.147587,PAN FRANCÉS,600.0,g,7.9,PAN FRANCÉS
Pan Francés x Kg,,0.42,kg,7.9,plaza_vea,2024-12-05 14:31:46.708762,PAN FRANCÉS,0.42,kg,7.9,PAN FRANCÉS
Pan Artesano Francés Bolsa x 425 g,BIMBO,425.0,g,11.6,tottus,2024-12-05 11:16:19.147587,PAN FRANCÉS,425.0,g,11.6,PAN FRANCÉS
