unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pote 390g,Mantequilla GLORIA Pote 390g,S/ 17.79 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,390.0,g,Mantequilla GLORIA Pote,17.79
Barra 180g,Mantequilla con Sal LAIVE Barra 180g,S/ 11.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,180.0,g,Mantequilla con Sal LAIVE Barra,11.9
Paquete 180g,Mantequilla con Sal GLORIA Paquete 180g,S/ 9.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,180.0,g,Mantequilla con Sal GLORIA Paquete,9.9
Pote 350g,Crema a Base de Mantequilla LAIVE Pote 350g,S/ 13.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,350.0,g,Crema a Base de Mantequilla LAIVE Pote,13.9
Pote 180g,Mantequilla con Sal GLORIA Pote 180g,S/ 10.50 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,180.0,g,Mantequilla con Sal GLORIA Pote,10.5
Caja 90g,Mantequilla GLORIA Caja 90g,S/ 6.40 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,90.0,g,Mantequilla GLORIA Caja,6.4
Pote 180g,Mantequilla con Sal LAIVE Pote 180g,S/ 12.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,180.0,g,Mantequilla con Sal LAIVE Pote,12.9
Pack 500g,Ensalada Jardinera BELL'S Bolsa 500g,S/ 5.50 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,500.0,g,Ensalada Jardinera BELL'S Bolsa,5.5
Barra 100g,Mantequilla LAIVE con Sal Barra 100g,S/ 6.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,100.0,g,Mantequilla LAIVE con Sal Barra,6.9
Barra 180g,Mantequilla sin Sal LAIVE Barra 180g,S/ 11.90 un,plaza_vea,MANTEQUILLA ENVASADA,2024-12-05 15:10:33.066940,180.0,g,Mantequilla sin Sal LAIVE Barra,11.9
