unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Caja 19g,Gelatina UNIVERSAL Sabor a Limón Diet Caja 19g,S/ 3.70 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,19.0,g,Gelatina UNIVERSAL Sabor a Limón Diet Caja,3.7
Bolsa 130g,Gelatina UNIVERSAL Sabor a Limón Bolsa 130g,S/ 3.99 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,130.0,g,Gelatina UNIVERSAL Sabor a Limón Bolsa,3.99
Vaso 115g,Yogurt Griego LAIVE Sabor a Pie de Limón Vaso ...,S/ 2.20 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,115.0,g,Yogurt Griego LAIVE Sabor a Pie de Limón Vaso,2.2
Sobre 120g,Gelatina UMSHA Sabor a Limón Bolsa 120g,S/ 3.70 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,120.0,g,Gelatina UMSHA Sabor a Limón Bolsa,3.7
Caja 20un,Té Verde de Menta y Limón SAINT GOTTARD Matcha...,S/ 9.80 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,20.0,un,Té Verde de Menta y Limón SAINT GOTTARD Matcha,9.8
Doypack 400g,Mayonesa DELGA-C con Limón Libre de Grasa Doyp...,S/ 7.70 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,400.0,g,Mayonesa DELGA-C con Limón Libre de Grasa Doyp,7.7
Bolsa 160g,Gelatina ROYAL Sabor a Limón Bolsa 160g,S/ 5 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,160.0,g,Gelatina ROYAL Sabor a Limón Bolsa,5.0
Caja 10un,Infusiones LIPTON Té Limón y Jengibre Caja 10u...,S/ 9.70 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,10.0,un,Infusiones LIPTON Té Limón y Jengibre Caja 10u,9.7
Sobre 125g,Mix Para Hacer Pisco Sour WASSKA Limón verde S...,S/ 8.90 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,125.0,g,Mix Para Hacer Pisco Sour WASSKA Limón verde S,8.9
Caja 50un,Infusión Té Verde WAWASANA Limón Caja 50un,S/ 16.90 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,50.0,un,Infusión Té Verde WAWASANA Limón Caja,16.9
Botella 355ml,Ready To Drink (RTD) PORTON Chilcano de Limón ...,S/ 8 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,355.0,ml,Ready To Drink (RTD) PORTON Chilcano de Limón,8.0
Caja 10un,Té TWININGS Limón Jengibre Caja 10un,S/ 19.70 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,10.0,un,Té TWININGS Limón Jengibre Caja,19.7
Bandeja 1un,Pie de Limón LA FLORENCIA 1un,S/ 45.90 un,plaza_vea,LIMÓN,2024-12-05 15:11:58.736950,1.0,un,Pie de Limón LA FLORENCIA,45.9
