unit,description,price,website,search_term,scrape_timestamp
Bolsa 500g,Maíz Pop Corn COSTEÑO Bolsa 500g,S/ 4.60 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Bolsa 500g,Maíz Pop Corn BELL'S Bolsa 500g,S/ 4.30 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Presentación 0.5 kg aprox.,Maíz Morado x Kg,S/ 7.99 x kg,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Tableta 90g,Chocolate para Taza SOL DEL CUSCO Canela y Cla...,S/ 2.70 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Sobre 10g,Canela Entera SIBARITA Sobre 10g,S/ 3.59 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Bolsa 400g,Papa Seca BELL'S Bolsa 400g,S/ 5.60 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Caja 100un,Té Canela y Clavo MC COLIN'S Caja 100un,S/ 12.40 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Bolsa 150g,Frutos Secos VILLA NATURA Cocktail Premium Bol...,S/ 8.90 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Caja 144g,Galletas de Maíz SALMAS Horneadas Caja 144g,S/ 8 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Sobre 12g,Canela Entera BELL'S Sobre 12g,S/ 4.09 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Bolsa 150g,Piqueo VALLE ALTO Frutos secos con almendras B...,S/ 6.40 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Bolsa 1kg,Harina de Maíz Blanco P.A.N. Precocida Bolsa 1...,S/ 9.50 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
,Taza DECO HOME Galleta Xpack Dulce Navidad,S/ 24.90 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Sobre 15g,Canela Molida BELL'S Sobre 15g,S/ 1.89 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
Caja 20un,Té Canela y Clavo BELL'S Caja 20un,S/ 3.20 un,plaza_vea,MAÍZ SECO CANCHA,2024-12-07 13:01:05.636807
