description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Galletas Rellenas Nestlé Choco Trio Cookies and Cream 90g,S/ 12.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,90.0,g,Galletas Rellenas Nestlé Choco Trio Cookies and Cream,12.5
Galletas Rellenas Nestlé Choco Trio Chocolate 90g,S/ 12.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,90.0,g,Galletas Rellenas Nestlé Choco Trio Chocolate,12.5
Galletas Rellenas Oreo Bañadas Lata 328g,S/ 19.90,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,328.0,g,Galletas Rellenas Oreo Bañadas Lata,19.9
Galletas de Avena y Cacao Rellenas de Maní La Purita 200g,S/ 20.30,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,200.0,g,Galletas de Avena y Cacao Rellenas de Maní La Purita,20.3
Galletas Rellenas Catalina Crunch Peanut Butter 16un.,S/ 50.90,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,16.0,un,Galletas Rellenas Catalina Crunch Peanut Butter .,50.9
Galletas Rellenas Nestlé Choco Cookies Crema de Avellana 120g,S/ 7.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,120.0,g,Galletas Rellenas Nestlé Choco Cookies Crema de Avellana,7.5
Galletas Rellenas Catalina Crunch Chocolate Mint 16un.,S/ 50.90,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,16.0,un,Galletas Rellenas Catalina Crunch Chocolate Mint .,50.9
Galletas Rellenas con Manjar con Cobertura Sabor Chocolate Antojo Caja 12 unid,S/ 32.30,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,12.0,un,Galletas Rellenas con Manjar con Cobertura Sabor Chocolate Antojo Caja,32.3
Galletas de Avena y Vainilla Rellenas de Maní La Purita 200g,S/ 20.30,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,200.0,g,Galletas de Avena y Vainilla Rellenas de Maní La Purita,20.3
Galletas Rellenas Nestlé Choco Cookies Chocolate 120g,S/ 7.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,120.0,g,Galletas Rellenas Nestlé Choco Cookies Chocolate,7.5
Galletas Rellenas con Chocolate Biscolata Mood 115g,S/ 9.90,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,115.0,g,Galletas Rellenas con Chocolate Biscolata Mood,9.9
Galletas Rellenas Oreo Coca Cola 108g,S/ 2.60,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,108.0,g,Galletas Rellenas Oreo Coca Cola,2.6
Galleta Rellena De Chocolate Peppa Pig Contenido 160 g,S/ 16.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,160.0,g,Galleta Rellena De Chocolate Peppa Pig Contenido,16.2
Galletas Rellenas PJ Mask Sabor Chocolate 160g,S/ 16.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,160.0,g,Galletas Rellenas PJ Mask Sabor Chocolate,16.2
"Galletas de Avena, Cacao y Vainilla Rellenas de Maní La Purita 200g",S/ 20.30,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,200.0,g,"Galletas de Avena, Cacao y Vainilla Rellenas de Maní La Purita",20.3
Galletas Rellenas Bon o Bon Navidad Bon O Bon 190g,S/ 14.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,190.0,g,Galletas Rellenas Bon o Bon Navidad Bon O Bon,14.5
Twelvepack Galletas Rellenas Oreo Original 36g,S/ 9.40,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Twelvepack Galletas Rellenas Oreo Original,9.4
Pack x3 Sixpack Galletas Rellenas Charada 37.8g,S/ 12.00,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,37.8,g,Pack x3 Sixpack Galletas Rellenas Charada,12.0
Sixpack Galletas Rellenas Oreo Coca Cola 36g,S/ 5.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Sixpack Galletas Rellenas Oreo Coca Cola,5.2
Sixpack Galletas Rellenas Charada 37.8g,S/ 5.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,37.8,g,Sixpack Galletas Rellenas Charada,5.2
Tripack Sixpack Galletas Rellenas Oreo Coca Cola 36g,S/ 14.40,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Tripack Sixpack Galletas Rellenas Oreo Coca Cola,14.4
Pack x2 Galletas Rellenas Oreo Original Paquete 432g,S/ 18.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,2.0,g,Pack xalletas Rellenas Oreo Original Paquete,18.2
Twelvepack Galletas Rellenas Oreo Coca Cola 36g,S/ 10.00,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Twelvepack Galletas Rellenas Oreo Coca Cola,10.0
Twopack Sixpack Galletas Rellenas Charada 37.8g,S/ 9.50,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,37.8,g,Twopack Sixpack Galletas Rellenas Charada,9.5
Twopack Sixpack Galletas Rellenas Oreo Coca Cola 36g,S/ 9.90,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Twopack Sixpack Galletas Rellenas Oreo Coca Cola,9.9
Twopack Twelvepack Galletas Rellenas Oreo Coca Cola 36g,S/ 18.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,36.0,g,Twopack Twelvepack Galletas Rellenas Oreo Coca Cola,18.2
Sixpack Galleta Rellena Chocman 40g,S/ 6.20,wong,GALLETAS RELLENAS,2024-12-06 13:01:59.419269,40.0,g,Sixpack Galleta Rellena Chocman,6.2
