description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Manzana Verde x kg,S/ 8.16 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Verde,8.16
Manzana Roja x kg,S/ 7.59 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Roja,7.59
Manzana Pink Lady x kg,S/ 8.99 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Pink Lady,8.99
Manzana Royal Gala x kg,S/ 8.99 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Royal Gala,8.99
Manzana Israel x kg,S/ 3.82 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Israel,3.82
Manzana Fuji x kg,S/ 7.19 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Fuji,7.19
Manzana Rayada Wong x kg,S/ 3.82 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Rayada Wong,3.82
Manzanas Deshidratadas Wel-B 12g,S/ 8.70,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,12.0,g,Manzanas Deshidratadas Wel-B,8.7
Manzana Deshidratada Natifrut x kg,S/ 189.00 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Manzana Deshidratada Natifrut,189.0
Supercat Delicias Gatitos Pollo Pescado 3Kg,S/ 36.00,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,3.0,kg,Supercat Delicias Gatitos Pollo Pescado,36.0
Delicias Pechuga de Pavo y Vacuno Dentitoy 4un,S/ 8.60,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,4.0,un,Delicias Pechuga de Pavo y Vacuno Dentitoy,8.6
Delicias en Salsa Super Cat Adultos Sabor Pavo 190g,S/ 5.00,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,190.0,g,Delicias en Salsa Super Cat Adultos Sabor Pavo,5.0
Supercat Delicias Gatitos Pollo Pescado 1Kg,S/ 13.50,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Supercat Delicias Gatitos Pollo Pescado,13.5
Delicias en Salsa Super Cat Adultos Sabor Carne 190g,S/ 5.00,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,190.0,g,Delicias en Salsa Super Cat Adultos Sabor Carne,5.0
Delicias Pechuga de Pato y Vacuno Dentitoy 4un,S/ 8.60,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,4.0,un,Delicias Pechuga de Pato y Vacuno Dentitoy,8.6
Pera Packhams x kg,S/ 7.99 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Pera Packhams,7.99
Sixpack Bebida con Gas San Luis Manzana Botella 625ml,S/ 13.20,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,625.0,ml,Sixpack Bebida con Gas San Luis Manzana Botella,13.2
Lavavajilla Líquida Sapolio Manzana 1.25 L,S/ 13.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.25,l,Lavavajilla Líquida Sapolio Manzana,13.9
Vinagre de Sidra de Manzana Orgánico Bragg Botella 946 ml,S/ 37.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,946.0,ml,Vinagre de Sidra de Manzana Orgánico Bragg Botella,37.9
Sixpack Bebida con Gas San Luis Manzana Botella 625ml,S/ 13.20,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,625.0,ml,Sixpack Bebida con Gas San Luis Manzana Botella,13.2
Membrillo x kg,S/ 12.59 x kg,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.0,kg,Membrillo,12.59
Suavizante de Telas Suavitel Cuidado Superior Frescura de Manzana 2.3L,S/ 18.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,2.3,l,Suavizante de Telas Suavitel Cuidado Superior Frescura de Manzana,18.9
Jabón Líquido para Manos Palmolive Flor de Manzana & Gardenia 800ml,S/ 15.30,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,800.0,ml,Jabón Líquido para Manos Palmolive Flor de Manzana & Gardenia,15.3
Vinagre de Sidra de Manzana Orgánico Bragg Botella 473 ml,S/ 22.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,473.0,ml,Vinagre de Sidra de Manzana Orgánico Bragg Botella,22.9
Bebida Con Gas San Luis Manzana Botella 625ml,S/ 2.20,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,625.0,ml,Bebida Con Gas San Luis Manzana Botella,2.2
Sixpack Bebida de Manzana Frugos del Valle Caja 235ml,S/ 7.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,235.0,ml,Sixpack Bebida de Manzana Frugos del Valle Caja,7.9
Bebida de Manzana Frugos del Valle Caja 1.5L,S/ 5.50,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,1.5,l,Bebida de Manzana Frugos del Valle Caja,5.5
Lavavajilla en Pasta Sapolio Manzana 800g,S/ 5.50,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,800.0,g,Lavavajilla en Pasta Sapolio Manzana,5.5
Vinagre de Manzana Frasco 500 ml,S/ 11.90,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,500.0,ml,Vinagre de Manzana Frasco,11.9
Lavavajillas Líquido Eco House Manzana 900ml,S/ 17.50,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,900.0,ml,Lavavajillas Líquido Eco House Manzana,17.5
Shampoo Head & Shoulders Manzana Fresh 375ml,S/ 19.50,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,375.0,ml,Shampoo Head & Shoulders Manzana Fresh,19.5
"Granola Crosoy Manzana, Canela y Pecanas 380g",S/ 14.40,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,380.0,g,"Granola Crosoy Manzana, Canela y Pecanas",14.4
Torta Delicia de Fresa Dulce Pasión 16 Porciones,S/ 59.92,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,16.0,un,Torta Delicia de Fresa Dulce Pasión,59.92
Puré de Manzana Cuisine&Co Frasco 850 g,S/ 8.72,wong,MANZANA DELICIA,2024-12-06 13:55:59.289281,850.0,g,Puré de Manzana Cuisine&Co Frasco,8.72
