unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Paquete 7un,Galletas de Soda SAN JORGE Paquete 7un,S/ 4.30 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,7.0,un,Galletas de Soda SAN JORGE Paquete,4.3
Paquete 15un,Huevos de Gallina BELL'S Pardos Bandeja 15un,S/ 9.90 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,15.0,un,Huevos de Gallina BELL'S Pardos Bandeja,9.9
Bolsa 6un,Galletas Saladas FIELD Soda Paquete 6un,S/ 3.50 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas Saladas FIELD Soda Paquete,3.5
Paquete 222g,Galletas FIELD Vainilla Paquete 6un,S/ 5.50 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,222.0,g,Galletas FIELD Vainilla Paquete,5.5
Paquete 6un,Galletas Saladas RITZ sabor Original Paquete 6...,S/ 3.80 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas Saladas RITZ sabor Original Paquete 6,3.8
Bolsa 258g,Galletas SAYON Margarita Bolsa 43g,S/ 4.40 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,258.0,g,Galletas SAYON Margarita Bolsa,4.4
Paquete 12un,Huevos de Gallina LA CALERA de Corral Paquete ...,S/ 13.90 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,12.0,un,Huevos de Gallina LA CALERA de Corral Paquete,13.9
Paquete 6un,Galletas PICARAS Clásicas Paquete 6un,S/ 5.50 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas PICARAS Clásicas Paquete,5.5
Paquete 180g,Galletas MOROCHAS Paquete 180g,S/ 5.70 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,180.0,g,Galletas MOROCHAS Paquete,5.7
Caja 42g,Caldo de Gallina DOÑA GUSTA Concentrado en Pol...,S/ 2.20 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,42.0,g,Caldo de Gallina DOÑA GUSTA Concentrado en Pol,2.2
Paquete 6un,Galletas de Soda SODA V Paquete 6un,S/ 3 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas de Soda SODA V Paquete,3.0
Bandeja 15un,Huevos de Gallina LA CALERA Pardos Jumbo Bande...,S/ 12.90 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,15.0,un,Huevos de Gallina LA CALERA Pardos Jumbo Bande,12.9
Paquete 6un,Galletas FIELD ChokoSoda Paquete 6un,S/ 6.30 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas FIELD ChokoSoda Paquete,6.3
Paquete 432g,Galletas OREO sabor Original Paquete 12un,S/ 8.90 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,432.0,g,Galletas OREO sabor Original Paquete,8.9
Paquete 6un,Galletas Saladitas BELL'S Paquete 6un,S/ 3.20 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas Saladitas BELL'S Paquete,3.2
Bolsa 222g,Galletas CHIPS AHOY! Original Paquete 6un,S/ 7.30 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,222.0,g,Galletas CHIPS AHOY! Original Paquete,7.3
Paquete 6un,Galleta VICTORIA Tentación Sabor de Chocolate ...,S/ 4.50 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galleta VICTORIA Tentación Sabor de Chocolate,4.5
Bolsa 80g,Sopa Instántanea AJINOMEN Sabor a Gallina Bols...,S/ 1.60 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,80.0,g,Sopa Instántanea AJINOMEN Sabor a Gallina Bols,1.6
Bolsa 144g,Galletas Saladas CLUB SOCIAL sabor Original Pa...,S/ 4.50 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,144.0,g,Galletas Saladas CLUB SOCIAL sabor Original Pa,4.5
Paquete 6un,Galletas OREO sabor Original Paquete 6un,S/ 5.20 un,plaza_vea,GALLINA EVISCERADA,2024-12-07 13:20:21.501712,6.0,un,Galletas OREO sabor Original Paquete,5.2
