unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 0.25 kg aprox.,Papa Amarilla Tumbay,S/ 6.79 x kg,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,0.25,kg,Papa Amarilla Tumbay,6.79
Presentación 0.5 kg aprox.,Papa Amarilla Peruanita,S/ 7.49 x kg,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,0.5,kg,Papa Amarilla Peruanita,7.49
Presentación 1 kg aprox.,Papa Cocktail Amarilla,S/ 3.69 x kg,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,1.0,kg,Papa Cocktail Amarilla,3.69
Doypack 1Kg,Papa Amarilla Tumbay FEST Prefrita Congelada D...,S/ 14.30 un,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,1.0,kg,Papa Amarilla Tumbay FEST Prefrita Congelada D,14.3
Bolsa 500g,Papa Amarilla Precocida Tumbay FIFU Bolsa 500g,S/ 7.50 un,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,500.0,g,Papa Amarilla Precocida Tumbay FIFU Bolsa,7.5
Bolsa 142g,Papas Nativas Amarilla Bolsa 142g,S/ 7.60 un,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,142.0,g,Papas Nativas Amarilla Bolsa,7.6
Bolsa 500g,Papa Amarilla en Bastones FIFU Bolsa 500g,S/ 7.50 un,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,500.0,g,Papa Amarilla en Bastones FIFU Bolsa,7.5
Bandeja 500g,Gnocchi de Papa Amarilla IL PASTIFICIO Bandeja...,S/ 24.99 un,plaza_vea,PAPA AMARILLA,2024-12-07 14:13:57.778641,500.0,g,Gnocchi de Papa Amarilla IL PASTIFICIO Bandeja,24.99
