unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 1 kg aprox.,Plátano de Seda,S/ 2.89 x kg,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,1.0,kg,Plátano de Seda,2.89
Presentación 1 kg aprox.,Plátano Bizcochito BELL'S,S/ 6.40 x kg,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,1.0,kg,Plátano Bizcochito BELL'S,6.4
Presentación 1 kg aprox.,Plátano de Isla BELL'S,S/ 5.80 x kg,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,1.0,kg,Plátano de Isla BELL'S,5.8
Presentación 0.3 kg aprox.,Plátano Bellaco,S/ 5.30 x kg,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,0.3,kg,Plátano Bellaco,5.3
Botella 1.7Kg,Yogurt GLORIA Parcialmente Descremado Sabor a ...,S/ 8.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,1.7,kg,Yogurt GLORIA Parcialmente Descremado Sabor a,8.9
Bandeja 450g,Keke de Plátano LA FLORENCIA 1un,S/ 10.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,450.0,g,Keke de Plátano LA FLORENCIA,10.9
Presentación 0.25 kg aprox.,Plátano Palillo,S/ 6.70 x kg,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,0.25,kg,Plátano Palillo,6.7
Paquete 6un,Bizcocho Relleno con Manjar CHOCMAN Paquete 6u...,S/ 4.50 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,6.0,un,Bizcocho Relleno con Manjar CHOCMAN Paquete 6u,4.5
Botella 180Kg,Yogurt GLORIA Parcialmente Descremado Sabor a ...,S/ 1.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,180.0,kg,Yogurt GLORIA Parcialmente Descremado Sabor a,1.9
Botella 1Kg,Yogurt GLORIA Parcialmente Descremado Sabor a ...,S/ 6.20 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,1.0,kg,Yogurt GLORIA Parcialmente Descremado Sabor a,6.2
Doypack 390g,Crema Huancaína al Plato NICOLINI Doypack 390g,S/ 13.10 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,390.0,g,Crema Huancaína al Plato NICOLINI Doypack,13.1
Paquete 6un,Bizcocho CANCÚN COSTA Sabor coco y cobertura d...,S/ 3.70 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,6.0,un,Bizcocho CANCÚN COSTA Sabor coco y cobertura d,3.7
Frasco 350ml,Crema de Tratamiento FRUCTIS Hair Food Fortifi...,S/ 19.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,350.0,ml,Crema de Tratamiento FRUCTIS Hair Food Fortifi,19.9
Sobre 42g,Galletas Nutrisnack GERBER Plátano y Fresa Sob...,S/ 19.50 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,42.0,g,Galletas Nutrisnack GERBER Plátano y Fresa Sob,19.5
Doypack 190g,Crema Huancaína al Plato NICOLINI Doypack 190g,S/ 6.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,190.0,g,Crema Huancaína al Plato NICOLINI Doypack,6.9
Bolsa 6un,Bizcocho Relleno con Doble Manjar COSTA Chocma...,S/ 6.30 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,6.0,un,Bizcocho Relleno con Doble Manjar COSTA Chocma,6.3
Bolsa 25g,Snack para Bebé QFOODS Quinua y Plátano Bolsa ...,S/ 3.50 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,25.0,g,Snack para Bebé QFOODS Quinua y Plátano Bolsa,3.5
Frasco 250ml,Limpiador Metal MR. CLEANER Abrillantador Plat...,S/ 20 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,250.0,ml,Limpiador Metal MR. CLEANER Abrillantador Plat,20.0
Paquete 12un,Bizcocho Pokeke COSTA Paquete 12un,S/ 7.90 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,12.0,un,Bizcocho Pokeke COSTA Paquete,7.9
Sobre 42g,Galletas Nutrisnack GERBER Plátano y Naranja S...,S/ 19.50 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,42.0,g,Galletas Nutrisnack GERBER Plátano y Naranja S,19.5
Paquete 6un,Bizcocho COSTA Caritas Paquete 6un,S/ 3.79 un,plaza_vea,PLÁTANO BISCOCHO,2024-12-07 13:52:18.297075,6.0,un,Bizcocho COSTA Caritas Paquete,3.79
