description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Goma de Mascar TRIDENT Sabor a Sandía Caja 12un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Sabor a Sandía Caja,32.9
Goma de Mascar HUBBA BUBBA Max Original Bolsa 40g,HUBBA BUBBA,S/ 5.50,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,40.0,g,Goma de Mascar HUBBA BUBBA Max Original Bolsa,5.5
Goma de Mascar sin Azúcar TRIDENT Fresa 6un x45.5g,TRIDENT,S/ 41.20,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,6.0,un,Goma de Mascar sin Azúcar TRIDENT Fresa  x,41.2
Goma de Mascar sin Azúcar TRIDENT Fresa y Limón 10un x17g,TRIDENT,S/ 24.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,10.0,un,Goma de Mascar sin Azúcar TRIDENT Fresa y Limón  x,24.9
Goma de Mascar sin Azúcar TRIDENT Menta 6 x45.5g,TRIDENT,S/ 41.20,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,45.5,g,Goma de Mascar sin Azúcar TRIDENT Menta 6 x,41.2
Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bolsa 40g,HUBBA BUBBA,S/ 5.50,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,40.0,g,Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bolsa,5.5
Goma de Mascar ORBIT Fresa Caja 26.6g,ORBIT,S/ 5.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,26.6,g,Goma de Mascar ORBIT Fresa Caja,5.9
Goma de Mascar WRIGLEYS Orbit Verde Caja 14un,WRIGLEY S,S/ 6.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,14.0,un,Goma de Mascar WRIGLEYS Orbit Verde Caja,6.9
Goma de Mascar TRIDENT Yerbabuena Caja 12un,TRIDENT,S/ 43.30,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Yerbabuena Caja,43.3
Goma de Mascar WRIGLEY S Hubba Bubba Envase 56.7g,WRIGLEY S,S/ 13.00,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,56.7,g,Goma de Mascar WRIGLEY S Hubba Bubba Envase,13.0
Goma de Mascar con Centro Líquido MENTOS Fresh Mint Frasco 30g,MENTOS,S/ 8.30,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,30.0,g,Goma de Mascar con Centro Líquido MENTOS Fresh Mint Frasco,8.3
Goma de Mascar EXTRA MENTA Polar Ice Caja 15un,EXTRA MENTA,S/ 6.00,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,15.0,un,Goma de Mascar EXTRA MENTA Polar Ice Caja,6.0
Goma de Mascar TRIDENT Evup Sabor a Mora Caja 18un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,18.0,un,Goma de Mascar TRIDENT Evup Sabor a Mora Caja,32.9
Goma de Mascar TRIDENT Evup Coolb Paquete 12un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Evup Coolb Paquete,32.9
Goma de Mascar TRIDENT Evup Menta Paquete 12un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Evup Menta Paquete,32.9
Goma de Mascar TRIDENT Evup Herbal Caja 12un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Evup Herbal Caja,32.9
Goma de Mascar TRIDENT Evup Fresh Caja 12un,TRIDENT,S/ 32.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar TRIDENT Evup Fresh Caja,32.9
Goma de Mascar TRIDENT Yerbabuena Botella 45.5g,TRIDENT,S/ 9.20,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,45.5,g,Goma de Mascar TRIDENT Yerbabuena Botella,9.2
Goma de Mascar TRIDENT Fresa y Limón Empaque 44.6g,TRIDENT,S/ 9.20,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,44.6,g,Goma de Mascar TRIDENT Fresa y Limón Empaque,9.2
Goma de Mascar TRIDENT Menta Envase 45.5g,TRIDENT,S/ 9.20,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,45.5,g,Goma de Mascar TRIDENT Menta Envase,9.2
Goma de Mascar WRIGLEYS Orbit Azul Caja 12un,WRIGLEY S,S/ 6.90,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,12.0,un,Goma de Mascar WRIGLEYS Orbit Azul Caja,6.9
Goma de Mascar TRIDENT Splash Menta Bolsa 17.1g,TRIDENT,S/ 3.60,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,17.1,g,Goma de Mascar TRIDENT Splash Menta Bolsa,3.6
Goma de Mascar con Centro Líquido MENTOS Spearmint Frasco 30g,MENTOS,S/ 8.30,vivanda,GOMA DE MASCAR,2024-12-07 14:42:17.665714,30.0,g,Goma de Mascar con Centro Líquido MENTOS Spearmint Frasco,8.3
