description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Mezcla Láctea LAIVE Sin Lactosa Caja 480g Paquete 6un,LAIVE,S/ 20.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,480.0,g,Mezcla Láctea LAIVE Sin Lactosa Caja  Paquete,20.9
Mezcla Láctea LAIVE Light Caja 480g Paquete 6un,LAIVE,S/ 22.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,480.0,g,Mezcla Láctea LAIVE Light Caja  Paquete,22.9
Mezcla Láctea IDEAL Cremosita Lata 390g,IDEAL,S/ 4.60,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,390.0,g,Mezcla Láctea IDEAL Cremosita Lata,4.6
Mezcla Láctea Light sin Lactosa LAIVE Tetrapack 480g Paquete 6un,LAIVE,S/ 23.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,480.0,g,Mezcla Láctea Light sin Lactosa LAIVE Tetrapack  Paquete,23.5
Mezcla Láctea IDEAL Cremosita Lata 390g Paquete 6un,IDEAL,S/ 23.60,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,390.0,g,Mezcla Láctea IDEAL Cremosita Lata  Paquete,23.6
Mezcla Láctea en Polvo ANCHOR Lata 800g,ANCHOR,S/ 38.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,800.0,g,Mezcla Láctea en Polvo ANCHOR Lata,38.9
Mezcla Láctea IDEAL Amanecer 6 Pack Lata 390g,IDEAL AMANECER,S/ 19.70,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,390.0,g,Mezcla Láctea IDEAL Amanecer 6 Pack Lata,19.7
Mezcla Láctea IDEAL Amanecer Lata 390g,IDEAL AMANECER,S/ 3.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,390.0,g,Mezcla Láctea IDEAL Amanecer Lata,3.9
Mezcla Láctea IDEAL Light Lata 390g Paquete 6un,IDEAL,S/ 24.60,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,390.0,g,Mezcla Láctea IDEAL Light Lata  Paquete,24.6
Mezcla Láctea en Polvo ANCHOR Bolsa 96g,ANCHOR,S/ 5.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,96.0,g,Mezcla Láctea en Polvo ANCHOR Bolsa,5.5
Mezcla para Apanar AJINOMIX Crocante Bolsa 96g,AJINOMIX,S/ 3.00,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,96.0,g,Mezcla para Apanar AJINOMIX Crocante Bolsa,3.0
Mezcla Rallada de Queso Cheddar KRAFT Paquete 226g,KRAFT,S/ 21.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,226.0,g,Mezcla Rallada de Queso Cheddar KRAFT Paquete,21.9
Mezcla de Queso Mozzarella y Parmesano KRAFT Paquete 226g,KRAFT,S/ 21.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,226.0,g,Mezcla de Queso Mozzarella y Parmesano KRAFT Paquete,21.9
Mezcla para Apanar PANKO Estilo Oriental Bolsa 170g,WEL PAC,S/ 9.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,170.0,g,Mezcla para Apanar PANKO Estilo Oriental Bolsa,9.9
Mezcla de Arándanos BELL'S Táper 200g,BELL'S,S/ 10.20,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,200.0,g,Mezcla de Arándanos BELL'S Táper,10.2
Mezcla Lista para Apanar MAGGI Sobre 80g,MAGGI,S/ 3.60,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,80.0,g,Mezcla Lista para Apanar MAGGI Sobre,3.6
Mezcla para apanar AJI-NO-MIX Apanado Bolsa 96Gr,AJINOMOTO,S/ 3.30,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,96.0,g,Mezcla para apanar AJI-NO-MIX Apanado Bolsa r,3.3
Mezcla KATZEL Fudge para Brownie Sin Gluten Caja 360g,KATZEL,S/ 19.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,360.0,g,Mezcla KATZEL Fudge para Brownie Sin Gluten Caja,19.5
Mezcla para Galletas de Avena LA IBÉRICA con Chispas de Chocolate Caja 430g,KATZEL,S/ 19.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,430.0,g,Mezcla para Galletas de Avena LA IBÉRICA con Chispas de Chocolate Caja,19.5
Mezcla de Masa para Pizza LA CASA MARIMIEL Doypack 400g,LA CASA MARIMIEL,S/ 19.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,400.0,g,Mezcla de Masa para Pizza LA CASA MARIMIEL Doypack,19.9
Mezcla de Nueces GRANUTS Doypack 160g,GRANUTS,S/ 11.30,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,160.0,g,Mezcla de Nueces GRANUTS Doypack,11.3
Mezcla en Polvo MISKÍSIMOO 7 Semillas Doypack 184g,MISKISIMOO,S/ 9.80,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,184.0,g,Mezcla en Polvo MISKÍSIMOO 7 Semillas Doypack,9.8
Mezcla en Polvo KATZEL para Preparar Brownies Caja 313g,KATZEL,S/ 9.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,313.0,g,Mezcla en Polvo KATZEL para Preparar Brownies Caja,9.5
Mezcla de Quesos Madurados KRAFT Paquete 181g,KRAFT,S/ 13.50,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,181.0,g,Mezcla de Quesos Madurados KRAFT Paquete,13.5
Mezcla en Polvo PROVENZAL para Lomo Saltado Bolsa 25g,PROVENZAL,S/ 8.90,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,25.0,g,Mezcla en Polvo PROVENZAL para Lomo Saltado Bolsa,8.9
Mezcla en Polvo para Helado Diet UNIVERSAL Chocolate Caja 50g,UNIVERSAL,S/ 4.99,vivanda,MEZCLA LÁCTEA EVAPORADA,2024-12-07 14:12:18.196173,50.0,g,Mezcla en Polvo para Helado Diet UNIVERSAL Chocolate Caja,4.99
