description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Uva Verde sin Pepa x Kg,VIVANDA,S/ 14.49,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,1.0,kg,Uva Verde sin Pepa,14.49
Vino PATA NEGRA Reserva Tempranillo Botella 750ml,PATA NEGRA,S/ 61.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,750.0,ml,Vino PATA NEGRA Reserva Tempranillo Botella,61.5
Bolsa para Basura VIRUTEX Negra 35L Planas,VIRUTEX,S/ 7.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,35.0,l,Bolsa para Basura VIRUTEX Negra  Planas,7.9
Bolsa para Basura VIRUTEX Negra 50L Planas,VIRUTEX,S/ 10.00,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,50.0,l,Bolsa para Basura VIRUTEX Negra  Planas,10.0
Aceituna Negra Deshuesada OLIVALLE Balde 350g,OLIVALLE,S/ 18.20,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,350.0,g,Aceituna Negra Deshuesada OLIVALLE Balde,18.2
Bolsa para Basura VIRUTEX Negra 75L Planas,VIRUTEX,S/ 14.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,75.0,l,Bolsa para Basura VIRUTEX Negra  Planas,14.9
Aceituna Negra con Pepa BELL'S Táper 280g,BELL'S FRESCOS,S/ 11.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,280.0,g,Aceituna Negra con Pepa BELL'S Táper,11.5
Pimienta BADIA Negra molida Frasco 56.7Gr,BADIA,S/ 9.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,56.7,g,Pimienta BADIA Negra molida Frasco r,9.9
Aceituna Negra Entera OLIVALLE Balde 400g,OLIVALLE,S/ 16.00,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,400.0,g,Aceituna Negra Entera OLIVALLE Balde,16.0
Aceituna Negra sin Pepa EL OLIVAR Bolsa 240g,EL OLIVAR,S/ 9.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,240.0,g,Aceituna Negra sin Pepa EL OLIVAR Bolsa,9.5
Pimienta Negra Molida BELL'S Sobre 15g,BELL'S,S/ 2.60,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,15.0,g,Pimienta Negra Molida BELL'S Sobre,2.6
Pimienta KARIÑO Negra molida Frasco 40Gr,KARINO,S/ 6.99,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,40.0,g,Pimienta KARIÑO Negra molida Frasco r,6.99
Bolsa para Basura VIRUTEX Negra 140L Planas,VIRUTEX,S/ 16.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,140.0,l,Bolsa para Basura VIRUTEX Negra  Planas,16.9
Bolsa para Basura VIRUTEX Negra 220L Planas,VIRUTEX,S/ 11.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,220.0,l,Bolsa para Basura VIRUTEX Negra  Planas,11.5
Aceituna Negra sin Pepa BELL'S Táper 260g,BELL'S FRESCOS,S/ 11.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,260.0,g,Aceituna Negra sin Pepa BELL'S Táper,11.9
Cerveza CUSQUEÑA Negra Botella 310ml Paquete 6un,CUSQUEÑA,S/ 23.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,310.0,ml,Cerveza CUSQUEÑA Negra Botella  Paquete,23.9
Pimienta Negra Molida 4 ESTACIONES Frasco 35g,4ESTACIONES,S/ 4.99,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,35.0,g,Pimienta Negra Molida 4 ESTACIONES Frasco,4.99
Aceitunas Negras EL OLIVAR con Pepa Bolsa 240g,EL OLIVAR,S/ 8.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,240.0,g,Aceitunas Negras EL OLIVAR con Pepa Bolsa,8.5
Aceituna Negra HUERTO MEJÍA Paquete 250g,HUERTO MEJÍA,S/ 12.50,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,250.0,g,Aceituna Negra HUERTO MEJÍA Paquete,12.5
Torta Selva Negra Mediana LA FLORENCIA 1un,LA FLORENCIA,S/ 60.90,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,1.0,un,Torta Selva Negra Mediana LA FLORENCIA,60.9
Chía Negra en Granos Orgánico ECOANDINO Doypack 250g,ECOANDINO,S/ 15.60,vivanda,UVA NEGRA,2024-12-07 14:23:08.544831,250.0,g,Chía Negra en Granos Orgánico ECOANDINO Doypack,15.6
