description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Uva Verde sin Pepa x Kg,VIVANDA,S/ 14.49,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Uva Verde sin Pepa,14.49
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,BLANCA FLOR,S/ 8.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Harina de Trigo Preparada BLANCA FLOR Bolsa,8.7
Harina sin Preparar BLANCA FLOR Bolsa 1kg,BLANCA FLOR,S/ 7.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Harina sin Preparar BLANCA FLOR Bolsa,7.5
Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,750.0,g,Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja,14.5
Panetón BLANCA FLOR Chocolate Caja 450g,BLANCA FLOR,S/ 22.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,450.0,g,Panetón BLANCA FLOR Chocolate Caja,22.9
Panetón BLANCA FLOR Bolsa 900g,BLANCA FLOR,S/ 25.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,900.0,g,Panetón BLANCA FLOR Bolsa,25.9
Panetón BLANCA FLOR Caja 900g,BLANCA FLOR,S/ 29.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,900.0,g,Panetón BLANCA FLOR Caja,29.5
Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa 750g,BLANCA FLOR,S/ 9.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,750.0,g,Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa,9.9
Premezcla para Torta de Chocolate BLANCA FLOR Bolsa 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,750.0,g,Premezcla para Torta de Chocolate BLANCA FLOR Bolsa,14.5
Pre Mezcla para Keke de Naranja BLANCA FLOR Caja 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,750.0,g,Pre Mezcla para Keke de Naranja BLANCA FLOR Caja,14.5
Cebolla Blanca x kg,VIVANDA,S/ 3.79,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Cebolla Blanca,3.79
Papa Blanca Yungay x kg,VIVANDA,S/ 4.39,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Papa Blanca Yungay,4.39
Azúcar Blanca BELL'S Bolsa 1Kg,BELL'S,S/ 5.10,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Azúcar Blanca BELL'S Bolsa,5.1
Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete 50un,SCOTT,S/ 4.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,50.0,un,Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete,4.9
Bolsa para Basura VIRUTEX Blanca 15L Planas,VIRUTEX,S/ 5.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,15.0,l,Bolsa para Basura VIRUTEX Blanca  Planas,5.5
Azúcar Blanca DULFINA Bolsa 1Kg,DULFINA,S/ 5.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.0,kg,Azúcar Blanca DULFINA Bolsa,5.5
Cebollitas Blancas ASPERIO Frasco 370g,ASPERIO,S/ 6.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,370.0,g,Cebollitas Blancas ASPERIO Frasco,6.5
Salsa Blanca CASAVERDE Frasco 325g,CASAVERDE,S/ 13.30,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,325.0,g,Salsa Blanca CASAVERDE Frasco,13.3
Ensal Fruta Melon Mango Uva SOLEI Bandeja 300g,SOLEI,S/ 8.79,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,300.0,g,Ensal Fruta Melon Mango Uva SOLEI Bandeja,8.79
Tostadas Blancas UNIÓN Clásicas Paquete 10un,UNIÓN,S/ 8.20,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,10.0,un,Tostadas Blancas UNIÓN Clásicas Paquete,8.2
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,130.0,g,Gelatina UNIVERSAL Sabor a Uva Bolsa,3.99
Azúcar Blanca DULFINA Bolsa 2Kg,DULFINA,S/ 10.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,2.0,kg,Azúcar Blanca DULFINA Bolsa,10.7
Bebida Rehidratante GATORADE Gatorlyte Uva 591ml,GATORADE,S/ 5.00,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,591.0,ml,Bebida Rehidratante GATORADE Gatorlyte Uva,5.0
Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil 450g,CLOROX,S/ 20.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,450.0,g,Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil,20.9
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,120.0,g,Gelatina UMSHA de Uva Bolsa,3.5
Bebida con Aloe Vera SAPPE Uva Botella 300ml,SAPPE,S/ 6.60,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,300.0,ml,Bebida con Aloe Vera SAPPE Uva Botella,6.6
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,L'ONDA,S/ 18.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.89,l,Jugo de Fruta L'ONDA Cranberry Uva Botella,18.7
Ron BACARDI Carta Blanca Botella 1.75L,BACARDÍ,S/ 85.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.75,l,Ron BACARDI Carta Blanca Botella,85.9
Quinua Blanca INCATRAIL Bolsa 500g,INCATRAIL,S/ 10.40,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,500.0,g,Quinua Blanca INCATRAIL Bolsa,10.4
Quitamanchas Líquido BOREAL Ropa Blanca Botella 1.8mL,BOREAL,S/ 11.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,1.8,ml,Quitamanchas Líquido BOREAL Ropa Blanca Botella,11.7
Salchicha Blanca CASA EUROPA Paquete 250g,CASA EUROPA,S/ 14.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,250.0,g,Salchicha Blanca CASA EUROPA Paquete,14.5
Salchicha Blanca SALCHICHERÍA ALEMANA Paquete 300g,SALCHICHERÍA ALEMANA,S/ 12.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,300.0,g,Salchicha Blanca SALCHICHERÍA ALEMANA Paquete,12.7
Quitamanchas VANISH Ropa Blanca Doypack 450g,VANISH,S/ 27.70,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,450.0,g,Quitamanchas VANISH Ropa Blanca Doypack,27.7
Azúcar Blanca CARTAVIO Bolsa 5Kg,CARTAVIO,S/ 25.29,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,5.0,kg,Azúcar Blanca CARTAVIO Bolsa,25.29
Quinua Listo para Comer ANDES GOLD Blanca Doypack 240g,ANDES GOLD,S/ 8.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,240.0,g,Quinua Listo para Comer ANDES GOLD Blanca Doypack,8.9
Azúcar Blanca DULFINA Bolsa 5Kg,DULFINA,S/ 25.90,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,5.0,kg,Azúcar Blanca DULFINA Bolsa,25.9
Bebida Rehidratante SPORADE Sabor a Uva Botella 500ml,SPORADE,S/ 2.40,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,500.0,ml,Bebida Rehidratante SPORADE Sabor a Uva Botella,2.4
Azúcar Blanca BELL'S Bolsa 5Kg,BELL'S,S/ 24.40,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,5.0,kg,Azúcar Blanca BELL'S Bolsa,24.4
Salsa Blanca CASA VERDE Doypack 150g,CASAVERDE,S/ 4.60,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,150.0,g,Salsa Blanca CASA VERDE Doypack,4.6
Rehidratante FLASHLYTE Sabor a Uva Botella 625ml,FLASHLYTE,S/ 6.00,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,625.0,ml,Rehidratante FLASHLYTE Sabor a Uva Botella,6.0
Pimienta Blanca Molida BELL'S Sobre 15g,BELL'S,S/ 3.20,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,15.0,g,Pimienta Blanca Molida BELL'S Sobre,3.2
Quitamanchas en Polvo LA OCA Ropa Blanca Pote 500g,LA OCA,S/ 28.50,vivanda,UVA BLANCA,2024-12-07 14:22:44.616664,500.0,g,Quitamanchas en Polvo LA OCA Ropa Blanca Pote,28.5
