description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Mango Picado SOLEI Bandeja 300g,SOLEI,S/ 9.90,vivanda,MANGO,2024-12-07 14:24:31.377763,300.0,g,Mango Picado SOLEI Bandeja,9.9
Mango en Trozos Congelado FEST Paquete 500g,FEST,S/ 8.70,vivanda,MANGO,2024-12-07 14:24:31.377763,500.0,g,Mango en Trozos Congelado FEST Paquete,8.7
Yogurt Batido GLORIA Griego Sabor Mango Vaso 120g,GLORIA,S/ 2.20,vivanda,MANGO,2024-12-07 14:24:31.377763,120.0,g,Yogurt Batido GLORIA Griego Sabor Mango Vaso,2.2
Yogurt Vegano VAKIMU Mango Pasión Pote 500g,VAKIMU,S/ 12.40,vivanda,MANGO,2024-12-07 14:24:31.377763,500.0,g,Yogurt Vegano VAKIMU Mango Pasión Pote,12.4
Yogurt Griego Mango con Fresa VAKIMU YOG Pote 1Kg,VAKIMU,S/ 16.80,vivanda,MANGO,2024-12-07 14:24:31.377763,1.0,kg,Yogurt Griego Mango con Fresa VAKIMU YOG Pote,16.8
Bebida FRUGOS Sabor a Mango Caja 970ml,FRUGOS,S/ 3.90,vivanda,MANGO,2024-12-07 14:24:31.377763,970.0,ml,Bebida FRUGOS Sabor a Mango Caja,3.9
Shampoo HERBAL ESSENCES Aloe & Mango Frasco 400ml,HERBAL ESSENCES,S/ 34.40,vivanda,MANGO,2024-12-07 14:24:31.377763,400.0,ml,Shampoo HERBAL ESSENCES Aloe & Mango Frasco,34.4
Mermelada CASA VERDE Arándano y Mango Frasco 210g,CASAVERDE,S/ 9.00,vivanda,MANGO,2024-12-07 14:24:31.377763,210.0,g,Mermelada CASA VERDE Arándano y Mango Frasco,9.0
"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 16.99,vivanda,MANGO,2024-12-07 14:24:31.377763,1.0,kg,"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa",16.99
Yogurt Batido GLORIA Griego Sabor Mango Bolsa 800g,GLORIA,S/ 7.70,vivanda,MANGO,2024-12-07 14:24:31.377763,800.0,g,Yogurt Batido GLORIA Griego Sabor Mango Bolsa,7.7
Ensal Fruta Melon Mango Uva SOLEI Bandeja 300g,SOLEI,S/ 8.79,vivanda,MANGO,2024-12-07 14:24:31.377763,300.0,g,Ensal Fruta Melon Mango Uva SOLEI Bandeja,8.79
Bebida GLORIA Mango Caja 1L,GLORIA,S/ 4.40,vivanda,MANGO,2024-12-07 14:24:31.377763,1.0,l,Bebida GLORIA Mango Caja,4.4
Agua Gasificada LACROIX Mango Lata 355ml,LACROIX,S/ 4.80,vivanda,MANGO,2024-12-07 14:24:31.377763,355.0,ml,Agua Gasificada LACROIX Mango Lata,4.8
Pack Bebida FRUGOS Mango Caja 235ml Paquete 6un + Galletas Saladas RITZ Bolsa 20g Paquete 6un,FRUGOS,S/ 12.20,vivanda,MANGO,2024-12-07 14:24:31.377763,235.0,ml,Pack Bebida FRUGOS Mango Caja  Paquete  + Galletas Saladas RITZ Bolsa  Paquete,12.2
Bebida de Mango WATT'S Caja 946ml,WATT'S,S/ 4.50,vivanda,MANGO,2024-12-07 14:24:31.377763,946.0,ml,Bebida de Mango WATT'S Caja,4.5
Escobilla de Baño BOREAL Mango de Madera Paquete 1un,BOREAL,S/ 12.10,vivanda,MANGO,2024-12-07 14:24:31.377763,1.0,un,Escobilla de Baño BOREAL Mango de Madera Paquete,12.1
Bebida MOGU MOGU Mango y Coco Botella 1L,MOGU MOGU,S/ 15.90,vivanda,MANGO,2024-12-07 14:24:31.377763,1.0,l,Bebida MOGU MOGU Mango y Coco Botella,15.9
Jugo de Fruta KERO Mango y Maracuyá Botella 475ml,KERO,S/ 5.70,vivanda,MANGO,2024-12-07 14:24:31.377763,475.0,ml,Jugo de Fruta KERO Mango y Maracuyá Botella,5.7
Bebida Rehidratante BODY ARMOR Orange Mango Botella 16oz,BODY ARMOR,S/ 14.90,vivanda,MANGO,2024-12-07 14:24:31.377763,16.0,oz,Bebida Rehidratante BODY ARMOR Orange Mango Botella,14.9
Néctar SELVA Mango Premium Botella 900ml,SELVA,S/ 7.70,vivanda,MANGO,2024-12-07 14:24:31.377763,900.0,ml,Néctar SELVA Mango Premium Botella,7.7
Yogurt Griego VAKIMU Sabor a Mango Pasión Pote 160g,VAKIMU,S/ 5.50,vivanda,MANGO,2024-12-07 14:24:31.377763,160.0,g,Yogurt Griego VAKIMU Sabor a Mango Pasión Pote,5.5
