description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pan de Molde Blanco DON MAMINO sin Corteza Bolsa 560g,DON MAMINO,S/ 13.50,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,560.0,g,Pan de Molde Blanco DON MAMINO sin Corteza Bolsa,13.5
Pan de Molde Integral 6 Semillas LA FLORENCIA Bolsa 500g,LA FLORENCIA,S/ 12.90,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,500.0,g,Pan de Molde Integral 6 Semillas LA FLORENCIA Bolsa,12.9
Pan de Molde Integral LA FLORENCIA Bolsa 500g,LA FLORENCIA,S/ 7.90,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,500.0,g,Pan de Molde Integral LA FLORENCIA Bolsa,7.9
Pan de Yema LA FLORENCIA Bolsa 310g,LA FLORENCIA,S/ 4.30,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,310.0,g,Pan de Yema LA FLORENCIA Bolsa,4.3
Pan Laminado de Centeno LA FLORENCIA Bolsa 350g,LA FLORENCIA,S/ 8.40,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,350.0,g,Pan Laminado de Centeno LA FLORENCIA Bolsa,8.4
Pan de Molde BIMBO Integral Bolsa 750g,BIMBO,S/ 14.40,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,750.0,g,Pan de Molde BIMBO Integral Bolsa,14.4
Pan Artesano Integral BIMBO Bolsa 560g,BIMBO,S/ 13.80,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,560.0,g,Pan Artesano Integral BIMBO Bolsa,13.8
Pan de Molde Integral UNIÓN Mediano Bolsa 360g,UNIÓN,S/ 9.40,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,360.0,g,Pan de Molde Integral UNIÓN Mediano Bolsa,9.4
Pan Pita BIMBO Cero Cero Bolsa 240g,BIMBO,S/ 6.80,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,240.0,g,Pan Pita BIMBO Cero Cero Bolsa,6.8
Pan Ciabatta Precocido Congelado BELL'S Bolsa 5un,BELL'S,S/ 4.00,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,5.0,un,Pan Ciabatta Precocido Congelado BELL'S Bolsa,4.0
Pan Baguette Especial LA FLORENCIA 1un,VIVANDA,S/ 2.20,vivanda,PAN CARACOL,2024-12-07 13:50:37.035923,1.0,un,Pan Baguette Especial LA FLORENCIA,2.2
