description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Piña Golden x kg,VIVANDA,S/ 5.79,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,Piña Golden,5.79
Piña en Trozos BALI Lata 567g,BALI,S/ 12.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,567.0,g,Piña en Trozos BALI Lata,12.2
Piña Golden en Trozos Congelada FEST Paquete 500g,FEST,S/ 8.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,500.0,g,Piña Golden en Trozos Congelada FEST Paquete,8.9
Piña en Trozos BELL'S en Almíbar Lata 567g,BELL'S,S/ 7.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,567.0,g,Piña en Trozos BELL'S en Almíbar Lata,7.0
Piña Deshidratada GO BARMAN Bolsa 60g,GO BARMAN,S/ 19.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,60.0,g,Piña Deshidratada GO BARMAN Bolsa,19.9
Piña en Rodajas BALI Lata 567g,BALI,S/ 12.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,567.0,g,Piña en Rodajas BALI Lata,12.2
Piña en Rodajas BALI Lata 836g,BALI,S/ 13.40,vivanda,PIÑA,2024-12-07 14:25:47.164368,836.0,g,Piña en Rodajas BALI Lata,13.4
Piña en Rodajas BALI Lata 227g,BALI,S/ 7.10,vivanda,PIÑA,2024-12-07 14:25:47.164368,227.0,g,Piña en Rodajas BALI Lata,7.1
Piña en Trozos Congelada BELL'S Bolsa 1kg,BELL'S,S/ 14.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,Piña en Trozos Congelada BELL'S Bolsa,14.2
Piña en Rodajas BELL'S en Almíbar Lata 567g,BELL'S,S/ 7.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,567.0,g,Piña en Rodajas BELL'S en Almíbar Lata,7.0
Gelatina UNIVERSAL Sabor a Piña Caja 19g,UNIVERSAL,S/ 3.70,vivanda,PIÑA,2024-12-07 14:25:47.164368,19.0,g,Gelatina UNIVERSAL Sabor a Piña Caja,3.7
"Mix de Fresa, Papaya y Piña Congelada EL FRUTERO Bolsa 1Kg",EL FRUTERO,S/ 15.49,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,"Mix de Fresa, Papaya y Piña Congelada EL FRUTERO Bolsa",15.49
Pack Gaseosa PEPSI Botella 3L + Gaseosa CONCORDIA Piña Botella 3L,PEPSI,S/ 14.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,3.0,l,Pack Gaseosa PEPSI Botella  + Gaseosa CONCORDIA Piña Botella,14.9
"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 16.99,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa",16.99
Infusiones WAWASANA Te verde piña Caja 50Un,WAWASANA,S/ 16.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,50.0,un,Infusiones WAWASANA Te verde piña Caja,16.9
Mermelada de Piña Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,200.0,g,Mermelada de Piña Pote,4.6
Bebida Aloe KERO Piña Botella 300ml,KERO,S/ 3.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,300.0,ml,Bebida Aloe KERO Piña Botella,3.0
Jugo de Piña NATURALE Botella 1L,NATURALE,S/ 8.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,l,Jugo de Piña NATURALE Botella,8.9
Mermelada BELL'S Light Piña Frasco 230g,BELL'S,S/ 7.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,230.0,g,Mermelada BELL'S Light Piña Frasco,7.0
Agua Mineral SOCOSANI Piña Botella 500ml,SOCOSANI,S/ 1.99,vivanda,PIÑA,2024-12-07 14:25:47.164368,500.0,ml,Agua Mineral SOCOSANI Piña Botella,1.99
Bebida FRUGOS Piña y Mandarina Caja 1L,FRUGOS,S/ 4.50,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,l,Bebida FRUGOS Piña y Mandarina Caja,4.5
Enrollado de Cerdo OTTO KUNZ con Jamón y Piña Paquete 1Kg,OTTO KUNZ,S/ 46.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,Enrollado de Cerdo OTTO KUNZ con Jamón y Piña Paquete,46.9
Pack Bebida FRUGOS Piña y Mandarina Caja 1L + Focaccia con Tomate Refrigerado LA FLORENCIA 1un,FRUGOS,S/ 12.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,l,Pack Bebida FRUGOS Piña y Mandarina Caja  + Focaccia con Tomate Refrigerado LA FLORENCIA,12.6
Jugo de Fruta KERO Naranja y Piña Botella 475ml,KERO,S/ 5.70,vivanda,PIÑA,2024-12-07 14:25:47.164368,475.0,ml,Jugo de Fruta KERO Naranja y Piña Botella,5.7
Queso Rulo Cabra MARQUES DEL CASTILLO con Piña Paquete 110g,MARQUÉS DEL CASTILLO,S/ 11.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,110.0,g,Queso Rulo Cabra MARQUES DEL CASTILLO con Piña Paquete,11.9
Gaseosa CONCORDIA Piña Botella 3L,CONCORDIA,S/ 6.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,3.0,l,Gaseosa CONCORDIA Piña Botella,6.9
Gelatina Light BELL'S Piña Bolsa 19g,BELL'S,S/ 2.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,19.0,g,Gelatina Light BELL'S Piña Bolsa,2.6
Gaseosa FANTA Piña Botella 3L,FANTA,S/ 7.50,vivanda,PIÑA,2024-12-07 14:25:47.164368,3.0,l,Gaseosa FANTA Piña Botella,7.5
Trozos de Piña Golden Congelada EL FRUTERO Bolsa 1Kg,EL FRUTERO,S/ 16.99,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,kg,Trozos de Piña Golden Congelada EL FRUTERO Bolsa,16.99
Gaseosa PEPSI + 7UP + CONCORDIA Piña Botella 3L Paquete 3un,PEPSI,S/ 18.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,3.0,l,Gaseosa PEPSI + 7UP + CONCORDIA Piña Botella  Paquete,18.2
Gomas Dulces AMBROSOLI FRUGELÉ Sabor Limón Naranja Piña Bolsa 430g,AMBROSOLI,S/ 14.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,430.0,g,Gomas Dulces AMBROSOLI FRUGELÉ Sabor Limón Naranja Piña Bolsa,14.9
Mermelada DELGA-C Piña 0% Azúcar Frasco 310Gr,DELGA-C,S/ 10.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,310.0,g,Mermelada DELGA-C Piña 0% Azúcar Frasco r,10.0
Mazamorra UMSHA de Piña Bolsa 125g,UMSHA,S/ 3.40,vivanda,PIÑA,2024-12-07 14:25:47.164368,125.0,g,Mazamorra UMSHA de Piña Bolsa,3.4
Gelatina UMSHA Sabor a Piña Bolsa 120g,UMSHA,S/ 3.40,vivanda,PIÑA,2024-12-07 14:25:47.164368,120.0,g,Gelatina UMSHA Sabor a Piña Bolsa,3.4
Bebida con Aloe Vera SAPPE Piña Botella 300ml,SAPPE,S/ 5.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,300.0,ml,Bebida con Aloe Vera SAPPE Piña Botella,5.9
Cereal UNIÓN con Arándanos y Piña Liofilizada Caja 350g,UNIÓN,S/ 22.50,vivanda,PIÑA,2024-12-07 14:25:47.164368,350.0,g,Cereal UNIÓN con Arándanos y Piña Liofilizada Caja,22.5
Gelatina UNIVERSAL Sabor a Piña Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,PIÑA,2024-12-07 14:25:47.164368,130.0,g,Gelatina UNIVERSAL Sabor a Piña Bolsa,3.99
Bebida SAN LUIS Sin Gas Sabor Piña y Kión Botella 625ml,SAN LUIS,S/ 2.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,625.0,ml,Bebida SAN LUIS Sin Gas Sabor Piña y Kión Botella,2.2
Refresco UMSHA Piña Bolsa 13g,UMSHA,S/ 1.00,vivanda,PIÑA,2024-12-07 14:25:47.164368,13.0,g,Refresco UMSHA Piña Bolsa,1.0
Gaseosa FANTA Piña Lata 355ml,FANTA,S/ 6.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,355.0,ml,Gaseosa FANTA Piña Lata,6.9
Vodka SKYY Sabor a Piña Botella 750ml,SKYY,S/ 64.90,vivanda,PIÑA,2024-12-07 14:25:47.164368,750.0,ml,Vodka SKYY Sabor a Piña Botella,64.9
Pack Bebida FRUGOS Piña y Mandarina Caja 1L + Focaccia de Aceituna Refrigerada LA FLORENCIA 1un,FRUGOS,S/ 12.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,l,Pack Bebida FRUGOS Piña y Mandarina Caja  + Focaccia de Aceituna Refrigerada LA FLORENCIA,12.6
Bebida GLORIA Piña Caja 1L,GLORIA,S/ 4.40,vivanda,PIÑA,2024-12-07 14:25:47.164368,1.0,l,Bebida GLORIA Piña Caja,4.4
Gelatina BELL'S Sabor a Piña Bolsa 180g,BELL'S,S/ 3.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,180.0,g,Gelatina BELL'S Sabor a Piña Bolsa,3.6
Gelatina ROYAL Sabor a Piña Bolsa 160g,ROYAL,S/ 5.20,vivanda,PIÑA,2024-12-07 14:25:47.164368,160.0,g,Gelatina ROYAL Sabor a Piña Bolsa,5.2
Infusiones WAWASANA Té verde piña Caja 20Un,WAWASANA,S/ 9.60,vivanda,PIÑA,2024-12-07 14:25:47.164368,20.0,un,Infusiones WAWASANA Té verde piña Caja,9.6
