description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Rocoto x un,VIVANDA,S/ 1.39,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,1.0,un,Rocoto,1.39
Ají Panca en Pasta TRESA Frasco 205g,TRESA,S/ 6.89,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,205.0,g,Ají Panca en Pasta TRESA Frasco,6.89
Ají Amarillo en Pasta TRESA Frasco 205g,TRESA,S/ 5.49,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,205.0,g,Ají Amarillo en Pasta TRESA Frasco,5.49
Ají Marisol Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 7.99,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,100.0,g,Ají Marisol Seco BELL'S FRESCOS Bandeja,7.99
Ají amarillo PIKI Molido Doypack 120g,PIKI,S/ 2.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,120.0,g,Ají amarillo PIKI Molido Doypack,2.9
Ají Pollero CASA VERDE Doypack 75g,CASA VERDE,S/ 4.70,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,75.0,g,Ají Pollero CASA VERDE Doypack,4.7
Ají Panca Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 8.50,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,100.0,g,Ají Panca Seco BELL'S FRESCOS Bandeja,8.5
Ají panca PIKI Molido Doypack 120Gr,PIKI,S/ 2.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,120.0,g,Ají panca PIKI Molido Doypack r,2.9
Ají Panca BELL'S Molido Sobre 15g,BELL'S,S/ 1.60,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,15.0,g,Ají Panca BELL'S Molido Sobre,1.6
Ají Amarillo BELL'S Molido Sobre 10g,BELL'S,S/ 1.60,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,10.0,g,Ají Amarillo BELL'S Molido Sobre,1.6
Queso Helado EL ROCOTO Pote 1L,EL ROCOTO,S/ 42.90,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,1.0,l,Queso Helado EL ROCOTO Pote,42.9
Ají Criollo BELL'S Doypack 200ml,BELL'S,S/ 7.30,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,200.0,ml,Ají Criollo BELL'S Doypack,7.3
Ají WALIBI Criollo Doypack 200Gr,WALIBI,S/ 7.60,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,200.0,g,Ají WALIBI Criollo Doypack r,7.6
Ají de Gallina PERÚ PRIDE Bolsa 100g,PERU PRIDE,S/ 6.39,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,100.0,g,Ají de Gallina PERÚ PRIDE Bolsa,6.39
Ají de Gallina PROVENZAL Sachet 100g,PROVENZAL,S/ 9.30,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,100.0,g,Ají de Gallina PROVENZAL Sachet,9.3
Ají Criollo LIBBY´S Doypack 380g,LIBBY S,S/ 14.40,vivanda,AJÍ ROCOTO MOLIDO,2024-12-07 14:47:30.252564,380.0,g,Ají Criollo LIBBY´S Doypack,14.4
