description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Arroz Extra COSTEÑO Bolsa 750g,COSTENO,S/ 4.90,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Extra COSTEÑO Bolsa,4.9
Arroz Extra VALLENORTE Gran Reserva Bolsa 5Kg,VALLENORTE,S/ 27.50,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,5.0,kg,Arroz Extra VALLENORTE Gran Reserva Bolsa,27.5
Arroz Extra COSTEÑO Bolsa 5Kg,COSTENO,S/ 27.70,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,5.0,kg,Arroz Extra COSTEÑO Bolsa,27.7
Arroz Integral BELL'S Bolsa 750g,BELL'S,S/ 4.30,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Integral BELL'S Bolsa,4.3
Arroz Extra VALLENORTE Gran Reserva Bolsa 750g,VALLENORTE,S/ 4.80,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Extra VALLENORTE Gran Reserva Bolsa,4.8
Arroz Extra FARAON Bolsa 750g,FARAON,S/ 4.60,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Extra FARAON Bolsa,4.6
Arroz Extra BELL'S Bolsa 5Kg,BELL'S,S/ 21.20,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,5.0,kg,Arroz Extra BELL'S Bolsa,21.2
Arroz Extra BELL'S Bolsa 750g,BELL'S,S/ 3.90,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Extra BELL'S Bolsa,3.9
Arroz Superior PAISANA Bolsa 5Kg,PAISANA,S/ 23.90,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,5.0,kg,Arroz Superior PAISANA Bolsa,23.9
Arroz Extra PAISANA Bolsa 5Kg,PAISANA,S/ 22.90,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,5.0,kg,Arroz Extra PAISANA Bolsa,22.9
Arroz Integral COSTEÑO Bolsa 750g,COSTENO,S/ 6.00,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Integral COSTEÑO Bolsa,6.0
Arroz Integral VALLENORTE Bolsa 750g,VALLENORTE,S/ 5.70,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Integral VALLENORTE Bolsa,5.7
Arroz COSTEÑO Arborio Bolsa 750Gr,COSTENO,S/ 12.00,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz COSTEÑO Arborio Bolsa r,12.0
Arroz Extra BELL'S Selección Bolsa 750g,BELL'S SELECCIÓN,S/ 4.40,vivanda,ARROZ ENVASADO,2024-12-07 13:47:41.195499,750.0,g,Arroz Extra BELL'S Selección Bolsa,4.4
