description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Aderezo PIKI para Pavo Doypack 350g,PIKI,S/ 11.50,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,350.0,g,Aderezo PIKI para Pavo Doypack,11.5
Aderezo Casero EL OLIVAR Doypack 200g,EL OLIVAR,S/ 8.30,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,200.0,g,Aderezo Casero EL OLIVAR Doypack,8.3
Aderezo Listo para Cocinar TOQUE GOURMET Base Amarilla Doypack 500g,TOQUE GOURMET,S/ 18.00,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,500.0,g,Aderezo Listo para Cocinar TOQUE GOURMET Base Amarilla Doypack,18.0
Aderezo para Pollo a la Brasa 2 BANDERAS Doypack 300g,2BANDERAS,S/ 9.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,g,Aderezo para Pollo a la Brasa 2 BANDERAS Doypack,9.9
Aderezo Criollo 2 BANDERAS Bolsa 90g,2BANDERAS,S/ 3.49,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,90.0,g,Aderezo Criollo 2 BANDERAS Bolsa,3.49
Aderezo Listo para Cocinar TOQUE GOURMET Base Verde Doypack 500g,TOQUE GOURMET,S/ 18.00,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,500.0,g,Aderezo Listo para Cocinar TOQUE GOURMET Base Verde Doypack,18.0
Aderezo de Pollo PIKI Doypack 350g,PIKI,S/ 11.50,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,350.0,g,Aderezo de Pollo PIKI Doypack,11.5
Aderezo PIKI para Res Doypack 350g,PIKI,S/ 9.70,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,350.0,g,Aderezo PIKI para Res Doypack,9.7
Aderezo para Carne de Cerdo PIKI Doypack 350gr,PIKI,S/ 9.70,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,350.0,g,Aderezo para Carne de Cerdo PIKI Doypack r,9.7
Aderezo para Pavo 2 BANDERAS Doypack 300g,2BANDERAS,S/ 8.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,g,Aderezo para Pavo 2 BANDERAS Doypack,8.9
Aderezo tipo Oriental 2 BANDERAS con Soya y Especias Bolsa 85g,ANTONIO BANDERAS,S/ 3.80,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,85.0,g,Aderezo tipo Oriental 2 BANDERAS con Soya y Especias Bolsa,3.8
Aderezo para Pachamanca 2 BANDERAS Doypack 300g,2BANDERAS,S/ 9.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,g,Aderezo para Pachamanca 2 BANDERAS Doypack,9.9
Aderezo para Lechón 2 BANDERAS Empaque 300g,2BANDERAS,S/ 8.79,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,g,Aderezo para Lechón 2 BANDERAS Empaque,8.79
Salsa de Tomate BELL'S para Aderezo Doypack 160g,BELL'S,S/ 1.30,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,160.0,g,Salsa de Tomate BELL'S para Aderezo Doypack,1.3
Piernas y Muslos Aderezo Criollo REDONDOS Bolsa 780g,REDONDOS,S/ 17.40,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,780.0,g,Piernas y Muslos Aderezo Criollo REDONDOS Bolsa,17.4
Pollo Entero Aderezo Leña REDONDOS Paquete 1Kg,REDONDOS,S/ 20.30,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,1.0,kg,Pollo Entero Aderezo Leña REDONDOS Paquete,20.3
Piernas y Muslos Aderezo Oriental REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,780.0,g,Piernas y Muslos Aderezo Oriental REDONDOS Bolsa,16.5
Piernas y Muslos Aderezo Pachamanca REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,780.0,g,Piernas y Muslos Aderezo Pachamanca REDONDOS Bolsa,16.5
Piernas y Muslos Aderezo Estofado REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,780.0,g,Piernas y Muslos Aderezo Estofado REDONDOS Bolsa,16.5
Mascarilla Nutritiva HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco 300ml,HERBAL ESSENCES,S/ 33.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,ml,Mascarilla Nutritiva HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco,33.9
Crema para Peinar HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco 300ml,HERBAL ESSENCES,S/ 28.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,300.0,ml,Crema para Peinar HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco,28.9
Acondicionador HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco 250ml,HERBAL ESSENCES,S/ 33.90,vivanda,ADEREZOS HIDRATADOS,2024-12-07 14:48:11.741580,250.0,ml,Acondicionador HERBAL ESSENCES Bio:Renew Pequi & Aguacate Nutre e Hidrata Frasco,33.9
