description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Ají Panca en Pasta TRESA Frasco 205g,TRESA,S/ 6.89,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,205.0,g,Ají Panca en Pasta TRESA Frasco,6.89
Ají Amarillo en Pasta TRESA Frasco 205g,TRESA,S/ 5.49,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,205.0,g,Ají Amarillo en Pasta TRESA Frasco,5.49
Ají Marisol Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 7.99,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,100.0,g,Ají Marisol Seco BELL'S FRESCOS Bandeja,7.99
Ají amarillo PIKI Molido Doypack 120g,PIKI,S/ 2.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,120.0,g,Ají amarillo PIKI Molido Doypack,2.9
Ají Pollero CASA VERDE Doypack 75g,CASA VERDE,S/ 4.70,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,75.0,g,Ají Pollero CASA VERDE Doypack,4.7
Ají Panca Seco BELL'S FRESCOS Bandeja 100g,BELL'S FRESCOS,S/ 8.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,100.0,g,Ají Panca Seco BELL'S FRESCOS Bandeja,8.5
Ají panca PIKI Molido Doypack 120Gr,PIKI,S/ 2.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,120.0,g,Ají panca PIKI Molido Doypack r,2.9
Ají Panca BELL'S Molido Sobre 15g,BELL'S,S/ 1.60,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,15.0,g,Ají Panca BELL'S Molido Sobre,1.6
Pimiento Piquillo EL CORTE INGLÉS Asado y Ajillo Frasco 290g,EL CORTE INGLÉS,S/ 16.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,290.0,g,Pimiento Piquillo EL CORTE INGLÉS Asado y Ajillo Frasco,16.9
Ají Amarillo BELL'S Molido Sobre 10g,BELL'S,S/ 1.60,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,10.0,g,Ají Amarillo BELL'S Molido Sobre,1.6
Ají Criollo BELL'S Doypack 200ml,BELL'S,S/ 7.30,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,200.0,ml,Ají Criollo BELL'S Doypack,7.3
Ají WALIBI Criollo Doypack 200Gr,WALIBI,S/ 7.60,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,200.0,g,Ají WALIBI Criollo Doypack r,7.6
Ají de Gallina PERÚ PRIDE Bolsa 100g,PERU PRIDE,S/ 6.39,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,100.0,g,Ají de Gallina PERÚ PRIDE Bolsa,6.39
Ají de Gallina PROVENZAL Sachet 100g,PROVENZAL,S/ 9.30,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,100.0,g,Ají de Gallina PROVENZAL Sachet,9.3
Pimiento Piquillo BELL'S Frasco 290g,BELL'S,S/ 8.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,290.0,g,Pimiento Piquillo BELL'S Frasco,8.9
Ají Criollo LIBBY´S Doypack 380g,LIBBY S,S/ 14.40,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,380.0,g,Ají Criollo LIBBY´S Doypack,14.4
Ají Criollo LIBBY'S Doypack 85g,LIBBY S,S/ 3.60,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,85.0,g,Ají Criollo LIBBY'S Doypack,3.6
Ají Criollo BELL'S Doypack 400g,BELL'S,S/ 7.20,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,400.0,g,Ají Criollo BELL'S Doypack,7.2
Ají Criollo TERRAZA GRILL Doypack 200g,TERRAZA GRILL,S/ 10.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,200.0,g,Ají Criollo TERRAZA GRILL Doypack,10.5
Lunch Ají de Pollo LA FLORENCIA 450g,LA FLORENCIA,S/ 12.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,450.0,g,Lunch Ají de Pollo LA FLORENCIA,12.9
Crema ALACENA Tarí Base de Ají Doypack 400g,TARÍ,S/ 13.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,400.0,g,Crema ALACENA Tarí Base de Ají Doypack,13.5
Salsa PIKI Ají amarillo molido Doypack 350g,PIKI,S/ 12.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,350.0,g,Salsa PIKI Ají amarillo molido Doypack,12.5
Salsa PIKI Ají panca molido Doypack 350g,PIKI,S/ 12.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,350.0,g,Salsa PIKI Ají panca molido Doypack,12.5
Sazonador Ají Panca BELL'S Paquete 6un,BELL'S,S/ 2.10,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,6.0,un,Sazonador Ají Panca BELL'S Paquete,2.1
Hummus de Pimiento Piquillo OLIVOS DEL SUR Frasco 220g,OLIVOS DEL SUR,S/ 19.60,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,220.0,g,Hummus de Pimiento Piquillo OLIVOS DEL SUR Frasco,19.6
Conserva CALE Aceitunas al ají Frasco 185g,CALE,S/ 13.00,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,185.0,g,Conserva CALE Aceitunas al ají Frasco,13.0
Salsa Ají Parrillero EL CHARRUA Frasco 200g,EL CHARRUA,S/ 15.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,200.0,g,Salsa Ají Parrillero EL CHARRUA Frasco,15.9
Salsa de Ají Amarillo TRESA Frasco 370g,TRESA,S/ 6.90,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,370.0,g,Salsa de Ají Amarillo TRESA Frasco,6.9
Crema de Ají TARÍ Doypack 85g,TARÍ,S/ 4.50,vivanda,AJÍ PIMIENTO,2024-12-07 14:29:34.007495,85.0,g,Crema de Ají TARÍ Doypack,4.5
