description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 250Gr,AJINOMOTO,S/ 6.80,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,250.0,g,Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa r,6.8
Concentrado de Tomate POMAROLA Doypack 110g,POMAROLA,S/ 1.80,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,110.0,g,Concentrado de Tomate POMAROLA Doypack,1.8
Sazonador Ají Panca BELL'S Paquete 6un,BELL'S,S/ 2.10,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,6.0,un,Sazonador Ají Panca BELL'S Paquete,2.1
Sazonador BADIA Completo Frasco 99.20Gr,BADIA,S/ 9.70,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,99.2,g,Sazonador BADIA Completo Frasco r,9.7
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 100Gr,AJINOMOTO,S/ 3.30,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,100.0,g,Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa r,3.3
Sazonador AJINOMIX Deli Arroz Paquete 6un,AJINOMIX,S/ 1.80,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,6.0,un,Sazonador AJINOMIX Deli Arroz Paquete,1.8
Sazonador BADIA Italiano Frasco 35.4g,BADIA,S/ 20.30,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,35.4,g,Sazonador BADIA Italiano Frasco,20.3
Sazonador BADIA Sazón Completa Frasco 340.2g,BADIA,S/ 30.30,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,340.2,g,Sazonador BADIA Sazón Completa Frasco,30.3
Sazonador Pops COSTEÑO de Pop Corn Sabor Mantequilla Frasco 81g,COSTEÑO,S/ 11.20,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,81.0,g,Sazonador Pops COSTEÑO de Pop Corn Sabor Mantequilla Frasco,11.2
Sazonador Total con Pimienta GOYA Frasco 312g,GOYA,S/ 28.90,vivanda,SAZONADORES CONCENTRADOS,2024-12-07 14:47:14.242112,312.0,g,Sazonador Total con Pimienta GOYA Frasco,28.9
