description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Carne Molida Light EL BUEN CORTE x kg,EL BUEN CORTE,S/ 36.50,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,1.0,kg,Carne Molida Light EL BUEN CORTE,36.5
Carne Molida EL BUEN CORTE x kg,EL BUEN CORTE,S/ 24.99,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,1.0,kg,Carne Molida EL BUEN CORTE,24.99
Carne Molida de Pavita x 500g,VIVANDA,S/ 15.90,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,500.0,g,Carne Molida de Pavita x,15.9
Carne Molida de Cerdo SAN FERNANDO Paquete 500g,SAN FERNANDO,S/ 15.50,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,500.0,g,Carne Molida de Cerdo SAN FERNANDO Paquete,15.5
Carne para Lomo Saltado EL BUEN CORTE x kg,EL BUEN CORTE,S/ 45.00,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,1.0,kg,Carne para Lomo Saltado EL BUEN CORTE,45.0
Comida para Perros DOG CHOW Adultos razas Pequeñas Carne y Pollo Bolsa 8kg,DOG CHOW,S/ 120.10,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,8.0,kg,Comida para Perros DOG CHOW Adultos razas Pequeñas Carne y Pollo Bolsa,120.1
"Comida para Perros DOG CHOW Adultos todos los tamaños Carne, Pollo y Pescado Bolsa 8kg",DOG CHOW,S/ 124.80,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,8.0,kg,"Comida para Perros DOG CHOW Adultos todos los tamaños Carne, Pollo y Pescado Bolsa",124.8
"Comida para Perros DOG CHOW Cachorros Medianos y Grandes Carne, Pollo, Verduras y Leche Bolsa 3kg",DOG CHOW,S/ 44.60,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,3.0,kg,"Comida para Perros DOG CHOW Cachorros Medianos y Grandes Carne, Pollo, Verduras y Leche Bolsa",44.6
Comida para Perros DOG CHOW Adultos todos los tamaños Carne y Pollo Bolsa 8kg,DOG CHOW,S/ 120.60,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,8.0,kg,Comida para Perros DOG CHOW Adultos todos los tamaños Carne y Pollo Bolsa,120.6
Comida para Perros DOG CHOW Adultos todos los tamaños Carne y Pollo Bolsa 3kg,DOG CHOW,S/ 44.60,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,3.0,kg,Comida para Perros DOG CHOW Adultos todos los tamaños Carne y Pollo Bolsa,44.6
Comida para Perros DOG CHOW Adultos razas Medianas y Grandes Carne y Pollo Bolsa 8kg,DOG CHOW,S/ 120.10,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,8.0,kg,Comida para Perros DOG CHOW Adultos razas Medianas y Grandes Carne y Pollo Bolsa,120.1
Comida para gatos RICOCAT Gatitos carne pescado y leche Bolsa 1Kg,RICOCAT,S/ 14.50,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,1.0,kg,Comida para gatos RICOCAT Gatitos carne pescado y leche Bolsa,14.5
Comida para Perros PURINA ONE Cachorros Toda Razas Pollo Carne Bolsa 2Kg,PURINA ONE,S/ 61.10,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,2.0,kg,Comida para Perros PURINA ONE Cachorros Toda Razas Pollo Carne Bolsa,61.1
Comida para Gatos FELIX Sensaciones de Carne en Salsa Pouch 85g,FELIX,S/ 4.80,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,85.0,g,Comida para Gatos FELIX Sensaciones de Carne en Salsa Pouch,4.8
Comida para Gatitos PURINA ONE Toda Razas Carne Bolsa 2Kg,PURINA ONE,S/ 78.80,vivanda,CARNE MOLIDA DE VACUNO,2024-12-07 13:59:44.961727,2.0,kg,Comida para Gatitos PURINA ONE Toda Razas Carne Bolsa,78.8
