unit,description,price,website,search_term,scrape_timestamp
Bolsa 300g,Lechuga Americana BELL's Bolsa 300g,S/ 1.89 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 1un,Lechuga Crespa BELL'S,S/ 2.19 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 200g,Lechuga Seda Hidropónica BELL'S Bolsa 200g,S/ 3.39 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 200g,Lechuga Crespa Hidropónica BELL'S Bolsa 200g,S/ 3.29 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 200g,Lechuga Romana Entera VERDE PURO Bolsa 200g,S/ 3.79 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 200g,Lechuga Roja Hidropónica BELL'S Bolsa 200g,S/ 3.69 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 1un,Lechuga Americana de Verano VIVA Bolsa Unidad,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 300g,Lechuga Crespa Entera VERDE PURO Bolsa 200g,S/ 3.69 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 1un,Lechuga Entera VERDE PURO,S/ 7.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 1un,Mix de Lechuga VERDE PURO Bolsa Unidad,S/ 7.59 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Lechuga MANANTIALES Seda Hidropónica,S/ 3.30 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Lechuga MANANTIALES Crespa Hidropónica,S/ 3.30 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 170gun,Lechuga Romana BELL'S FRESCOS Bolsa 170g,S/ 3.69 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Lechuga Romana MANANTIALES Bolsa 200g,S/ 3.79 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 1un,Lechuga Hidropónica,S/ 3.29 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 1un,Lechuga Butterhead VIVA Bolsa Unidad,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 1un,Lechuga Crespa VIVA x un,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 1un,Lechuga Romana VIVA Bolsa 1un,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Lechuga Butterhead VIVA Paquete 1un,S/ 8.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Lechuga Lollo Rossa VIVA,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 350g,Espinaca BELL'S Bolsa 350g,S/ 3.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 60g,Culantro BELL'S Bolsa 60g,S/ 1.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 80g,Albahaca BELL'S Bolsa 80g,S/ 2.49 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 150g,Espinaca Bebé BELL'S Bolsa 150g,S/ 4.39 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 60g,Perejil BELL'S Bolsa 60g,S/ 1.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 120gun,Albahaca Deshojada BELL'S FRESCOS 120g,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 500g,Espinaca VERDE PURO Bolsa 500g,S/ 8.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 1un,Huacatay Atado,S/ 1.49 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 300g,Acelga BELL'S Bolsa 300g,S/ 3.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Paquete 160g,Arúgula VERDE PURO Paquete 160g,S/ 7.60 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 180g,Espinaca Bebé VERDE PURO Bolsa 180g,S/ 8.59 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 70gun,Arúgula Hidropónica BELL'S FRESCOS Bolsa 70g,S/ 4.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Arúgula Hidropónica MANANTIALES Bolsa 150g,S/ 5.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Bolsa 120g,Albahaca Fresca VERDE PURO Bolsa 120g,S/ 7.29 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
Táper 120g,Berros Hidropónicos VERDE PURO Taper 120g,S/ 10.99 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Espinaca VIVA Bolsa 400g,S/ 7.59 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
,Espinaca Bebé A Bolsa 120g,S/ 7.59 un,plaza_vea,LECHUGA,2024-12-03 23:51:34.141251
