brand,description,price,website,search_term,scrape_timestamp
Thor,"Comida para Perros THOR Adulto Clásico Carne, Pollo, Cerdo Bolsa 25kg",S/ 110.90 5%,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Thor,"Comida para Perro THOR Adulto Sabor Carne, Pollo y Cerdo Bolsa 2 kg",S/ 14.50,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Colombina,Chupetes COLOMBINETAS Choco Caramel Bolsa 24u x 2u,S/ 13.80,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupete GLOBO POP con Chicle Surtido Bolsa 24un,S/ 7.80,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupetes GLOBO POP Neón Bolsa 24u 480g x 2u,S/ 15.00,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Colombina,Chupetes BOM BOM BUM Sabor Fresa Bolsa 24u x 2u,S/ 14.20,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Colombina,Chupetes BOM BOM BUM Sabores Surtidos Bolsa 24u x 2u,S/ 14.20,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupetes GLOBO POP Sabor Fresa Bolsa 24u 480g x 2u,S/ 15.60,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupetes GLOBO POP Sabores Surtidos Bolsa 24u 480g x 2u,S/ 15.60,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Colombina,Chupetes COLOMBINETAS Choco Caramel Bolsa 24un,S/ 6.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupete GLOBO POP Neon Bolsa 24un 18g,S/ 7.50,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Globo Pop,Chupete GLOBO POP con Chicle Sabor a Fresa Bolsa 24un,S/ 7.80,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Arcor,Caramelos MISKY Frutales Bolsa 275gr,S/ 4.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Arcor,Caramelos MISKY Chicha Morada 275g Bolsa 110un,S/ 4.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Ambrosoli,Caramelos AMBROSOLI Banderita Bolsa 80 un,S/ 4.20,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Colombina,Chupetin Bon Bon Bum sabor a Surtidos Bolsa 24 un,S/ 6.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Tampico,Bebida TAMPICO Cero Citrus Punch Botella 3L,S/ 6.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Arcor,Caramelos ARCOR Relleno Fresa Bolsa 100u,S/ 12.70,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Ambrosoli,Caramelos AMBROSOLI Cocorokos Limón Bolsa 100 un,S/ 6.20,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
Arcor,Caramelos ARCOR Menta y chocolate Bolsa 73 un,S/ 8.90,vega,CHULETA DE CERDO,2024-12-04 13:17:50.170361
