description,brand,price,website,search_term,scrape_timestamp
Pierna de Cerdo Deshuesada LA FLORENCIA 500g,LA FLORENCIA,S/ 26.40,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Piernas y Muslos Aderezo Criollo REDONDOS Bolsa 780g,REDONDOS,S/ 17.40,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Pierna de Cerdo Deshuesada EL BUEN CORTE,EL BUEN CORTE,S/ 24.90,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Pierna de Cerdo Deshuesada Congelada,VIVANDA,S/ 20.90,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Piernas y Muslos Aderezo Pachamanca REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Piernas y Muslos Aderezo Oriental REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Piernas y Muslos Aderezo Estofado REDONDOS Bolsa 780g,REDONDOS,S/ 16.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne Molida Light EL BUEN CORTE x kg,EL BUEN CORTE,S/ 36.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne Molida EL BUEN CORTE x kg,EL BUEN CORTE,S/ 24.99,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne para Lomo Saltado EL BUEN CORTE x kg,EL BUEN CORTE,S/ 45.00,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne Molida de Pavita x 500g,VIVANDA,S/ 15.90,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne Molida de Pollo AVINKA,AVINKA,S/ 24.70,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
REDONDOS Cerdo Sabor Oriental Bolsa 530g,REDONDOS,S/ 23.30,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
Carne Molida de Cerdo SAN FERNANDO Paquete 500g,SAN FERNANDO,S/ 15.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
REDONDOS Cerdo Sabor Adobo Bolsa 530g,REDONDOS,S/ 22.50,vivanda,PIERNA (CARNE DE CERDO),2024-12-06 11:21:49.011919
