description,brand,price,website,search_term,scrape_timestamp
Chocolate para Taza SOL DE CUSCO Pasta Pura Tableta 80g,SOL DEL CUSCO,S/ 13.70,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza SOL DEL CUSCO Canela y Clavo Tableta 90g,SOL DEL CUZCO,S/ 2.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza Instántaneo SOL DEL CUSCO Canela y Clavo Tableta 90g,SOL DEL CUZCO,S/ 4.60,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate Bitter MONTBLANC Tableta 190g,MONTBLANC,S/ 26.20,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza SOL DEL CUSCO Tableta 90g,SOL DEL CUZCO,S/ 2.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate de Almendras COSTA Vizzio Tableta Caja 10un,COSTA,S/ 13.20,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate HERSHEY'S Extra Cremoso Tableta 82g,HERSHEY S,S/ 8.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Tableta de Chocolate para Taza CURAZAO Cusco Premium Barra 90g,CURAZAO,S/ 2.49,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate con Leche MONTBLANC Tableta 80g,MONTBLANC,S/ 15.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate HERSHEY'S Cookies N' Creme Tableta 77g,HERSHEY S,S/ 8.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza LA IBERICA Tableta 100g,LA IBERICA,S/ 10.00,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate HERSHEY'S Cookies N' Creme Tableta 43g,HERSHEY S,S/ 3.60,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza Instántaneo SOL DEL CUSCO Tableta 90g,SOL DEL CUZCO,S/ 4.70,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate con Leche HERSHEY'S Tableta 43gr,HERSHEY S,S/ 3.60,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza SOL DEL CUSCO 42% Cacao Tableta 90gr,SOL DEL CUZCO,S/ 7.00,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Tableta de Chocolate MILKY con Hojuelas Crocantes Paquete 100g,LA IBERICA,S/ 19.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate en Barra LA IBÉRICA Fondy Dark 62% Tableta 50g,LA IBERICA,S/ 8.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate para Taza BELL'S Tableta 90g,BELL'S,S/ 1.80,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate Dark MARANA Piura Tableta 70g,MARANA,S/ 23.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate SUBLIME Bitter Tableta 100g,NESTLE SUBLIME,S/ 10.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate SUBLIME Almendras Tableta 100g,NESTLE,S/ 9.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate con Leche MARANA Cusco Tableta 70g,MARANA,S/ 20.00,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate Dark MARANA Cusco Tableta 70g,MARANA,S/ 23.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate Dark MARANA San Martín Tableta 70g,MARANA,S/ 23.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate Bitter MONTBLANC Tableta Caja 80g,MONTBLANC,S/ 18.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate con Leche y Almendras MONTBLANC Tableta 80g,MONTBLANC,S/ 16.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate SUBLIME Clásico Tableta 100g,NESTLE SUBLIME,S/ 9.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate HERSHEY'S 40% Cacao Tableta 82g,HERSHEY S,S/ 8.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Chocolate HERSHEY'S 40% Cristal Tableta 77g,HERSHEY S,S/ 8.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Tableta de Chocolate MILKY con Pecanas Paquete 100g,LA IBERICA,S/ 20.20,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Cobertura de Chocolate Bitter NESTLÉ Tableta 500 g,NESTLE,S/ 17.50,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
Helado Tabletas de Chocolate Tentación FREDDO Caja 6un,FREDDO,S/ 15.90,vivanda,CHOCOLATE EN TABLETA,2024-12-06 12:06:43.923840
