description,brand,price,website,search_term,scrape_timestamp
producto supermercado,SUAVE,S/ 1.00,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Chocolatada en Polvo BATIANDINO Doypack 200g,BATIANDINO,S/ 10.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada DANLAC Botella 900ml,DANLAC,S/ 8.60,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada UHT GLORIA Bolsa 900ml,GLORIA,S/ 6.00,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada GLORIA UHT Niños Caja 180ml Paquete 6un,GLORIA,S/ 11.40,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada VAKIMU Botella 350ml,VAKIMU,S/ 4.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche GLORIA UHT Chocolatada Caja 1L,GLORIA,S/ 6.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Bebida de Leche Chocolatada LAIVE Bolsa 900ml,LAIVE,S/ 5.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Bebida de Leche UHT BONLÉ Chocolatada Bolsa 800ml,BONLÉ,S/ 3.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada Deslactosada DANLAC Botella 900ml,DANLAC,S/ 8.80,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada PIAMONTE Bolsa 946ml,PIAMONTE,S/ 6.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
Leche Chocolatada PIAMONTE Botella 946ml,PIAMONTE,S/ 14.10,vivanda,PRODUCTO ACHOCOLATADO,2024-12-06 12:20:27.445068
