description,brand,price,website,search_term,scrape_timestamp
Pastel de Jamón OTTO KUNZ Paquete 150g,OTTO KUNZ,S/ 6.80,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pastel de Choclo Chico LA FLORENCIA,LA FLORENCIA,S/ 12.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Chifles Salados CRICKETS Bolsa 500g,CRICKET S,S/ 21.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Chifle Salado CRICKETS Sabor Leche de Tigre Bolsa 150g,CRICKET S,S/ 8.50,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Chifles Salados CRICKETS Bolsa 250g,CRICKET S,S/ 11.20,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pistacho Tostado y Salado WONDERFUL Bolsa 227g,WONDERFUL,S/ 45.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo VILLA NATURA Chifles salados Bolsa 150Gr,VILLA NATURA,S/ 5.00,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Maní KARINTO Engalletado Salado Bolsa 200g,KARINTO,S/ 7.99,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Min Pao Salado DELIFREEZE Bolsa 12 un,DELIFREEZE,S/ 19.89,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Chifles KARINTO Salado Bolsa 150g,KARINTO,S/ 9.30,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo BELL'S Maní salado Bolsa 180Gr,BELL'S,S/ 4.30,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Velas Premium de Cumpleaños Rayadas Pastel MARSHALL & MASON x6un,MARSHALL & MASON,S/ 9.95,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo BELL'S Chifles salados Bolsa 220Gr,BELL'S,S/ 7.50,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo BELL'S Maní Frito Salado Táper 140g,BELL'S,S/ 4.40,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pistachos WONDERFUL Tostados y Salados Bolsa 35g,VALLEALTO,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Cuaderno Espiral DGNOTTAS A6 Tapa Dura Pastel,DGNOTTAS,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Resaltadores CLASS&WORK JP9913AG Pastel Caja 2un,CLASS & WORK,S/ 5.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo BELL'S Chifles Salados Táper 100g,BELL'S,S/ 3.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Piqueo BELL'S Chifles salados Bolsa 125Gr,BELL'S,S/ 4.70,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Cacahuates Salados SALYSOL Lata 250g,SALYSOL,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Marcador ARTESCO Dual Brush Pastel Blíster 6un,ARTESCO,S/ 11.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Bolsa DG Mediana Pastel OBCM-1012.0001,DG,S/ 4.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Bolsa de Regalo DG Extragrande Pastel,DG,S/ 9.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Bolsa de Regalo DG Grande Pastel,DG,S/ 6.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Set de Tápers VIVA HOME Tapa Pastel 3un,VIVA HOME,S/ 10.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Cuaderno Espiralado DGNOTTAS A4 Tapa Dura Pastel Work Hard,DGNOTTAS,S/ 33.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Cuaderno Pastel DGNOTTAS A5,DGNOTTAS,S/ 23.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pumones ARTESCO Glitter Pastel Caja 6un,ARTESCO,S/ 13.20,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Set de Témperas LAYCONSA Puppy Pastel Paquete 6un,LAYCONSA,S/ 7.60,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Maní KARINTO Engalletado Salado Bolsa 100g,KARINTO,S/ 4.20,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico SUAVE Premium Paquete 12un,SUAVE,S/ 18.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla BOREAL Megarollo Paquete 4un,BOREAL,S/ 9.50,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla BOREAL Megarollo Paquete 2un,BOREAL,S/ 4.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico SUAVE Esencias Elegance Paquete 8un,SUAVE,S/ 27.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico SUAVE Cuidado Completo Doble Hoja Paquete 24un,SUAVE,S/ 26.70,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla NOVA Clásico Mega Rollo Paquete 2un,NOVA,S/ 7.20,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla SCOTT Multiusos 2 en 1 Paquete 2un,SUAVE,S/ 7.00,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla SCOTT Calorie Absorb 65 hojas Paquete 4un,SCOTT,S/ 12.40,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico ELITE Ultra Doble Hoja Paquete 12un,ELITE,S/ 29.30,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico SUAVE Esencias Elegance Paquete 32un,SUAVE,S/ 36.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pasta Dental COLGATE Triple Acción Tubo 75ml Paquete 3un,COLGATE,S/ 16.80,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pasta Dental Colgate Luminous White 2x75ml,COLGATE,S/ 20.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pasta Dental COLGATE Triple Acción 3x100ml,COLGATE,S/ 19.40,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Higiénico ELITE Premium Triple Hoja Paquete 24un,ELITE,S/ 36.50,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla NOVA Ultra Absorbente Paquete 2un,NOVA,S/ 7.50,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Caldo de Gallina DOÑA GUSTA Concentrado en Polvo Caja 42g,DOÑA GUSTA,S/ 2.30,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Papel Toalla NOVA Ultra Absorbente Paquete 6un,NOVA,S/ 19.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Pasta Dental COLGATE Total 12 Clean Mint Tubo 75ml Paquete 3un,COLGATE,S/ 27.10,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Helado Bombones D'ONOFRIO Pote 18 un,D'ONOFRIO,S/ 13.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
Helado D'ONOFRIO Peziduri Chocolate Cremoso Pote 900ml,D'ONOFRIO,S/ 11.90,vivanda,PASTELES SALADOS,2024-12-06 11:18:23.407405
