unit,description,price,website,search_term,scrape_timestamp
Paquete 3un,Aditivo de Lavandería DIAMANTE Sal de Soda Mic...,S/ 9.30 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Caja 4Kg,Sal Belga Especial BONI para Máquinas Lavavaji...,S/ 49.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 127.6g,Sal BADIA Ajo Frasco 127.60Gr,S/ 9.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Lata 355ml,Cerveza CANDELARIA Sunset Sal de Maras Lata 35...,S/ 7.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Pack 2un,Pack Tortillas de Maíz TOSTITOS con Sal Bolsa ...,S/ 17 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 90g,Mix Sales y Especias GOR BARMAN Micheladas & T...,S/ 19.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Lata 90g,Mix Sales y Especias GO BARMAN Margarita & Mic...,S/ 19.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack TORTEES con Sal Bolsa 138g x 2un,S/ 9.50 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack TORTEES con Sal Bolsa 138g x 3un,S/ 13.50 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Lata 90g,Mix Sales y Especias GO BARMAN Bloody & Mary L...,S/ 19.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 1kg,Sal Marina EMSAL Mesa Bolsa 1Kg,S/ 2.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 1kg,Sal Marina EMSAL Cocina Bolsa 1Kg,S/ 2.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 1Kg,Sal de Mesa BELL'S Bolsa 1 Kg,S/ 2 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 1Kg,Sal de Cocina BELL'S Bolsa 1Kg,S/ 2 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Doypack 500g,Sal de Maras Fina BELL'S Doypack 500g,S/ 9.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Caja 500g,Sal ONZA De maras fina Caja 500Gr,S/ 9 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 500g,Sal Rosada de Maras PERUVIAN Gruesa Bolsa 500g,S/ 8.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Doypack 500g,Sal de Maras Gruesa BELL'S Doypack 500g,S/ 9.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Caja 500g,Sal ONZA De maras gruesa Caja 500Gr,S/ 9 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Doypack 500g,Sal Marina de Mesa EMSAL Ecológica Doypack 500...,S/ 4.59 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Pote 125g,Sal de Mesa LOBOS Fina Pote 125g,S/ 2.60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 100g,Sal de Maras GOURMET Frasco 100g,S/ 15.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 500g,Sal Fina de Mesa EMSAL Frasco 500g,S/ 5.59 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 750g,Sal LOBOS Parillera Frasco 750Gr,S/ 10.60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 500g,Sal Parrillera BELL'S Frasco 500g,S/ 6.60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Doypack 250g,Sal de Maras ONZA Hierbas Mediterráneas Doypac...,S/ 8.70 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 100g,Sal de Maras Gruesa ONZA Molinillo Frasco 100g,S/ 18.20 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal Rosada SAL DE MARAS Caja 600g,S/ 10.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 125g,Sal Fina de Mesa EMSAL Frasco 125g,S/ 3.79 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 500g,Sal Parrillera EMSAL Frasco 500g,S/ 8.79 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 500g,Sal de Mesa LOBOS Fina Frasco 500g,S/ 5.29 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Pote 850g,Sal BIOSAL 50% Menos Sodio Pote 850g,S/ 16.10 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 500g,Sal BIOSAL 50% Menos Sodio Frasco 500g,S/ 11.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 125g,Sal BIOSAL Liviana en sodio Frasco 125g,S/ 4.10 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 500g,Sal de Maras GOURMET Especial Bolsa 500g,S/ 9.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 50g,Sal de Maras ONZA Hierbas Mediterráneas Molini...,S/ 18.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 100g,Sal MARAS GOURMET con Especies Moledor Frasco ...,S/ 15.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal de Maras Grano Grueso (600g),S/ 14.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Oli21 Sabor Mix De Ajíes 135g,S/ 11.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Molida Oli21 1.25Kg,S/ 19.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Oli21 Sabor Orégano 115g,S/ 10.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Molida Oli21 500g,S/ 13.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Semigruesa Oli21 1.25Kg,S/ 19.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Oli21 Sabor Ajo 135g,S/ 10.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Semigruesa Oli21 500g,S/ 13.40 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Molida Oli21 145g,S/ 8.30 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal De Maras Semigruesa Oli21 140g,S/ 8.30 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Doypack 400g,Sal de Maras ONZA Ají Panca Doypack 400g,S/ 8.70 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Frasco 80g,Sal de Maras ONZA Ají Panca Molinillo Frasco 8...,S/ 18.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
Bolsa 600g,Sal MARAS GOURMET Ahumada Bolsa 600g,S/ 11.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sal de Maras Grano Fino (600g),S/ 15 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Kit accesorios Punta Sal x4pzas,S/ 38.30 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 2 Miel de Abeja La Poderosa 1 Kg,S/ 80 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Forever Artic Sea 60 Capsulas,S/ 169 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante corporal Leche + Coco + Miel + Fres...,S/ 89 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Funda de mueble terciopelo brilloso 3-2-1 con ...,S/ 230 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Funda de mueble terciopelo brilloso 3-2-1 con ...,S/ 230 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Funda de mueble terciopelo brilloso 3-2-1 con ...,S/ 230 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Organizador Multifuncional de Sal en Negro Y+R...,S/ 126.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Recipiente Duradero para Sal de Metal Y+Post-i...,S/ 49.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Organizador Multifuncional de Sal en Color Neg...,S/ 126.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Limpiador Facial Vitamina C 100Gr + Exfoliante...,S/ 55 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Glucokiller Sacha Jergon al 100% 100 Capsulas ...,S/ 90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Bio Tree Life Lechero Africano 100% Natural,S/ 229 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3x2 Glucokiller Sacha Jergon al 100% 100 ...,S/ 180 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Crema Aloe Propolis Creme,S/ 115 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Dr Teal’s Restore & Replenish Solución para ba...,S/ 169.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger con Plataf...,S/ 205 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger con Plataf...,S/ 205 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger con Plataf...,S/ 210 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Refractómetro ATC 0-100% Salinidad 1.00-1.07 S...,S/ 119.99 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Humidificador de Aromas con Piedras de Sal,S/ 109.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Miel con Sal Wokali 500ml ...,S/ 54 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Leche con Sal Wokali 500ml,S/ 29.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Fresa con Sal Wokali 500ml,S/ 29.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Miel con Sal Wokali 500ml ...,S/ 74 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Coco con Sal Wokali 500ml ...,S/ 74 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Coco con Sal Wokali 500ml,S/ 29.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Miel con Sal Wokali 500ml,S/ 29.90 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Leche con Sal Wokali 500ml...,S/ 74 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Leche con Sal Wokali 500ml...,S/ 54 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Fresa con Sal Wokali 500ml...,S/ 74 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Fresa con Sal Wokali 500ml...,S/ 54 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Exfoliante Corporal Coco con Sal Wokali 500ml ...,S/ 54 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Macerado Don Lucano Naranja 187 ml,S/ 60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Macerado Don Lucano Aguaymanto 187 ml,S/ 60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 2 Miel de Abeja La Poderosa 500 Gr,S/ 50 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Miel de Abeja La Poderosa 500 Gr,S/ 30 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Macerado Don Lucano Maracuya 187 ml,S/ 60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 2 Mistela Don Lucano Higo 750 ml,S/ 50 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Mistela Don Lucano Italia187 ml,S/ 55 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Macerado Don Lucano Coco 187 ml,S/ 60 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Mistela Perfecto Amor 187 ml,S/ 55 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 2 Mistela Don Lucano Italia 750 ml,S/ 50 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias Playeras Mujer Tommy Hilfiger Modelo...,S/ 175 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Miel de Abeja La Poderosa 1 Kg,S/ 44 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Pack 3 Forever Artic Sea con Omega 3,S/ 400 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger Taco Alto ...,S/ 230 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger con Logo M...,S/ 175 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
,Sandalias para Mujer Tommy Hilfiger con Cuña T...,S/ 175 un,plaza_vea,SAL,2024-12-06 14:31:53.229425
