unit,description,price,website,search_term,scrape_timestamp
Frasco 170g,Café Instantáneo ALTOMAYO Gourmet Frasco 170g,S/ 28.50 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Lata 190g,Café Instantáneo KIRMA Lata 190g,S/ 22.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 150g,Café Instántaneo Gourmet ALTOMAYO Doypack 150g,S/ 26.50 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 200g,Café Instantáneo NESCAFÉ Fina Selección Frasco...,S/ 29.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 250g,Café Instantáneo KIRMA Doypack 250g,S/ 28.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 250g,Café Instantáneo NESCAFÉ Tradición Doypack 250...,S/ 30.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 170g,Café Instantáneo NESCAFÉ Tradición Frasco 170g,S/ 24.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 180g,Café Instántaneo Intenso CAFETAL Frasco 180g,S/ 30.60 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 150g,Café Instántaneo Clásico ALTOMAYO Doypack 150g,S/ 17.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 45g,Café Instantáneo ALTOMAYO Gourmet Frasco 45g,S/ 11.10 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 45g,Café Instantáneo Clásico ALTOMAYO Doypack 45g,S/ 5.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 170g,Café Instantáneo ALTOMAYO Descafeinado Frasco ...,S/ 29.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 40g,Café Instantáneo NESCAFÉ Descafeinado Frasco 4...,S/ 14.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 180g,Café Instantáneo ALTOMAYO Clásico Frasco 180g,S/ 22.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 100g,Café Instantáneo BELL'S Doypack 100g,S/ 9.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 150g,Café Instantáneo CAFETAL Doypack 150g,S/ 26.50 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 170g,Café Instantáneo MARISCAL Frasco 170g,S/ 23.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 90g,Café Instántaneo Gourmet ALTOMAYO Doypack 90g,S/ 19.20 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 100g,Café Instantáneo Granulado BELL'S Descafeinado...,S/ 15.40 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 50g,Café Instantáneo NESCAFÉ Tradición Frasco 50g,S/ 14.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Lata 180g,Café Instantáneo BELL'S Lata 180g,S/ 16.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 170g,Café Instantáneo COLCAFÉ Clásico Frasco 170g,S/ 25.50 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 170g,Café Instantáneo BELL'S Doypack 170gr,S/ 16.20 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 200g,Café Instantáneo BELL'S Granulado Frasco 200g,S/ 21.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 100g,Café Instantáneo BELL'S Liofilizado Frasco 100...,S/ 13.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Caja 144g,Café Instantáneo NESCAFÉ Vienés Caja 144g,S/ 17.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 380g,Café Instantáneo COLCAFÉ Todo en 1 Frasco 380g,S/ 21.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 100g,Café Instantáneo Granulado BELL'S Frasco 100g,S/ 11.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 80g,Café Instántaneo Clásico ALTOMAYO Doypack 80g,S/ 11 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 150g,Café Instantáneo NESCAFÉ Tradición Doypack 150...,S/ 23.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 100g,Café Instantáneo ALTOMAYO Descafeinado Doypack...,S/ 18.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 50g,Café Instantáneo ALTOMAYO Clásico Frasco 50g,S/ 8.10 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 45g,Café Instantáneo ALTOMAYO Descafeinado Frasco ...,S/ 12.40 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 45g,Café Instantáneo ALTOMAYO Descafeinado Doypack...,S/ 9.80 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Lata 190g,Café Instántaneo Clásico ALTOMAYO Lata 190g,S/ 30.20 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Frasco 170g,Café Instantáneo ALTOMAYO Liofilizado Frasco 1...,S/ 35.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
Doypack 100g,Café Instantáneo NESCAFÉ Fina Selección Doypac...,S/ 20.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
,Café Instantáneo NESCAFÉ Sabor Vainilla Caja 1...,S/ 19.90 un,plaza_vea,CAFÉ INSTANTÁNEO,2024-12-06 14:43:32.995909
