unit,description,price,website,search_term,scrape_timestamp
Presentación 2.5 kg aprox.,Piña Golden,S/ 5.20 x kg,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Presentación 2 kg aprox.,Piña Hawai,S/ 2.69 x kg,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 1Kg,"Mix de Fresa, Papaya y Piña Congelada EL FRUTE...",S/ 15.49 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 1Kg,Trozos de Piña Golden Congelada EL FRUTERO Bol...,S/ 16.99 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Presentación 2.5 kg aprox.,Piña Golden Madura,S/ 11.90 x kg,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 1Kg,Piña en Trozos Congelada BELL'S Bolsa 1kg,S/ 13.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 1Kg,"Mix Fresa, Piña y Mango Congelado EL FRUTERO B...",S/ 16.99 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 500g,Piña en Trozos BELL'S Bandeja 500g,S/ 9.89 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 300g,Piña en Trozos BELL'S Bandeja 300g,S/ 6.50 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 700g,Piña en Trozos BELL'S Bandeja 700g,S/ 13.49 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 300g,"Ensalada de Piña, Sandía y Papaya BELL'S Bande...",S/ 5.69 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Paquete 500g,Piña Golden en Trozos Congelada FEST Paquete 5...,S/ 8.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 300g,"Ensalada de Uva, Sandía y Piña BELL'S Bandeja ...",S/ 5.99 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Botella 700ml,Ready To Drink (RTD) PISCANO Sour Piña Colada ...,S/ 17.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bandeja 300g,"Ensalada de Piña, Sandía y Melón BELL'S Bandej...",S/ 5.69 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 110g,Queso Rulo Cabra MARQUES DEL CASTILLO con Piña...,S/ 11.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Lata 355ml,Ready To Drink (RTD) WASSKA HAPPY Piña Colada ...,S/ 4.99 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Bolsa 60g,Piña Deshidratada GO BARMAN Bolsa 60g,S/ 19.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
Presentación 1.5 kg aprox.,Papaya,S/ 3.50 x kg,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Blusa Mujer Pina Sin Mangas Hypnotic,S/ 69.95 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,"Perfume unisex Al Haramain con bergamota, meló...",S/ 275 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Perfume Swiss Arabian Amaali Notas Piña,S/ 209 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Cortador de Piña en Rodajas Espiral Picador Re...,S/ 3.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Crema de manos Humectante Piña Colada Mantra 8...,S/ 25 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Crema de manos Humectante Piña Colada Mantra 1...,S/ 35.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Butter Cream para Mujer Piña Colada Mantra 50g...,S/ 36 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Body Lotion Hidratante para Mujer Piña Colada ...,S/ 41.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Colonia Splash para Mujeres Mantra 250ml Fraga...,S/ 54 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Polvo Exofiliante de Piña Good Molecules - 60 ...,S/ 189.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Reloj Bob Esponja para Mujer Niños Bob Esponja...,S/ 26.90 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
,Polo Hombre Yansus Blanco Estampado Piña,S/ 60 un,plaza_vea,PIÑA,2024-12-06 14:04:22.410435
