brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Del Valle,Infusiones DEL VALLE Hierba Luisa Caja 25 un,S/ 1.70,vega,HIERBAS PARA INFUSIONES,2024-12-05 13:26:49.478339,25.0,un,Infusiones DEL VALLE Hierba Luisa Caja,1.7
Huerto Del Eden,Infusiones Hierba Luisa HUERTO Caja 100 un,S/ 7.90,vega,HIERBAS PARA INFUSIONES,2024-12-05 13:26:49.478339,100.0,un,Infusiones Hierba Luisa HUERTO Caja,7.9
Del Valle,Infusiones DEL VALLE Hierba Luisa Caja 100 un,S/ 6.40,vega,HIERBAS PARA INFUSIONES,2024-12-05 13:26:49.478339,100.0,un,Infusiones DEL VALLE Hierba Luisa Caja,6.4
Huerto Del Eden,Infusiones Hierba Luisa HUERTO Caja 25 un,S/ 2.20,vega,HIERBAS PARA INFUSIONES,2024-12-05 13:26:49.478339,25.0,un,Infusiones Hierba Luisa HUERTO Caja,2.2
