brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
P.A.N.,Harina de Maíz PAN Precocida Bolsa 1kg,S/ 8.50 13%,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,1.0,kg,Harina de Maíz PAN Precocida Bolsa,8.5
San Jorge,Galletas Navideñas COLOMBINA Navidad Bolsa 150g,S/ 4.20 7%,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,150.0,g,Galletas Navideñas COLOMBINA Navidad Bolsa,4.2
San Fernando,Vale de Pavo SAN FERNANDO 7kg,S/ 105.90,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,7.0,kg,Vale de Pavo SAN FERNANDO,105.9
San Mateo,Agua SAN MATEO Sin Gas Botella 600ml,S/ 22.50,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,600.0,ml,Agua SAN MATEO Sin Gas Botella,22.5
San Jorge,Galletas SAN JORGE Coconut Paquete 55g x 2u,S/ 2.00,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,55.0,g,Galletas SAN JORGE Coconut Paquete  x 2u,2.0
San Mateo,Agua SAN MATEO Sin Gas Paquete 6 Botella 2.5L,S/ 17.70 8%,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,2.5,l,Agua SAN MATEO Sin Gas Paquete 6 Botella,17.7
San Jorge,Galleta SAN JORGE Soda Paquete 7un,S/ 4.80,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,7.0,un,Galleta SAN JORGE Soda Paquete,4.8
San Carlos,Agua SAN CARLOS Sin Gas Caja 20 Lt,S/ 19.00,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,20.0,l,Agua SAN CARLOS Sin Gas Caja t,19.0
San Jorge,Galleta SAN JORGE Soda Gourmet 250gr,S/ 3.70,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,250.0,g,Galleta SAN JORGE Soda Gourmet r,3.7
San Jorge,Galletas SAN JORGE Vainilla Gourmet Paquete 250g,S/ 3.80,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,250.0,g,Galletas SAN JORGE Vainilla Gourmet Paquete,3.8
San Jorge,Galleta SAN JORGE Soda Familiar 75gr,S/ 1.60,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,75.0,g,Galleta SAN JORGE Soda Familiar r,1.6
San Jorge,Galleta SAN JORGE Vainilla Familiar Paquete 120gr,S/ 1.70,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,120.0,g,Galleta SAN JORGE Vainilla Familiar Paquete r,1.7
Super Can,Comida para Perro SUPERCAN Adultos Carne y Cereal Razas Medianas y Grandes Bolsa 25kg,S/ 152.50,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,25.0,kg,Comida para Perro SUPERCAN Adultos Carne y Cereal Razas Medianas y Grandes Bolsa,152.5
Super Can,Comida para Perros SUPERCAN Cachorros Carne y Leche Bolsa 25kg,S/ 152.50,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,25.0,kg,Comida para Perros SUPERCAN Cachorros Carne y Leche Bolsa,152.5
San Mateo,Agua SAN MATEO sin Gas Bidón 7L,S/ 8.90,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,7.0,l,Agua SAN MATEO sin Gas Bidón,8.9
San Jorge,Fideo SAN JORGE Spaghetti Bolsa 500gr,S/ 3.00,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,500.0,g,Fideo SAN JORGE Spaghetti Bolsa r,3.0
San Jorge,Fideo SAN JORGE Letras y Números Bolsa 250gr,S/ 1.70,vega,PAN FRANCÉS,2024-12-05 11:45:27.673088,250.0,g,Fideo SAN JORGE Letras y Números Bolsa r,1.7
