description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Refresco UMSHA Piña Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Maracuyá Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Fresa Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Chicha Morada Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Piña Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Maracuyá Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Fresa Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Naranja Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Naranja Bolsa 13g,UMSHA,13.0,g,1.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Chicha Morada Bolsa 13g,,13.0,g,1.0,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),13.0,g,1.0,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,UMSHA,20.0,g,1.3,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),20.0,g,1.3,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Frutisimos Chicha Morada Bolsa 20g,UMSHA,20.0,g,1.3,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),20.0,g,1.3,REFRESCO ENVASADO (FLUIDO)
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,,20.0,g,1.6,plaza_vea,2024-12-07 14:42:02.200801,REFRESCO ENVASADO (FLUIDO),20.0,g,1.6,REFRESCO ENVASADO (FLUIDO)
Refresco TAMPICO Citrus Punch Botella 500ml,TAMPICO,500.0,ml,1.7,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),500.0,ml,1.7,REFRESCO ENVASADO (FLUIDO)
Refresco CLIGHT Toronja con Splenda Sobre 14g,CLIGHT,14.0,g,2.3,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),14.0,g,2.3,REFRESCO ENVASADO (FLUIDO)
Refresco TAMPICO Citrus Punch Botella 600ml,TAMPICO,600.0,ml,3.0,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),600.0,ml,3.0,REFRESCO ENVASADO (FLUIDO)
Refresco CIFRUT Citrus Punch Botella 1.5L,CIFRUT,1.5,l,3.3,vivanda,2024-12-07 14:56:11.177982,REFRESCO ENVASADO (FLUIDO),1.5,l,3.3,REFRESCO ENVASADO (FLUIDO)
