description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Frijol Panamito VEGA Bolsa 400g,Vega,400.0,g,3.8,vega,2024-12-07 16:22:31.128808,FRÉJOL PANAMITO,400.0,g,3.8,FRÉJOL PANAMITO
Frijol Panamito TESORO VERDE Bolsa 500g,TESORO VERDE,500.0,g,4.9,vivanda,2024-12-07 14:34:38.928142,FRÉJOL PANAMITO,500.0,g,4.9,FRÉJOL PANAMITO
Frijol Panamito Cuisine & Co Bolsa 500 gr,,500.0,g,5.6,metro,2024-12-07 20:39:13.178876,FRÉJOL PANAMITO,500.0,g,5.6,FRÉJOL PANAMITO
Frijol Panamito 500 g,TOTTUS,500.0,g,5.7,tottus,2024-12-07 13:48:56.210323,FRÉJOL PANAMITO,500.0,g,5.7,FRÉJOL PANAMITO
Frijol BELL'S Panamito Bolsa 500g,BELL'S,500.0,g,5.7,vivanda,2024-12-07 14:34:38.928142,FRÉJOL PANAMITO,500.0,g,5.7,FRÉJOL PANAMITO
Frejol Panamito VALLENORTE Bolsa 500g,,500.0,g,5.9,plaza_vea,2024-12-07 14:10:36.294591,FRÉJOL PANAMITO,500.0,g,5.9,FRÉJOL PANAMITO
Frijol Panamito Costeño 500g,,500.0,g,6.2,metro,2024-12-07 20:39:13.178876,FRÉJOL PANAMITO,500.0,g,6.2,FRÉJOL PANAMITO
Frijol Panamito Tesoro Del Campo Bolsa 500 g,,500.0,g,6.3,metro,2024-12-07 20:39:13.178876,FRÉJOL PANAMITO,500.0,g,6.3,FRÉJOL PANAMITO
Frijol Panamito 500 g,TESORO DEL CAMPO,500.0,g,6.3,tottus,2024-12-07 13:48:56.210323,FRÉJOL PANAMITO,500.0,g,6.3,FRÉJOL PANAMITO
Frijol Panamito Tesoro Del Campo Bolsa 500 g,,500.0,g,6.9,wong,2024-12-07 17:50:01.417403,FRÉJOL PANAMITO,500.0,g,6.9,FRÉJOL PANAMITO
