description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Pasta de Tomate Cuisine & Co Doypack 100 g,,100.0,g,1.7,metro,2024-12-07 22:39:10.772381,PASTA Y SALSA DE TOMATE,100.0,g,1.7,PASTA Y SALSA DE TOMATE
Puré de Tomate Pomarola Concentrado 110 g,MOLITALIA,110.0,g,1.8,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,110.0,g,1.8,PASTA Y SALSA DE TOMATE
Salsa De Tomate x 145 gr,TOTTUS,145.0,g,1.8,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,145.0,g,1.8,PASTA Y SALSA DE TOMATE
Salsa de tomate Pomarola clásica 145 g,MOLITALIA,145.0,g,1.9,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,145.0,g,1.9,PASTA Y SALSA DE TOMATE
Pasta de Tomate B & D 100g,,100.0,g,2.2,metro,2024-12-07 22:39:10.772381,PASTA Y SALSA DE TOMATE,100.0,g,2.2,PASTA Y SALSA DE TOMATE
Salsa de tomate Pomarola clásica de 290 g,MOLITALIA,290.0,g,3.6,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,290.0,g,3.6,PASTA Y SALSA DE TOMATE
Salsa de Tomate Pomarola Bolognesa con Carne de 170 g,MOLITALIA,170.0,g,3.7,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,170.0,g,3.7,PASTA Y SALSA DE TOMATE
Salsa Roja de Tomate DON VITTORIO Doypack 200g,,200.0,g,3.9,plaza_vea,2024-12-07 14:29:49.696845,PASTA Y SALSA DE TOMATE,200.0,g,3.9,PASTA Y SALSA DE TOMATE
PULPA FINAL DE TOMATE X 400 G,TOTTUS,400.0,g,4.9,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,400.0,g,4.9,PASTA Y SALSA DE TOMATE
Salsa de Tomate Pomarola Bolognesa de 370 g,MOLITALIA,370.0,g,6.85,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,370.0,g,6.85,PASTA Y SALSA DE TOMATE
Salsa para Pastas Filippo Berio Tomate Pesto Frasco 190 g,,190.0,g,9.9,metro,2024-12-07 22:39:10.772381,PASTA Y SALSA DE TOMATE,190.0,g,9.9,PASTA Y SALSA DE TOMATE
Salsa de Tomate Don Italo 250g,,250.0,g,10.99,wong,2024-12-07 18:12:57.041140,PASTA Y SALSA DE TOMATE,250.0,g,10.99,PASTA Y SALSA DE TOMATE
Salsa de Tomate Don Italo 250g,,250.0,g,10.99,metro,2024-12-07 22:39:10.772381,PASTA Y SALSA DE TOMATE,250.0,g,10.99,PASTA Y SALSA DE TOMATE
Salsa de Tomate Pomarola Clásica - 6 unidades,MOLITALIA,6.0,un,11.1,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,6.0,un,11.1,PASTA Y SALSA DE TOMATE
Tomate Pelado 400 g,MUTTI,400.0,g,12.5,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,400.0,g,12.5,PASTA Y SALSA DE TOMATE
Concentrado De Tomate x 1 Kg,POMAROLA,1.0,kg,13.9,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,1.0,kg,13.9,PASTA Y SALSA DE TOMATE
Salsa para Pastas Filippo Berio Tomate Pesto Frasco 190 g,,190.0,g,13.9,wong,2024-12-07 18:12:57.041140,PASTA Y SALSA DE TOMATE,190.0,g,13.9,PASTA Y SALSA DE TOMATE
Salsa de Tomate Arrabbiata 400 g,BARILLA,400.0,g,19.8,tottus,2024-12-07 14:08:00.461486,PASTA Y SALSA DE TOMATE,400.0,g,19.8,PASTA Y SALSA DE TOMATE
Aderezo de Tomate Harmless Ketchup 352g,,352.0,g,27.2,metro,2024-12-07 22:39:10.772381,PASTA Y SALSA DE TOMATE,352.0,g,27.2,PASTA Y SALSA DE TOMATE
