description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Café Instantáneo ALTOMAYO Gourmet Sobre 15g,Altomayo,15.0,g,2.5,vega,2024-12-07 16:52:31.046372,CAFÉ INSTANTÁNEO,15.0,g,2.5,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico Doypack x 45 g,ALTOMAYO,45.0,g,4.9,tottus,2024-12-07 14:12:15.712737,CAFÉ INSTANTÁNEO,45.0,g,4.9,CAFÉ INSTANTÁNEO
Café Instantáneo Clásico ALTOMAYO Doypack 45g,,45.0,g,5.9,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,45.0,g,5.9,CAFÉ INSTANTÁNEO
Café Instantáneo KIRMA Clásico Bolsa 45gr,Kirma,45.0,g,6.0,vega,2024-12-07 16:52:31.046372,CAFÉ INSTANTÁNEO,45.0,g,6.0,CAFÉ INSTANTÁNEO
Café Instantáneo en Polvo MARISCAL Frasco 50g,,50.0,g,7.7,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,50.0,g,7.7,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Bolsa 50gr,Nescafe,50.0,g,7.9,vega,2024-12-07 16:52:31.046372,CAFÉ INSTANTÁNEO,50.0,g,7.9,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Clásico Frasco 50g,,50.0,g,8.1,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,50.0,g,8.1,CAFÉ INSTANTÁNEO
Café Instantáneo ALTOMAYO Descafeinado Doypack...,,45.0,g,9.8,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,45.0,g,9.8,CAFÉ INSTANTÁNEO
Café Instantáneo COLCAFÉ Clásico Frasco 50g,,50.0,g,9.9,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,50.0,g,9.9,CAFÉ INSTANTÁNEO
Café Instantáneo BELL'S Doypack 100g,,100.0,g,9.9,plaza_vea,2024-12-07 14:36:32.672742,CAFÉ INSTANTÁNEO,100.0,g,9.9,CAFÉ INSTANTÁNEO
Café Instantáneo NESCAFÉ Tradición Frasco 50gr,Nescafe,50.0,g,10.4,vega,2024-12-07 16:52:31.046372,CAFÉ INSTANTÁNEO,50.0,g,10.4,CAFÉ INSTANTÁNEO
Café Instantáneo Doypack 40 g,CAFETAL,40.0,g,10.5,tottus,2024-12-07 14:12:15.712737,CAFÉ INSTANTÁNEO,40.0,g,10.5,CAFÉ INSTANTÁNEO
Café Instantáneo Frasco x 45 g,CAFETAL,45.0,g,10.9,tottus,2024-12-07 14:12:15.712737,CAFÉ INSTANTÁNEO,45.0,g,10.9,CAFÉ INSTANTÁNEO
