description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Trozos de Atún en Aceite Vegetal Metro 140g,,140.0,g,3.9,metro,2024-12-07 20:04:43.798946,TROZO DE PESCADO EN CONSERVA,140.0,g,3.9,TROZO DE PESCADO EN CONSERVA
Trozos de Atún en Aceite Vegetal Cuisine & Co 140g,,140.0,g,3.9,metro,2024-12-07 20:04:43.798946,TROZO DE PESCADO EN CONSERVA,140.0,g,3.9,TROZO DE PESCADO EN CONSERVA
Trozos de Jurel en Aceite Vegetal Campomar 170g,,170.0,g,4.1,metro,2024-12-07 20:04:43.798946,TROZO DE PESCADO EN CONSERVA,170.0,g,4.1,TROZO DE PESCADO EN CONSERVA
Trozos de Jurel en Aceite Vegetal Campomar 170g,,170.0,g,4.1,wong,2024-12-07 17:09:19.191645,TROZO DE PESCADO EN CONSERVA,170.0,g,4.1,TROZO DE PESCADO EN CONSERVA
Trozos De Atún x 140 g,TOTTUS,140.0,g,4.3,tottus,2024-12-07 13:16:05.010548,TROZO DE PESCADO EN CONSERVA,140.0,g,4.3,TROZO DE PESCADO EN CONSERVA
Trozos de Atún en Aceite Vegetal Cuisine & Co 140g,,140.0,g,4.4,metro,2024-12-07 20:04:43.798946,TROZO DE PESCADO EN CONSERVA,140.0,g,4.4,TROZO DE PESCADO EN CONSERVA
Trozos de Atún BELL'S en Aceite Lata 150gr,BELL'S,150.0,g,4.5,vivanda,2024-12-07 14:10:43.400545,TROZO DE PESCADO EN CONSERVA,150.0,g,4.5,TROZO DE PESCADO EN CONSERVA
Trozos De Jurel 170 g,FRESCOMAR,170.0,g,4.7,tottus,2024-12-07 13:16:05.010548,TROZO DE PESCADO EN CONSERVA,170.0,g,4.7,TROZO DE PESCADO EN CONSERVA
Trozos de Atún VEGA en Aceite Vegetal Lata 150g,Vega,150.0,g,4.7,vega,2024-12-07 15:44:44.751105,TROZO DE PESCADO EN CONSERVA,150.0,g,4.7,TROZO DE PESCADO EN CONSERVA
Trozos de Atún en Aceite Vegetal 170 g,TOTTUS,170.0,g,4.8,tottus,2024-12-07 13:16:05.010548,TROZO DE PESCADO EN CONSERVA,170.0,g,4.8,TROZO DE PESCADO EN CONSERVA
