description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Pechuga de Pollo Rellena de Verduras Bandeja 250 g,,250.0,g,11.99,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,47.96,PECHUGA DE POLLO
Pechuga de Pollo Rellena de Jamón y Queso Bandeja 250 g,,250.0,g,12.89,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,51.56,PECHUGA DE POLLO
Pechuga de Pollo en Salsa de Champiñones HOME CHEF 450g,HOME CHEF,450.0,g,13.2,vivanda,2024-12-07 14:01:28.968228,PECHUGA DE POLLO,1.0,kg,29.333333333333332,PECHUGA DE POLLO
Pechuga de Pollo Rellena de Tocino Bandeja 250 g,,250.0,g,13.7,wong,2024-12-07 16:56:11.799049,PECHUGA DE POLLO,1.0,kg,54.8,PECHUGA DE POLLO
Pechuga Entera de Pollo Empacada al vacío SAN ...,,1.2,kg,14.9,plaza_vea,2024-12-07 13:21:41.065329,PECHUGA DE POLLO,1.0,kg,12.416666666666668,PECHUGA DE POLLO
Pechuga Especial de Pollo x kg,,1.0,kg,15.5,wong,2024-12-07 16:56:11.799049,PECHUGA DE POLLO,1.0,kg,15.5,PECHUGA DE POLLO
Pechuga de Pollo con Alas Congelado SAN FERNAN...,,1.3,kg,15.9,plaza_vea,2024-12-07 13:21:41.065329,PECHUGA DE POLLO,1.0,kg,12.23076923076923,PECHUGA DE POLLO
Pechuga Especial de Pollo Empacada al vacío SA...,,1.5,kg,17.5,plaza_vea,2024-12-07 13:21:41.065329,PECHUGA DE POLLO,1.0,kg,11.666666666666666,PECHUGA DE POLLO
Pechuga Especial de Pollo Redondos x kg,,1.0,kg,17.5,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,17.5,PECHUGA DE POLLO
Pechuga Especial de Pollo x kg,,1.0,kg,17.5,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,17.5,PECHUGA DE POLLO
Pechuga de Pollo con Alas Congelada San Fernando x kg,,1.0,kg,18.3,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,18.3,PECHUGA DE POLLO
Pechuga Light de Pollo Redondos x kg,,1.0,kg,19.5,metro,2024-12-07 19:53:20.068830,PECHUGA DE POLLO,1.0,kg,19.5,PECHUGA DE POLLO
Pechuga de Pollo Light x kg,,1.0,kg,19.5,wong,2024-12-07 16:56:11.799049,PECHUGA DE POLLO,1.0,kg,19.5,PECHUGA DE POLLO
