description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Papas RIKY TOK Ondas Picantes Bolsa 30g,RIKY TOK,30.0,g,1.0,vega,2024-12-07 16:50:08.998045,PAPA FRITA (BOCADITOS),30.0,g,1.0,PAPA FRITA (BOCADITOS)
Papas PAPI RICAS Sabor Picante Bolsa 28gr,PAPI RICAS,28.0,g,1.5,vega,2024-12-07 16:50:08.998045,PAPA FRITA (BOCADITOS),28.0,g,1.5,PAPA FRITA (BOCADITOS)
Papas Artesanales LAYS BBQ Bolsa 34g,LAY'S,34.0,g,2.49,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),34.0,g,2.49,PAPA FRITA (BOCADITOS)
Papas Artesanales LAYS Sal Marina Bolsa 34g,LAY'S,34.0,g,2.49,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),34.0,g,2.49,PAPA FRITA (BOCADITOS)
Papas Lay's Clásicas 36g,LAYS,36.0,g,2.5,tottus,2024-12-07 14:10:56.290517,PAPA FRITA (BOCADITOS),36.0,g,2.5,PAPA FRITA (BOCADITOS)
Papas LAY'S Clásicas Bolsa 36g,LAY'S,36.0,g,2.7,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),36.0,g,2.7,PAPA FRITA (BOCADITOS)
Papas Fritas Lay's Naturales 36g,,36.0,g,2.7,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),36.0,g,2.7,PAPA FRITA (BOCADITOS)
Papas Fritas Lay's Naturales 34g,,34.0,g,2.7,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),34.0,g,2.7,PAPA FRITA (BOCADITOS)
Papas PAPI RICAS Sabor Picante Bolsa 70gr,PAPI RICAS,70.0,g,2.8,vega,2024-12-07 16:50:08.998045,PAPA FRITA (BOCADITOS),70.0,g,2.8,PAPA FRITA (BOCADITOS)
Papas Fritas Lays Artesanas Sal Marina 34g,,34.0,g,2.9,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),34.0,g,2.9,PAPA FRITA (BOCADITOS)
Papas al Hilo 100 g,TOTTUS,100.0,g,3.9,tottus,2024-12-07 14:10:56.290517,PAPA FRITA (BOCADITOS),100.0,g,3.9,PAPA FRITA (BOCADITOS)
Papas Lay's Clásicas 70g,LAYS,70.0,g,4.0,tottus,2024-12-07 14:10:56.290517,PAPA FRITA (BOCADITOS),70.0,g,4.0,PAPA FRITA (BOCADITOS)
Papas LAY'S Clásicas Bolsa 70g,LAY'S,70.0,g,4.0,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),70.0,g,4.0,PAPA FRITA (BOCADITOS)
Papas al Hilo BELL'S Bolsa 125g,,125.0,g,4.9,plaza_vea,2024-12-07 14:34:30.831618,PAPA FRITA (BOCADITOS),125.0,g,4.9,PAPA FRITA (BOCADITOS)
Papas al Hilo BELL'S Bolsa 125g,BELL'S,125.0,g,5.0,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),125.0,g,5.0,PAPA FRITA (BOCADITOS)
Papas al Hilo VEGA Bolsa 150gr,Vega,150.0,g,5.2,vega,2024-12-07 16:50:08.998045,PAPA FRITA (BOCADITOS),150.0,g,5.2,PAPA FRITA (BOCADITOS)
Papas LAY'S Clásicas Bolsa 150g,LAY'S,150.0,g,5.4,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),150.0,g,5.4,PAPA FRITA (BOCADITOS)
Papas LAY'S Clásicas Bolsa 150g,,150.0,g,5.4,plaza_vea,2024-12-07 14:34:30.831618,PAPA FRITA (BOCADITOS),150.0,g,5.4,PAPA FRITA (BOCADITOS)
Papas Al Hilo Lay's 155g,LAYS,155.0,g,5.5,tottus,2024-12-07 14:10:56.290517,PAPA FRITA (BOCADITOS),155.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas en Hojuelas Lay's Ondas Picante 140g,,140.0,g,5.5,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),140.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas Lays Clásicas 150g,,150.0,g,5.5,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),150.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas al Hilo Lay's 155g,,155.0,g,5.5,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),155.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas Fritas Lay's Ondas Sabor a Mayonesa 140g,,140.0,g,5.5,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),140.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas Fritas Lay's Ondas Clásicas 140g,,140.0,g,5.5,wong,2024-12-07 18:20:21.308838,PAPA FRITA (BOCADITOS),140.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas Ondas LAY'S con Mayonesa Bolsa 140g,LAY'S,140.0,g,5.5,vivanda,2024-12-07 14:51:31.011452,PAPA FRITA (BOCADITOS),140.0,g,5.5,PAPA FRITA (BOCADITOS)
Papas LAY'S Ondas Picante Bolsa 140g,,140.0,g,5.5,plaza_vea,2024-12-07 14:34:30.831618,PAPA FRITA (BOCADITOS),140.0,g,5.5,PAPA FRITA (BOCADITOS)
