description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Yogurt Griego Vakimu Original 1 Kg,S/ 13.44,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,1.0,kg,Yogurt Griego Vakimu Original,13.44
Yogurt Bebible Gloria Fresa Galonera 1.7kg,S/ 8.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,1.7,kg,Yogurt Bebible Gloria Fresa Galonera,8.9
Yogurt Natural SKYR Plusa 500g,S/ 14.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,500.0,g,Yogurt Natural SKYR Plusa,14.9
Café Instantáneo Altomayo Gourmet 170g,S/ 28.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,170.0,g,Café Instantáneo Altomayo Gourmet,28.9
Yogurt Griego Descremado Danlac Sabor Natural Frasco 900g,S/ 19.40,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,900.0,g,Yogurt Griego Descremado Danlac Sabor Natural Frasco,19.4
Yogurt Bebible Gloria Vainilla Galonera 1.7kg,S/ 8.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,1.7,kg,Yogurt Bebible Gloria Vainilla Galonera,8.9
Leche Uht Vigor Bolsa 800ml,S/ 4.40,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,800.0,ml,Leche Uht Vigor Bolsa,4.4
Café Molido Cafetal Selecto 900g,S/ 46.50,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,900.0,g,Café Molido Cafetal Selecto,46.5
Yogurt Griego Vakimu Frutos del Bosque 1 Kg,S/ 13.44,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,1.0,kg,Yogurt Griego Vakimu Frutos del Bosque,13.44
Leche Condensada Nestlé Lata 393g,S/ 6.20,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,393.0,g,Leche Condensada Nestlé Lata,6.2
Yogurt Gloria Battimix Vainilla 146g,S/ 2.99,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,146.0,g,Yogurt Gloria Battimix Vainilla,2.99
Café Instantáneo Altomayo Gourmet 150g,S/ 27.50,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,150.0,g,Café Instantáneo Altomayo Gourmet,27.5
Café Instantáneo Nescafé Fina Selección 200g,S/ 30.50,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,200.0,g,Café Instantáneo Nescafé Fina Selección,30.5
Yogurt Gloria Griego Sabor Frutos Rojos 800g,S/ 6.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,800.0,g,Yogurt Gloria Griego Sabor Frutos Rojos,6.9
Café Molido Cafetal Selecto 454g,S/ 20.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,454.0,g,Café Molido Cafetal Selecto,20.9
Café Instantáneo Kirma Clásico 190g,S/ 22.90,metro,YOGUR DE LECHE ENTERA,2024-12-04 21:19:21.675902,190.0,g,Café Instantáneo Kirma Clásico,22.9
