description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Pan Árabe Integral 5un,,5.0,un,2.5,wong,2024-12-06 12:59:51.916995,PAN INTEGRAL,5.0,un,2.5,PAN INTEGRAL
Pan Integral 5un,,5.0,un,2.8,wong,2024-12-06 12:59:51.916995,PAN INTEGRAL,5.0,un,2.8,PAN INTEGRAL
Pan Integral 5un,,5.0,un,3.9,metro,2024-12-06 17:36:45.427065,PAN INTEGRAL,5.0,un,3.9,PAN INTEGRAL
Pan Árabe Integral EL CEDRO con Salvado de Tri...,,5.0,un,4.0,plaza_vea,2024-12-06 13:14:25.869310,PAN INTEGRAL,5.0,un,4.0,PAN INTEGRAL
Pan Árabe Integral El Cedro 5un,,5.0,un,4.3,wong,2024-12-06 12:59:51.916995,PAN INTEGRAL,5.0,un,4.3,PAN INTEGRAL
Pan Árabe Integral LA FLORENCIA Bolsa 380g,,380.0,g,4.9,plaza_vea,2024-12-06 13:14:25.869310,PAN INTEGRAL,380.0,g,4.9,PAN INTEGRAL
Pan De La Casa Integral 350 g,TOTTUS,350.0,g,5.2,tottus,2024-12-06 12:43:08.769477,PAN INTEGRAL,350.0,g,5.2,PAN INTEGRAL
Pan Pita Integral BELL'S Bolsa 300g,,300.0,g,5.7,plaza_vea,2024-12-06 13:14:25.869310,PAN INTEGRAL,300.0,g,5.7,PAN INTEGRAL
Pan Pita Integral 10 unidades,BIMBO,10.0,un,6.0,tottus,2024-12-06 12:43:08.769477,PAN INTEGRAL,10.0,un,6.0,PAN INTEGRAL
PAN PITA INTEGRAL CERO CERO X300GR,BIMBO,300.0,g,6.8,tottus,2024-12-06 12:43:08.769477,PAN INTEGRAL,300.0,g,6.8,PAN INTEGRAL
Pan Integral 8un,,8.0,un,6.9,metro,2024-12-06 17:36:45.427065,PAN INTEGRAL,8.0,un,6.9,PAN INTEGRAL
