description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Cebada Instantánea Ecco 12g,,12.0,g,1.0,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,12.0,g,1.0,CEBADA TOSTADA SOLUBLE
Cebada Instantánea KIMBO Doypack 100g,,100.0,g,5.9,plaza_vea,2024-12-06 14:44:00.079903,CEBADA TOSTADA SOLUBLE,100.0,g,5.9,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Kimbo Doypack 100 g,,100.0,g,6.1,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,100.0,g,6.1,CEBADA TOSTADA SOLUBLE
Cebada Tostada Bolsa 150 g,,150.0,g,7.0,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,150.0,g,7.0,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Ecco 80g,,80.0,g,7.1,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,80.0,g,7.1,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Kimbo Frasco 164 g,,164.0,g,8.7,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,164.0,g,8.7,CEBADA TOSTADA SOLUBLE
Cebada Instantánea KIMBO Frasco 164g,,164.0,g,9.1,plaza_vea,2024-12-06 14:44:00.079903,CEBADA TOSTADA SOLUBLE,164.0,g,9.1,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Cuisine & Co 170g,,170.0,g,10.5,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,170.0,g,10.5,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Ecco 170g,,170.0,g,10.9,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,170.0,g,10.9,CEBADA TOSTADA SOLUBLE
Cebada Instantánea ECCO Lata 170g,,170.0,g,10.9,plaza_vea,2024-12-06 14:44:00.079903,CEBADA TOSTADA SOLUBLE,170.0,g,10.9,CEBADA TOSTADA SOLUBLE
Cebada Instantáneo ECCO Doypack 250gr,Ecco,250.0,g,13.9,vega,2024-12-06 12:42:19.959147,CEBADA TOSTADA SOLUBLE,250.0,g,13.9,CEBADA TOSTADA SOLUBLE
Cebada Instantánea Ecco 250g,,250.0,g,17.6,metro,2024-12-06 19:36:43.679226,CEBADA TOSTADA SOLUBLE,250.0,g,17.6,CEBADA TOSTADA SOLUBLE
