description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Galletas Vainilla BELL'S bañadas con Chocolate...,,6.0,un,3.9,plaza_vea,2024-12-06 13:15:32.848011,GALLETAS BAÑADAS,6.0,un,3.9,GALLETAS BAÑADAS
Galleta Bañada 192g,TOTTUS,192.0,g,4.2,tottus,2024-12-06 12:44:01.315653,GALLETAS BAÑADAS,192.0,g,4.2,GALLETAS BAÑADAS
Galletas GLACITAS Bañadas con Sabor a Toffee B...,,6.0,un,4.79,plaza_vea,2024-12-06 13:15:32.848011,GALLETAS BAÑADAS,6.0,un,4.79,GALLETAS BAÑADAS
Galletas GLACITAS Bañadas con Sabor a Fresa Bo...,,6.0,un,4.79,plaza_vea,2024-12-06 13:15:32.848011,GALLETAS BAÑADAS,6.0,un,4.79,GALLETAS BAÑADAS
Galletas GLACITAS Bañadas en Choconieve Bolsa ...,,6.0,un,4.79,plaza_vea,2024-12-06 13:15:32.848011,GALLETAS BAÑADAS,6.0,un,4.79,GALLETAS BAÑADAS
Galletas CHOCO ¡BUM! Bañadas con Sabor a Choco...,,6.0,un,4.8,plaza_vea,2024-12-06 13:15:32.848011,GALLETAS BAÑADAS,6.0,un,4.8,GALLETAS BAÑADAS
Galletas CHOCO ¡BUM! Bañadas con Sabor a Chocolate Paquete 6un,VICTORIA,6.0,un,4.8,vivanda,2024-12-06 11:16:30.379581,GALLETAS BAÑADAS,6.0,un,4.8,GALLETAS BAÑADAS
Galletas GLACITAS Bañadas con Sabor a Toffee Paquete 6un,VICTORIA GLACITAS,6.0,un,5.1,vivanda,2024-12-06 11:16:30.379581,GALLETAS BAÑADAS,6.0,un,5.1,GALLETAS BAÑADAS
Galletas GLACITAS Bañadas con Sabor a Choconieve Paquete 6un,VICTORIA GLACITAS,6.0,un,5.1,vivanda,2024-12-06 11:16:30.379581,GALLETAS BAÑADAS,6.0,un,5.1,GALLETAS BAÑADAS
Galletas PICARAS Fresa Pasión Bañadas en Chocolate Paquete 6un,PICARAS,6.0,un,6.0,vivanda,2024-12-06 11:16:30.379581,GALLETAS BAÑADAS,6.0,un,6.0,GALLETAS BAÑADAS
Fruta Deshidratada Bañada en Chocolate Piña Mondo Doypack 40 g,,40.0,g,7.5,wong,2024-12-06 13:00:00.507754,GALLETAS BAÑADAS,40.0,g,7.5,GALLETAS BAÑADAS
Galletas Rellenas Oreo Bañadas Lata 328g,,328.0,g,19.9,wong,2024-12-06 13:00:00.507754,GALLETAS BAÑADAS,328.0,g,19.9,GALLETAS BAÑADAS
Galletas Rellenas Oreo Bañadas Lata 328g,,328.0,g,19.9,metro,2024-12-06 17:38:06.538082,GALLETAS BAÑADAS,328.0,g,19.9,GALLETAS BAÑADAS
Galletas Bañadas en Chocolate Gordis 150g,,150.0,g,21.9,metro,2024-12-06 17:38:06.538082,GALLETAS BAÑADAS,150.0,g,21.9,GALLETAS BAÑADAS
