description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Salsa SIBARITA Sazonador sin picante Sobre 32....,,32.4,g,1.1,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,33.95061728395062,SAZONADORES CONCENTRADOS
Sazonador SIBARITA Amarillin Salsa de Ají Sobr...,,31.2,g,1.6,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,51.282051282051285,SAZONADORES CONCENTRADOS
Sazonador Glutamato Monosódico NAKAMITO Bolsa 100g,NAKAMITO,100.0,g,1.9,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,19.0,SAZONADORES CONCENTRADOS
Sazonador Glutamato Monosódico NAKAMITO Bolsa ...,,100.0,g,1.9,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,19.0,SAZONADORES CONCENTRADOS
Sazonador AJINOMOTO Sobre 100gr,Ajinomoto,100.0,g,2.8,vega,2024-12-06 12:33:27.796741,SAZONADORES CONCENTRADOS,1.0,kg,28.0,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,,100.0,g,2.9,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,29.0,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 100Gr,AJINOMOTO,100.0,g,3.3,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,33.0,SAZONADORES CONCENTRADOS
Sazonador Glutamato Monosódico NAKAMITO Bolsa ...,,250.0,g,4.1,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,16.4,SAZONADORES CONCENTRADOS
Sazonador AJINOMOTO Sobre 250gr,Ajinomoto,250.0,g,5.6,vega,2024-12-06 12:33:27.796741,SAZONADORES CONCENTRADOS,1.0,kg,22.4,SAZONADORES CONCENTRADOS
Salsa SIBARITA Sazonador Frasco 80g,,80.0,g,5.8,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,72.5,SAZONADORES CONCENTRADOS
Sazonador Bolsa 250 g,AJINOMOTO,250.0,g,6.1,tottus,2024-12-06 13:59:05.566293,SAZONADORES CONCENTRADOS,1.0,kg,24.4,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,,250.0,g,6.1,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,24.4,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 250Gr,AJINOMOTO,250.0,g,6.8,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,27.2,SAZONADORES CONCENTRADOS
Sazonador Frasco 100 g,AJINOMOTO,100.0,g,8.3,tottus,2024-12-06 13:59:05.566293,SAZONADORES CONCENTRADOS,1.0,kg,83.0,SAZONADORES CONCENTRADOS
Sazonador BADIA Completo Frasco 99.20Gr,,99.2,g,9.7,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,97.78225806451611,SAZONADORES CONCENTRADOS
Sazonador BADIA Completo Frasco 99.20Gr,BADIA,99.2,g,9.7,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,97.78225806451611,SAZONADORES CONCENTRADOS
Sazonador Pop Corn BELL'S Sabor a Mantequilla Frasco 80g,BELL'S,80.0,g,10.2,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,127.49999999999999,SAZONADORES CONCENTRADOS
Sazonador Pop Corn BELL'S Sabor a Mantequilla ...,,80.0,g,10.2,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,127.49999999999999,SAZONADORES CONCENTRADOS
Sazonador Pop Corn BELL'S Sabor a Caramelo Fra...,,65.0,g,10.3,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,158.46153846153845,SAZONADORES CONCENTRADOS
Sazonador Pop Corn BELL'S Sabor a Caramelo Frasco 65g,BELL'S,65.0,g,10.3,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,158.46153846153845,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio...,,500.0,g,11.1,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,22.2,SAZONADORES CONCENTRADOS
Sazonador Bolsa 500 g,AJINOMOTO,500.0,g,11.1,tottus,2024-12-06 13:59:05.566293,SAZONADORES CONCENTRADOS,1.0,kg,22.2,SAZONADORES CONCENTRADOS
Sazonador Pops COSTEÑO de Pop Corn Sabor Mantequilla Frasco 81g,COSTEÑO,81.0,g,11.2,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,138.2716049382716,SAZONADORES CONCENTRADOS
Sazonador de Pop Corn COSTEÑO Sabor a Queso Frasco 64g,COSTEÑO,64.0,g,11.2,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,175.0,SAZONADORES CONCENTRADOS
Sazonador AJI-NO-MOTO Umami Glutamato de Sodio Bolsa 500Gr,AJINOMOTO,500.0,g,11.9,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,23.8,SAZONADORES CONCENTRADOS
Sazonador AJINOMOTO Sobre 1Kg,Ajinomoto,1.0,kg,16.9,vega,2024-12-06 12:33:27.796741,SAZONADORES CONCENTRADOS,1.0,kg,16.9,SAZONADORES CONCENTRADOS
Sazonador BADIA Italiano Frasco 35.4g,BADIA,35.4,g,20.3,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,573.4463276836158,SAZONADORES CONCENTRADOS
Sazonador BADIA Italiano Frasco 35.4g,,35.4,g,20.3,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,573.4463276836158,SAZONADORES CONCENTRADOS
Sazonador BADIA Sazón Completa Frasco 340.2g,,340.2,g,26.9,plaza_vea,2024-12-06 14:34:30.100004,SAZONADORES CONCENTRADOS,1.0,kg,79.07113462669018,SAZONADORES CONCENTRADOS
Sazonador BADIA Sazón Completa Frasco 340.2g,BADIA,340.2,g,30.3,vivanda,2024-12-06 12:12:50.114187,SAZONADORES CONCENTRADOS,1.0,kg,89.0652557319224,SAZONADORES CONCENTRADOS
