description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Jamón del País Wong 150g,,150.0,g,9.5,wong,2024-12-06 13:23:59.068103,JAMÓN DEL PAÍS,1.0,kg,63.333333333333336,JAMÓN DEL PAÍS
Jamón del País Casa Europa 150g,,150.0,g,9.68,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,64.53333333333333,JAMÓN DEL PAÍS
Jamón del País La Segoviana 200g,,200.0,g,9.8,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,49.0,JAMÓN DEL PAÍS
Jamón del País BELL'S Paquete 200g,,200.0,g,10.89,plaza_vea,2024-12-06 13:33:09.244409,JAMÓN DEL PAÍS,1.0,kg,54.45,JAMÓN DEL PAÍS
Jamon Del Pais Gourmet 150gr,SALCHICHERIA ALEMANA,150.0,g,10.9,tottus,2024-12-06 13:00:13.892287,JAMÓN DEL PAÍS,1.0,kg,72.66666666666667,JAMÓN DEL PAÍS
Jamón del País OREGON FOOD'S Paquete 150g,,150.0,g,10.9,plaza_vea,2024-12-06 13:33:09.244409,JAMÓN DEL PAÍS,1.0,kg,72.66666666666667,JAMÓN DEL PAÍS
Jamón del País Oregon Foods 150g,,150.0,g,11.5,wong,2024-12-06 13:23:59.068103,JAMÓN DEL PAÍS,1.0,kg,76.66666666666667,JAMÓN DEL PAÍS
Jamón del País Oregon Foods 150g,,150.0,g,11.5,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,76.66666666666667,JAMÓN DEL PAÍS
Jamón del País OTTO KUNZ Paquete 150g,OTTO KUNZ,150.0,g,11.5,vivanda,2024-12-06 11:27:49.208340,JAMÓN DEL PAÍS,1.0,kg,76.66666666666667,JAMÓN DEL PAÍS
Jamón del País Casa Europa 150g,,150.0,g,12.5,wong,2024-12-06 13:23:59.068103,JAMÓN DEL PAÍS,1.0,kg,83.33333333333334,JAMÓN DEL PAÍS
Jamón del País SALCHICHERÍA SUIZA Paquete 180g,,180.0,g,12.9,plaza_vea,2024-12-06 13:33:09.244409,JAMÓN DEL PAÍS,1.0,kg,71.66666666666667,JAMÓN DEL PAÍS
Jamón del País Milano Paquete 300 g,,300.0,g,13.1,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,43.666666666666664,JAMÓN DEL PAÍS
Jamón del País Otto Kunz 150g,,150.0,g,14.4,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,96.0,JAMÓN DEL PAÍS
Jamón del País BRAEDT Paquete 200g,,200.0,g,14.5,plaza_vea,2024-12-06 13:33:09.244409,JAMÓN DEL PAÍS,1.0,kg,72.5,JAMÓN DEL PAÍS
Jamón del País Otto Kunz 150g,,150.0,g,14.6,wong,2024-12-06 13:23:59.068103,JAMÓN DEL PAÍS,1.0,kg,97.33333333333333,JAMÓN DEL PAÍS
Jamón del País Suiza 180g,,180.0,g,15.8,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,87.77777777777779,JAMÓN DEL PAÍS
Jamón del País BRAEDT Paquete 200g,BRAEDT,200.0,g,17.9,vivanda,2024-12-06 11:27:49.208340,JAMÓN DEL PAÍS,1.0,kg,89.5,JAMÓN DEL PAÍS
Jamón del País Braedt 200g,,200.0,g,18.5,metro,2024-12-06 18:03:25.002686,JAMÓN DEL PAÍS,1.0,kg,92.5,JAMÓN DEL PAÍS
Jamón del País Braedt 200g,,200.0,g,18.5,wong,2024-12-06 13:23:59.068103,JAMÓN DEL PAÍS,1.0,kg,92.5,JAMÓN DEL PAÍS
