description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Camote Amarillo Especial Metro x kg,,1.0,kg,2.79,metro,2024-12-06 18:58:29.908501,CAMOTE AMARILLO,1,kg,2.79,CAMOTE AMARILLO
Camote Amarillo x kg,,1.0,kg,2.79,wong,2024-12-06 14:25:03.001139,CAMOTE AMARILLO,1,kg,2.79,CAMOTE AMARILLO
Camote Amarillo Procesado,,1.0,kg,2.79,plaza_vea,2024-12-06 14:20:31.393351,CAMOTE AMARILLO,1,kg,2.79,CAMOTE AMARILLO
Camote Amarillo x kg,,1.0,kg,2.99,metro,2024-12-06 18:58:29.908501,CAMOTE AMARILLO,1,kg,2.99,CAMOTE AMARILLO
Camote Amarillo Procesado Meza x kg,,1.0,kg,3.19,wong,2024-12-06 14:25:03.001139,CAMOTE AMARILLO,1,kg,3.19,CAMOTE AMARILLO
Camote Amarillo Procesado Wong x kg,,1.0,kg,3.19,wong,2024-12-06 14:25:03.001139,CAMOTE AMARILLO,1,kg,3.19,CAMOTE AMARILLO
Camote Amarillo x kg,VIVANDA,1.0,kg,3.99,vivanda,2024-12-06 12:01:52.668446,CAMOTE AMARILLO,1,kg,3.99,CAMOTE AMARILLO
Camote Amarillo Agro Selecto 1Kg,,1.0,kg,4.75,wong,2024-12-06 14:25:03.001139,CAMOTE AMARILLO,1,kg,4.75,CAMOTE AMARILLO
Camote Amarillo Agro Selecto 1Kg,,1.0,kg,4.75,metro,2024-12-06 18:58:29.908501,CAMOTE AMARILLO,1,kg,4.75,CAMOTE AMARILLO
Camote Amarillo Procesado Agro Selecto 2Kg,,2.0,kg,10.0,metro,2024-12-06 18:58:29.908501,CAMOTE AMARILLO,1,kg,5.0,CAMOTE AMARILLO
