description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Porciones de Perico Seafrost 500g,,500.0,g,12.5,metro,2024-12-06 18:08:36.097667,PERICO,500.0,g,12.5,PERICO
Porciones de Perico Pescanova 300g,,300.0,g,13.5,metro,2024-12-06 18:08:36.097667,PERICO,300.0,g,13.5,PERICO
Perico en Porciones PESCANOVA Congelado Bolsa ...,,300.0,g,14.9,plaza_vea,2024-12-06 13:38:44.005140,PERICO,300.0,g,14.9,PERICO
Perico en Porciones PESCANOVA Congelado Bolsa 300g,PESCANOVA,300.0,g,15.3,vivanda,2024-12-06 11:31:54.010648,PERICO,300.0,g,15.3,PERICO
Porciones de Perico Empanizado SEAFROST Caja 5...,,500.0,g,18.9,plaza_vea,2024-12-06 13:38:44.005140,PERICO,500.0,g,18.9,PERICO
Porciones de Perico Empanizado SEAFROST Caja 500g,SEAFROST,500.0,g,21.9,vivanda,2024-12-06 11:31:54.010648,PERICO,500.0,g,21.9,PERICO
Porciones de Perico Empanizado Seafrost 500g,,500.0,g,22.5,metro,2024-12-06 18:08:36.097667,PERICO,500.0,g,22.5,PERICO
Porciones de Perico Congelado Cuisine & Co 500g,,500.0,g,37.5,metro,2024-12-06 18:08:36.097667,PERICO,500.0,g,37.5,PERICO
Porciones de Perico A-1 Bolsa 500g,A1,500.0,g,40.3,vivanda,2024-12-06 11:31:54.010648,PERICO,500.0,g,40.3,PERICO
Filete de Perico Fresco x kg,,1.0,kg,50.9,metro,2024-12-06 18:08:36.097667,PERICO,1.0,kg,50.9,PERICO
