description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Mango Haden,,0.4,kg,2.8,plaza_vea,2024-12-06 14:02:20.329125,MANGO,0.4,kg,2.8,MANGO
Mango Edward,,0.6,kg,2.9,plaza_vea,2024-12-06 14:02:20.329125,MANGO,0.6,kg,2.9,MANGO
Mango Kent Wong x kg,,1.0,kg,4.49,wong,2024-12-06 14:02:42.500188,MANGO,1.0,kg,4.49,MANGO
Mango Kafro x kg,,1.0,kg,7.43,wong,2024-12-06 14:02:42.500188,MANGO,1.0,kg,7.43,MANGO
Mango en Trozos Congelado FEST Paquete 500g,,500.0,g,8.7,plaza_vea,2024-12-06 14:02:20.329125,MANGO,500.0,g,8.7,MANGO
Mango en Trozos Congelado FEST Paquete 500g,FEST,500.0,g,8.7,vivanda,2024-12-06 11:49:01.276663,MANGO,500.0,g,8.7,MANGO
Mango Picado SOLEI Bandeja 300g,SOLEI,300.0,g,9.9,vivanda,2024-12-06 11:49:01.276663,MANGO,300.0,g,9.9,MANGO
Mango en Trozos SOLEI Caja 300g,,300.0,g,9.9,plaza_vea,2024-12-06 14:02:20.329125,MANGO,300.0,g,9.9,MANGO
Mango en Trozos Congelado Fest 500g,,500.0,g,10.99,metro,2024-12-06 18:38:16.431320,MANGO,500.0,g,10.99,MANGO
Mango Congelado En Trozos Del Ande Bolsa 1 Kg,,1.0,kg,17.99,metro,2024-12-06 18:38:16.431320,MANGO,1.0,kg,17.99,MANGO
Mango Deshidratado Sufrut 200g,,200.0,g,28.0,metro,2024-12-06 18:38:16.431320,MANGO,200.0,g,28.0,MANGO
