description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado,CLASIFICACION
Galletas Saladas FIELD Cream Cracker Paquete 7...,,5.0,g,1.4,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,5.0,g,1.4,GALLETAS SALADAS
Galletas Saladas RITZ Mini Original Bolsa 50g,,50.0,g,1.5,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,50.0,g,1.5,GALLETAS SALADAS
Galletas Saladas RITZ sabor Original Paquete 5...,,52.5,g,1.5,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,52.5,g,1.5,GALLETAS SALADAS
Galletas Saladas Ritz Mini 50g,,50.0,g,1.5,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,50.0,g,1.5,GALLETAS SALADAS
Galletas Saladas Ritz Original 52.5g,,52.5,g,1.9,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,52.5,g,1.9,GALLETAS SALADAS
Galletas Saladas Ritz Original 52.5g,,52.5,g,1.9,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,52.5,g,1.9,GALLETAS SALADAS
Galletas Saladas Ritz 70g,,70.0,g,2.0,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,70.0,g,2.0,GALLETAS SALADAS
Galletas Saladas Ritz 70g,,70.0,g,2.0,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,70.0,g,2.0,GALLETAS SALADAS
Pack x6 Galletas Saladas Horneadas Cuisine & Co Gustits 21g,,6.0,g,2.9,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,6.0,g,2.9,GALLETAS SALADAS
Pack x6 Galletas Saladas Horneadas Cuisine & Co Gustits 21g,,6.0,g,2.9,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,6.0,g,2.9,GALLETAS SALADAS
Galletas Saladas FIELD Soda Paquete 6un,,6.0,un,3.5,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,6.0,un,3.5,GALLETAS SALADAS
Sixpack Galletas Saladas Ritz Sabor Original 22.4g,,22.4,g,3.8,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,22.4,g,3.8,GALLETAS SALADAS
Galletas Saladas Jamón Ahumado Crackelet Costa Bolsa 150 gr,,150.0,g,3.9,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,150.0,g,3.9,GALLETAS SALADAS
Sixpack Galletas Saladas Ritz Original 20g,,20.0,g,4.0,metro,2024-12-06 17:41:23.020948,GALLETAS SALADAS,20.0,g,4.0,GALLETAS SALADAS
Galletas Saladas RITZ Bolsa 20g Paquete 6un,NABISCO RITZ,20.0,g,4.0,vivanda,2024-12-06 11:17:41.578647,GALLETAS SALADAS,20.0,g,4.0,GALLETAS SALADAS
Galletas Saladas CLUB SOCIAL sabor Original Pa...,,144.0,g,4.5,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,144.0,g,4.5,GALLETAS SALADAS
Galletas Saladas CLUB SOCIAL Integrales Paquet...,,144.0,g,4.5,plaza_vea,2024-12-06 13:17:19.699198,GALLETAS SALADAS,144.0,g,4.5,GALLETAS SALADAS
Sixpack Galletas Saladas Club Social Integral 24g,,24.0,g,4.6,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,24.0,g,4.6,GALLETAS SALADAS
Sixpack Galletas Saladas Club Social Original 24g,,24.0,g,4.6,wong,2024-12-06 13:03:43.170439,GALLETAS SALADAS,24.0,g,4.6,GALLETAS SALADAS
