brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
TOTTUS,ENROLLADO DE CERDO CON JAMON Y QUESO X1KG,S/ 27.68,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.0,kg,ENROLLADO DE CERDO CON JAMON Y QUESO X,27.68
TOTTUS,ENROLLADO DE CERDO CON TOCINO Y GUINDONES X1KG,S/ 27.68,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.0,kg,ENROLLADO DE CERDO CON TOCINO Y GUINDONES X,27.68
TOTTUS,Enrollado de Pollo con Frutas Secas 1 kg,S/ 26.18,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.0,kg,Enrollado de Pollo con Frutas Secas,26.18
REDONDOS,CHICHARRON DE CERDO DUROC 300G,S/ 17.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,300.0,g,CHICHARRON DE CERDO DUROC,17.9
REDONDOS,Enrollado de Cerdo con Frutas 1.3 kg,S/ 39.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.3,kg,Enrollado de Cerdo con Frutas,39.9
,Enrollado Delizia de Cerdo San Fernando 1.3 kg,S/ 49.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.3,kg,Enrollado Delizia de Cerdo San Fernando,49.9
REDONDOS,Hamburguesa Cerdo Duroc 360 g,S/ 8.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,360.0,g,Hamburguesa Cerdo Duroc,8.9
REDONDOS,Milanesa de Cerdo Duroc 580 g,S/ 21.50,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,580.0,g,Milanesa de Cerdo Duroc,21.5
TOTTUS,CHICHARRON DE CERDO X 150GR,S/ 11.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,150.0,g,CHICHARRON DE CERDO X R,11.9
TOTTUS,LOMO SERRANO LONCHEADO 50 GR,S/ 8.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,50.0,g,LOMO SERRANO LONCHEADO R,8.9
TOTTUS,EMPANADITAS DE LOMO SALTADO X 15 UNID.,S/ 19.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,15.0,un,EMPANADITAS DE LOMO SALTADO X .,19.9
REAL,Lomo de Atún en Aceite de Oliva 80g,S/ 14.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,80.0,g,Lomo de Atún en Aceite de Oliva,14.9
ESPANA E HIJOS,Lomo Embuchado España e Hijos 100g,S/ 11.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,100.0,g,Lomo Embuchado España e Hijos,11.9
,LOMO DE BELLOTA IBERICO MONTESANO X KG,S/ 229.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.0,kg,LOMO DE BELLOTA IBERICO MONTESANO,229.9
CASA EUROPA,Prosciutto de Lomo 100 g,S/ 17.40,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,100.0,g,Prosciutto de Lomo,17.4
CAMPOMAR,Lomo De Atún En Aceite Vegetal x 150 g,S/ 5.80,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,150.0,g,Lomo De Atún En Aceite Vegetal x,5.8
OTTO KUNZ,LOMO AHUMADO X KG,S/ 72.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,1.0,kg,LOMO AHUMADO,72.9
PIKI,ADEREZO PARA CERDO 350 GRS.,S/ 10,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,350.0,g,ADEREZO PARA CERDO RS.,10.0
CAMPOMAR,Lomo De Atún En Agua Y Sal x 150 g,S/ 6.30,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,150.0,g,Lomo De Atún En Agua Y Sal x,6.3
RAMBALA,TREATS OREJAS DE CERDO X 2UN,S/ 12,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,2.0,un,TREATS OREJAS DE CERDO X,12.0
RAMBALA,TREATS OREJAS DE CERDO X 4UN,S/ 20.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,4.0,un,TREATS OREJAS DE CERDO X,20.9
CASA EUROPA,Paté de Cerdo Finas Hierbas 150 g,S/ 8.90,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,150.0,g,Paté de Cerdo Finas Hierbas,8.9
TESORO DEL CAMPO,Papa Seca 500 g,S/ 7.30,tottus,LOMO DE CERDO,2024-12-05 11:25:15.149518,500.0,g,Papa Seca,7.3
