brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
NATURA,- Desodorante en crema Invisible Sin perfume x 2und,S/ 42,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,2.0,un,- Desodorante en crema Invisible Sin perfume x d,42.0
BESTWHIP,SIFÓN BEST WHIP DE ALUMINIO PARA CREMA BATIDA CAP 1LT CHANTILLY,S/ 279,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,1.0,l,SIFÓN BEST WHIP DE ALUMINIO PARA CREMA BATIDA CAP T CHANTILLY,279.0
HUDSON,VINCHAS PARA BEBES PACK X 5 UN - HELADOS,S/ 69,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,5.0,un,VINCHAS PARA BEBES PACK X  - HELADOS,69.0
JUST HOME COLLECTION,Toalla de Baño de Algodón 650gr 75x145cm Crema,S/ 73.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,650.0,g,Toalla de Baño de Algodón r 75x145cm Crema,73.9
ELIZABETH ARDEN,5th Avenue Set EDP125ml+Loción100ml+Crema,S/ 189,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,125.0,ml,5th Avenue Set EDP+Loción+Crema,189.0
CASA BONITA,Toalla de Baño de Algodón 400gr 75x135cm Crema,S/ 39.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,400.0,g,Toalla de Baño de Algodón r 75x135cm Crema,39.9
GENERICO,MASCARILLA KN95 FISH CREMA x 20 Unidades,S/ 29,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,20.0,un,MASCARILLA KN95 FISH CREMA x ades,29.0
3BSI,CREMA DESENGRASANTE PARA MANOS GALÓN 1 LTS,S/ 36.20,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,1.0,l,CREMA DESENGRASANTE PARA MANOS GALÓN TS,36.2
GENERICO,MASCARILLA KN95 FISH BEIGE CREMA x 20 Unidades,S/ 28,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,20.0,un,MASCARILLA KN95 FISH BEIGE CREMA x ades,28.0
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,50.0,g,Protector Solar SPF50 Sakura + Crema Hidratante,44.9
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,50.0,g,Protector Solar SPF50 Sakura + Crema Hidratante,44.9
GENERICO,Protector Solar SPF50 Sakura + Crema Hidratante 50g,S/ 44.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,50.0,g,Protector Solar SPF50 Sakura + Crema Hidratante,44.9
UNIQUE,- Bio Milk Crema Hidratante para Cuerpo Mora Arándanos 750ml,S/ 38.50,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,750.0,ml,- Bio Milk Crema Hidratante para Cuerpo Mora Arándanos,38.5
GENERICO,Cartulina hilo texturado crema - pack 50 - 220 gr,S/ 45,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,220.0,g,Cartulina hilo texturado crema - pack 50 - r,45.0
AVON,- Crema Facial Aclaradora Día 3 en 1 400g,S/ 35.90,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,400.0,g,- Crema Facial Aclaradora Día 3 en 1,35.9
UNIQUE,- BODYSPA Uña de gato Crema Hidratante Para Cuerpo 400ml x 2und,S/ 78,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,400.0,ml,- BODYSPA Uña de gato Crema Hidratante Para Cuerpo  x d,78.0
3BSI,CREMA DESENGRASANTE PARA MANOS 1 LTS X 12 UND,S/ 364.99,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,1.0,l,CREMA DESENGRASANTE PARA MANOS TS X D,364.99
SOL DE JANEIRO,Crema Corporal Bom Día Bright de - 240ml,S/ 362,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,240.0,ml,Crema Corporal Bom Día Bright de -,362.0
NATURA,HOT SALE - Desodorante En Crema Leche de Algodón 80g,S/ 42,tottus,HELADO DE CREMA PERSONAL,2024-12-05 12:31:00.193883,80.0,g,HOT SALE - Desodorante En Crema Leche de Algodón,42.0
