unit,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Presentación 1 kg aprox.,Mandarina Malvacea,S/ 5.70 x kg,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,1.0,kg,Mandarina Malvacea,5.7
Bolsa 258g,Galletas SAYON Margarita Bolsa 43g,S/ 4.40 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,258.0,g,Galletas SAYON Margarita Bolsa,4.4
Barra 200g,Margarina SELLO DE ORO Barra 200g,S/ 4.30 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,200.0,g,Margarina SELLO DE ORO Barra,4.3
Pote 300g,Margarina MANTY Clásica Pote 300g,S/ 5.50 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,300.0,g,Margarina MANTY Clásica Pote,5.5
Pack 500g,Ensalada Jardinera BELL'S Bolsa 500g,S/ 5.50 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,500.0,g,Ensalada Jardinera BELL'S Bolsa,5.5
Barra 90g,Margarina SELLO DE ORO Barra 90g,S/ 2.90 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,90.0,g,Margarina SELLO DE ORO Barra,2.9
Pote 490g,Margarina BELL'S Pote 490g,S/ 7.50 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,490.0,g,Margarina BELL'S Pote,7.5
Pack 330g,Jabón Palmolive Mandarina y Romero Pack 3x 110...,S/ 9.90 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,330.0,g,Jabón Palmolive Mandarina y Romero Pack 3x 110,9.9
Pote 400g,Margarina SELLO DE ORO 0% Grasas Trans Pote 40...,S/ 8.40 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,400.0,g,Margarina SELLO DE ORO 0% Grasas Trans Pote 40,8.4
Pote 450g,Margarina Light DORINA Pote 450g,S/ 11.50 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,450.0,g,Margarina Light DORINA Pote,11.5
Pote 450g,Margarina Clásica DORINA Pote 450g,S/ 11.50 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,450.0,g,Margarina Clásica DORINA Pote,11.5
Bolsa 235g,Tornillo Especial MOLITALIA Pasta para Ensalad...,S/ 3.10 un,plaza_vea,MARGARINA ENVASADA,2024-12-04 13:45:34.813066,235.0,g,Tornillo Especial MOLITALIA Pasta para Ensalad,3.1
