brand,description,price,website,search_term,scrape_timestamp
TOTTUS,Pan Ciabatta Precocido Congelado 6 Unidades,S/ 4.50,tottus,PAN CIABATTA,2024-12-07 12:48:12.801328
DON MAMINO,Pan Ciabatta Precocido 250 g,S/ 4.50,tottus,PAN CIABATTA,2024-12-07 12:48:12.801328
TOTTUS,Mini Ciabatta 600 g,S/ 7.90,tottus,PAN CIABATTA,2024-12-07 12:48:12.801328
