brand,description,price,website,search_term,scrape_timestamp
TERRA,Juguete de Construcción Granero de Madera para Animales,S/ 550,tottus,YUCA,2024-12-07 13:54:18.161478
STEP 2,Set de basket grande,S/ 399,tottus,YUCA,2024-12-07 13:54:18.161478
FISHER PRICE,Dj Bouncy Salta y Aprende,S/ 379.90,tottus,YUCA,2024-12-07 13:54:18.161478
SCOOL,Set Maleta 3d Mediana Ranger Pocoyo M,S/ 279.90,tottus,YUCA,2024-12-07 13:54:18.161478
BESTWAY,Primera Piscina Y Arenero 213 X 12,S/ 239.90,tottus,YUCA,2024-12-07 13:54:18.161478
OUR GENERATION,Muñeca Lisa,S/ 219,tottus,YUCA,2024-12-07 13:54:18.161478
COLLECTA,Set de Animales de la Granja 8 piezas,S/ 210,tottus,YUCA,2024-12-07 13:54:18.161478
MATCHBOX,Basics Playset Grande de Acción,S/ 209.90,tottus,YUCA,2024-12-07 13:54:18.161478
STAR WARS,Baby Grogu Vinil,S/ 195.90,tottus,YUCA,2024-12-07 13:54:18.161478
COLLECTA,Dinosaurio Tiranosaurio Rex Deluxe,S/ 185,tottus,YUCA,2024-12-07 13:54:18.161478
COLLECTA,Dinosaurio Estegosaurio Deluxe,S/ 185,tottus,YUCA,2024-12-07 13:54:18.161478
RAVENSBURGER,Rompecabezas 3000 Pz El Bombardeo,S/ 169,tottus,YUCA,2024-12-07 13:54:18.161478
NINTENDO,Mario and Friends 2.5 Fig 5 Pack Exclusive,S/ 159,tottus,YUCA,2024-12-07 13:54:18.161478
MEGA BLOKS,Nave Espacial Comando Estelar,S/ 119.90,tottus,YUCA,2024-12-07 13:54:18.161478
POKEMON,Multipack X3 Figuras Scorb Rab Cin,S/ 111.90,tottus,YUCA,2024-12-07 13:54:18.161478
DISNEY PIXAR,Figura de Acción Básica de 12,S/ 109.90,tottus,YUCA,2024-12-07 13:54:18.161478
GENERICO,Cooler de ps4 ventidor para ps4,S/ 109,tottus,YUCA,2024-12-07 13:54:18.161478
HOT WHEELS,Autitos Básicos Pack 10,S/ 99.90,tottus,YUCA,2024-12-07 13:54:18.161478
KAYSER,Bata Niño Algodón,S/ 89.90,tottus,YUCA,2024-12-07 13:54:18.161478
360,Inline Skate Set Niña S,S/ 79.90,tottus,YUCA,2024-12-07 13:54:18.161478
360,Inline Skate Set Niña M,S/ 79.90,tottus,YUCA,2024-12-07 13:54:18.161478
LUDIVERSO,Juego C.T.M. Contra Todo Mundo,S/ 79.90,tottus,YUCA,2024-12-07 13:54:18.161478
SCOOL,Mochila Mediana 3d Ranger Jurassic Kids,S/ 77.90,tottus,YUCA,2024-12-07 13:54:18.161478
GENERICO,Lapiz Relleno De Barba Y Cejas Profesional Resistente Al Agua,S/ 75,tottus,YUCA,2024-12-07 13:54:18.161478
SHEN HUA,Mini Mesa de Herramientas 46 Pzas,S/ 69.90,tottus,YUCA,2024-12-07 13:54:18.161478
360,Patines en Línea Niño L,S/ 59.90,tottus,YUCA,2024-12-07 13:54:18.161478
MELISSA & DOUG,Rompecabezas en Caja 4 en 1 Vehiculos,S/ 59,tottus,YUCA,2024-12-07 13:54:18.161478
SCOOL,Cartuchera Doble Cierre 3d Satin Magic Paw Patrol H,S/ 52.90,tottus,YUCA,2024-12-07 13:54:18.161478
BESTWAY,Flotador Inflable Flamingo,S/ 51.90,tottus,YUCA,2024-12-07 13:54:18.161478
FISHER PRICE,Little People Figura de Acción Celebra Conmigo,S/ 49.90,tottus,YUCA,2024-12-07 13:54:18.161478
GENERICO,Máquina de Smoothie,S/ 49.90,tottus,YUCA,2024-12-07 13:54:18.161478
SCOOL,Lonchera Vertical Kombat Sonic,S/ 46.90,tottus,YUCA,2024-12-07 13:54:18.161478
BESTWAY,Sillón Inflable Animales Acogedores,S/ 41.90,tottus,YUCA,2024-12-07 13:54:18.161478
360,Scooter Classic Color Azul,S/ 39.90,tottus,YUCA,2024-12-07 13:54:18.161478
BESTWAY,Cambiador de Pañales Inflable,S/ 39.90,tottus,YUCA,2024-12-07 13:54:18.161478
,Rompecabezas Los 3 Chanchitos 100 Pzs,S/ 39.90,tottus,YUCA,2024-12-07 13:54:18.161478
HOM PUZZLE,Rompecabezas 1000 Pzas Ludwig Van Caathoven,S/ 36,tottus,YUCA,2024-12-07 13:54:18.161478
HOM PUZZLE,Rompecabezas 1000 Pzas Ko Phi Phi Tailandia,S/ 36,tottus,YUCA,2024-12-07 13:54:18.161478
BESTWAY,Piscina 3 Anillos 70 cm x H24 cm,S/ 32.90,tottus,YUCA,2024-12-07 13:54:18.161478
CRAYOLA,Pizarra Tiza Plumón de Viaje Plegable,S/ 29.90,tottus,YUCA,2024-12-07 13:54:18.161478
KAYSER,Sosten Niña Algodón,S/ 29.90,tottus,YUCA,2024-12-07 13:54:18.161478
SHEN HUA,Dino Tyrannosaurus,S/ 29.90,tottus,YUCA,2024-12-07 13:54:18.161478
GENERICO,Zapamedias antideslizantes para bebe,S/ 29.90,tottus,YUCA,2024-12-07 13:54:18.161478
GENERICO,Zapamedias antideslizantes para bebe,S/ 29.90,tottus,YUCA,2024-12-07 13:54:18.161478
REDWOOD,Jumper Denim Niña,S/ 24.90,tottus,YUCA,2024-12-07 13:54:18.161478
SQUISHMALLOWS,Peluche Llavero Hello Kitty Asst 8 cm,S/ 24.90,tottus,YUCA,2024-12-07 13:54:18.161478
KIDS N PLAY,Muñeca Fashion Sirena,S/ 21.90,tottus,YUCA,2024-12-07 13:54:18.161478
BARBIE,Muñeca Cutie Reveal,S/ 19.90,tottus,YUCA,2024-12-07 13:54:18.161478
BARBIE,Muñeca Fashionista Sorpresa,S/ 19.90,tottus,YUCA,2024-12-07 13:54:18.161478
TEAMSTERZ,Auto Que Cambia de Color,S/ 17.90,tottus,YUCA,2024-12-07 13:54:18.161478
REDWOOD,Polo Rib Vuelos Niña,S/ 14.90,tottus,YUCA,2024-12-07 13:54:18.161478
REDWOOD,Polo Tecnica 3D Dinosaurio Niño,S/ 14.90,tottus,YUCA,2024-12-07 13:54:18.161478
