brand,description,price,website,search_term,scrape_timestamp
,Vinagre de Manzana Pack 2 Unidades,S/ 24.10,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
FRUGOS DEL VALLE,Bebida Sabor Manzana 1.5 Lt Caja,S/ 5.50,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Vinagre de Manzana 500 mL,S/ 8.30,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
GLADE,Ambientador Automático En Aerosol Aparato Manzana Y Canela 175 g,S/ 56.20,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
FRUGOS DEL VALLE,Sixpack Bebida Frugos Manzana 235 Ml Caja,S/ 8.20,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
GLADE,Repuesto Ambientador Automático Manzana y Canela,S/ 39.70,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Vinagre de Manzana 1 Lt,S/ 14.80,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
SAN LUIS,BEBIDA C GAS MANZANA 625MLX6UND,S/ 11,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Ambientador Automático Manzana Canela,S/ 15.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
GLADE,Ambientador Aerosol Manzana Canela 400 mL,S/ 10.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
MABE,Lavadora Automática 10 kg LMAP1010WBBB0,S/ 749,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
,Vinagre de Manzana 500 mL,S/ 11.10,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
DYFFERENT,Granola Manzana Canela 250 g,S/ 18.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Ambientador en Gel Manzana Canela,S/ 7.50,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
SONAX,SILICONA BRILLANTE MANZANA 400ML,S/ 29.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
RUSS KAYA,Vodka de Manzana Verde de 750 mL,S/ 21.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Absorbente de Humedad para Colgar Manzana Canela,S/ 31.50,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOP GAN,PROTECTOR TOMA CORRIENTE X 12UN,S/ 4.90,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
TOTTUS,Compota de Manzana frasco de 113 g,S/ 2.50,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
KELLOGGS,Müsli Manzana 275 g,S/ 23.80,tottus,MANZANA CORRIENTE,2024-12-07 13:27:50.763231
