unit,description,price,website,search_term,scrape_timestamp
Lata 170g,Cebada Instantánea ECCO Lata 170g,S/ 10.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 200un,Servilletas BOREAL Cortadas Paquete 200un,S/ 2.20 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Doypack 200g,Mostaza LIBBY'S Doypack 200g,S/ 5.30 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Doypack 454g,Café Tostado y Molido CAFETAL Selecto Bolsa 4...,S/ 24 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 2un,Bebida de Almendra LAIVE Vio Caja 946ml Paquet...,S/ 18.50 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Caja 946ml,Bebida de Almendra NATURE'S HEART Sin Azúcar C...,S/ 10.50 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 6un,Bebida de Almendra NATURE'S HEART sin Azúcar 9...,S/ 47.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Doypack 400g,Mostaza ALACENA Doypack 400g,S/ 8.60 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Doypack 250g,Bebida Instantánea de Cebada ECCO Doypack 250g,S/ 16.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Bolsa 900g,Café Tostado y Molido CAFETAL Selecto Bolsa 90...,S/ 42.79 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Bolsa 800ml,Bebida de Leche Chocolatada LA PREFERIDA Bolsa...,S/ 2.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 10un,Tostadas BIMBO Clásicas Paquete 10un,S/ 6 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Bolsa 450g,Café Tostado Molido ALTOMAYO Clásico Bolsa 450...,S/ 23.50 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 6un,Bebida Rehidratante SPORADE Sabores Surtidos B...,S/ 9.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Bolsa 36un,Mini Tostadas Clásicas LA FLORENCIA Bolsa 36un,S/ 7.50 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 10un,Tostadas BIMBO Integrales Paquete 10un,S/ 5.80 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 6un,Bebida FRUGOS DEL VALLE Manzana Caja 235ml Six...,S/ 7.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 6un,Bebida Rehidratante GATORADE Tropical Fruit Bo...,S/ 10.90 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Paquete 10un,Tostadas Integrales UNIÓN Paquete 10un,S/ 7.49 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
Bolsa 450g,Café Tostado Molido ALTOMAYO Gourmet Bolsa 450...,S/ 33.80 un,plaza_vea,CEBADA TOSTADA SOLUBLE,2024-12-05 16:03:17.056628
