description,price,website,search_term,scrape_timestamp
Pollo Fresco con Menudencia San Fernando x Kg,S/ 8.70 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Pollo con Menudencia Redondos x kg,S/ 10.25 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Pollo Entero en Trozos con Menudencia Redondos kg,S/ 11.50 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Pollo Entero Sin Menudencia Redondos x kg,S/ 11.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Pollo Fresco Sin Menudencia Artisan Libre de Antibióticos x kg,S/ 19.49 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Hígado de Pollo Redondos x kg,S/ 8.10 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Molleja de Pollo Redondos x kg,S/ 13.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Corazón de Pollo Redondos x kg,S/ 12.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Hígado de Pollo x kg,S/ 8.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Molleja de Pollo x kg,S/ 13.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
Corazón de Pollo x kg,S/ 12.90 x kg,metro,MENUDENCIA DE POLLO,2024-12-07 19:54:47.717342
