description,brand,price,website,search_term,scrape_timestamp
Maíz Pop Corn PLANET POP Mantequilla Paquete 3un,PLANET POP,S/ 10.50,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Pop Corn BELL'S Bolsa 500g,BELL'S,S/ 4.30,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Morado Deshidratado GUVA Bolsa 1kg,GUVA,S/ 15.99,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Morado,VIVANDA,S/ 7.99,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Pop Corn COSTEÑO Bolsa 500g,COSTENO,S/ 4.60,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Pop Corn BELL'S Dulce Bolsa 70g,BELL'S,S/ 2.10,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Pop Corn TESORO VERDE Bolsa 500g,TESORO VERDE,S/ 4.20,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Dulce FRUTO DE ORO Lata 184g,FRUTO DE ORO,S/ 4.90,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Chullpi BELL'S Bolsa 400g,BELL'S,S/ 6.20,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Cancha Cusco BELL'S Bolsa 400g,BELL'S,S/ 6.40,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Pop Corn VALLENORTE Bolsa 500g,VALLENORTE,S/ 6.40,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Tostado BELL'S Táper 150g,BELL'S,S/ 5.50,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Dulce FRUTO DE ORO Lata 425g,FRUTO DE ORO,S/ 6.90,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
Maíz Mote Precocido GUVA Bolsa 500g,GUVA,S/ 8.99,vivanda,MAÍZ REVENTÓN (POP CORN),2024-12-05 21:27:37.900915
