description,brand,price,website,search_term,scrape_timestamp
Margarina Light DORINA Pote 450g,DORINA,S/ 11.50,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina Clásica DORINA Pote 220g,DORINA,S/ 8.10,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina Clásica DORINA Pote 450g,DORINA,S/ 11.50,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina Light DORINA Pote 220g,DORINA,S/ 6.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina LAIVE Swis Barra 200g,LAIVE,S/ 4.80,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina BELL'S Pote 240g,BELL'S,S/ 3.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina LAIVE Swis Barra 90g,LAIVE,S/ 3.80,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Margarina MANTY Pote 90g,MANTY,S/ 2.80,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Mandarina Malvacea,VIVANDA,S/ 5.70,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Mixta BELL'S FRESCOS Bolsa 500g,BELL'S FRESCOS,S/ 10.99,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Rusa BELL'S Bolsa 500g,BELL'S,S/ 6.49,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Col Zanahoria BELL'S FRESCOS Bolsa 250g,BELL'S FRESCOS,S/ 4.69,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Mix Primavera BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 7.49,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Rusa BELL'S FRESCOS Bolsa 500g,BELL'S FRESCOS,S/ 9.49,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Mix BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 6.59,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Fusilli Bandeja 170g,LA FLORENCIA,S/ 3.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Mix Personal BELL'S FRESCOS Bolsa 100g,BELL'S FRESCOS,S/ 5.49,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Americana BELL'S FRESCOS Bolsa 500g,BELL'S FRESCOS,S/ 6.99,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada SOLEI Coco en Trozos Frasco 130g,SOLEI,S/ 6.79,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Power HOME CHEF 1un,HOME CHEF,S/ 14.20,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Pollera Bandeja 300g,VIVANDA,S/ 8.40,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Mix Primavera VIVA Bandeja 120g,VIVA,S/ 11.99,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Rusa LA FLORENCIA Bandeja 170g,LA FLORENCIA,S/ 3.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Ensalada Jardinera Precocida BELL'S Bolsa 500g,BELL'S,S/ 8.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Mix Ensalada Precocida Congelada GREEN FOOD Bolsa 400g,GREEN FOOD,S/ 8.20,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Agua Saborizada SAN PELLEGRINO Essenza Sabor a Mandarina y Fresa Lata 330ml,SAN PELLEGRINO,S/ 8.00,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Mix Hierbas Ensalada 4 ESTACIONES Pote 12g,4ESTACIONES,S/ 7.70,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Bebida Rehidratante GATORADE Mandarina Botella 500ml,GATORADE,S/ 2.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Bebida Rehidratante GATORADE Sabor a Mandarina Botella 750ml,GATORADE,S/ 4.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Mix Sales y Especias GO BARMAN Margarita & Michelada Lime Lata 90g,GO BARMAN,S/ 19.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Salvia 4 ESTACIONES Ensalada Sobre 5g,4ESTACIONES,S/ 4.10,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Tornillo Especial MOLITALIA Pasta para Ensalada Bolsa 235g,MOLITALIA,S/ 3.10,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Mix Hierbas Ensalada 4 ESTACIONES Sobre 5g,4ESTACIONES,S/ 3.99,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Bebida Rehidratante SPORADE Mandarina Botella 500ml,SPORADE,S/ 2.40,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Bowl para Ensalada DECO HOME Porcelana Blanca,DECO HOME,S/ 15.90,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
Bebida Rehidrantante SUEROX Naranja y Mandarina Botella 630ml,SUEROX,S/ 6.50,vivanda,MARGARINA ENVASADA,2024-12-05 21:58:18.644221
