description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Queso Edam LAIVE Sin Lactosa Paquete 180g,LAIVE,S/ 11.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,180.0,g,Queso Edam LAIVE Sin Lactosa Paquete,11.9
Queso Edam BRAEDT Paquete 180g,BRAEDT,S/ 11.50,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,180.0,g,Queso Edam BRAEDT Paquete,11.5
Queso Edam BRAEDT Paquete 440g,BRAEDT,S/ 24.50,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,440.0,g,Queso Edam BRAEDT Paquete,24.5
Queso Edam BONLÉ Paquete 250g,BONLÉ,S/ 14.50,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,250.0,g,Queso Edam BONLÉ Paquete,14.5
Queso Edam PRESIDENT Paquete 150g,PRÉSIDENT,S/ 10.30,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,150.0,g,Queso Edam PRESIDENT Paquete,10.3
Queso Edam LAIVE Paquete 440g,LAIVE,S/ 24.40,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,440.0,g,Queso Edam LAIVE Paquete,24.4
Queso Edam BELLS Paquete 440g,BELL'S FRESCOS,S/ 19.50,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,440.0,g,Queso Edam BELLS Paquete,19.5
Queso Edam LAIVE Paquete 180g,LAIVE,S/ 12.70,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,180.0,g,Queso Edam LAIVE Paquete,12.7
Queso Edam GLORIA Paquete 250g,GLORIA,S/ 15.50,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,250.0,g,Queso Edam GLORIA Paquete,15.5
Queso Edam LA CAMPESINA Paquete 180g,LA CAMPESINA PERUANA,S/ 14.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,180.0,g,Queso Edam LA CAMPESINA Paquete,14.9
Queso Edam BONLÉ Molde x kg,BONLÉ,S/ 4.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,1.0,kg,Queso Edam BONLÉ Molde,4.9
Queso Edam en Cubos LA CAMPESINA Paquete 300g,LA CAMPESINA PERUANA,S/ 21.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,300.0,g,Queso Edam en Cubos LA CAMPESINA Paquete,21.9
Queso Edam PRÉSIDENT Cheese Wedge Envase 225g,PRÉSIDENT,S/ 17.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,225.0,g,Queso Edam PRÉSIDENT Cheese Wedge Envase,17.9
Queso Edam GLORIA Paquete 500g,GLORIA,S/ 25.20,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,500.0,g,Queso Edam GLORIA Paquete,25.2
Queso Edam LA CAMPESINA en Bloque Paquete 200g,LA CAMPESINA PERUANA,S/ 15.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,200.0,g,Queso Edam LA CAMPESINA en Bloque Paquete,15.9
Queso Edam LA CAMPESINA Paquete 300g,LA CAMPESINA PERUANA,S/ 23.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,300.0,g,Queso Edam LA CAMPESINA Paquete,23.9
Pack Mixto Queso Edam + Jamón Americano LAIVE Paquete 300g,LAIVE,S/ 11.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,300.0,g,Pack Mixto Queso Edam + Jamón Americano LAIVE Paquete,11.9
Pack Jamón Sándwich + Queso Edam SAN FERNANDO Bolsa 338g,SAN FERNANDO,S/ 14.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,338.0,g,Pack Jamón Sándwich + Queso Edam SAN FERNANDO Bolsa,14.9
Pack Jamón Pizzero + Queso EDAM Paquete 340g,SALCHICHERÍA ALEMANA,S/ 14.90,vivanda,QUESO EDAM,2024-12-04 17:39:29.127988,340.0,g,Pack Jamón Pizzero + Queso EDAM Paquete,14.9
