description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Aceite Vegetal PRIMOR Premium Botella 900ml,PRIMOR,S/ 10.50,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,900.0,ml,Aceite Vegetal PRIMOR Premium Botella,10.5
Aceite Vegetal PRIMOR Clásico Botella 900ml,PRIMOR,S/ 9.50,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,900.0,ml,Aceite Vegetal PRIMOR Clásico Botella,9.5
Aceite Vegetal BELL'S Botella 900ml,BELL'S,S/ 5.80,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,900.0,ml,Aceite Vegetal BELL'S Botella,5.8
Aceite Vegetal PRIMOR Clásico Botella 1.8L,PRIMOR,S/ 18.20,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,1.8,l,Aceite Vegetal PRIMOR Clásico Botella,18.2
Aceite Vegetal COCINERO Botella 900ml,COCINERO,S/ 8.70,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,900.0,ml,Aceite Vegetal COCINERO Botella,8.7
Aceite Vegetal WESSON Canola Botella 1.18L,WESSON,S/ 38.70,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,1.18,l,Aceite Vegetal WESSON Canola Botella,38.7
Aceite de Oliva EL CORTE INGLÉS Extra Virgen Botella 1L,EL CORTE INGLÉS,S/ 54.90,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,1.0,l,Aceite de Oliva EL CORTE INGLÉS Extra Virgen Botella,54.9
Aceite de Oliva EL OLIVAR Extra Virgen Botella 200ml,EL OLIVAR,S/ 22.20,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,200.0,ml,Aceite de Oliva EL OLIVAR Extra Virgen Botella,22.2
Aceite de Oliva VALDEPORRES Extra Virgen Botella 1L,VALDEPORRES,S/ 66.40,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,1.0,l,Aceite de Oliva VALDEPORRES Extra Virgen Botella,66.4
Aceite de Coco COCOLIFE Extra Virgen Frasco 250ml,COCOLIFE,S/ 17.90,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,250.0,ml,Aceite de Coco COCOLIFE Extra Virgen Frasco,17.9
Aceite de Oliva CARBONELL Sabor Afrutado Intenso Botella 250ml,CARBONELL,S/ 29.50,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,250.0,ml,Aceite de Oliva CARBONELL Sabor Afrutado Intenso Botella,29.5
Aceite de Oliva ACAVILLE Extra Virgen Gourmet Botella 500ml,ACAVILLE,S/ 48.99,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,500.0,ml,Aceite de Oliva ACAVILLE Extra Virgen Gourmet Botella,48.99
Aceite de Oliva EL OLIVAR Extra Virgen Botella 500ml,EL OLIVAR,S/ 47.40,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,500.0,ml,Aceite de Oliva EL OLIVAR Extra Virgen Botella,47.4
Aceite de Oliva CARBONELL Sabor Afrutado Intenso Botella 500ml,CARBONELL,S/ 44.90,vivanda,ACEITE VEGETAL ENVASADO,2024-12-04 17:40:48.913480,500.0,ml,Aceite de Oliva CARBONELL Sabor Afrutado Intenso Botella,44.9
