description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Cereales ANGEL LIFE Fibra Caja 560g,ÁNGEL,S/ 21.50,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,560.0,g,Cereales ANGEL LIFE Fibra Caja,21.5
Cereal NESTLÉ FITNESS Caja 285g,NESTLE FITNESS,S/ 14.30,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,285.0,g,Cereal NESTLÉ FITNESS Caja,14.3
Cereal UNIÓN Granola con miel de abeja Doypack 400g,UNIÓN,S/ 15.50,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,400.0,g,Cereal UNIÓN Granola con miel de abeja Doypack,15.5
Cereal UNIÓN Granola Pasas y Almendras Doypack 400g,UNIÓN,S/ 16.49,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,400.0,g,Cereal UNIÓN Granola Pasas y Almendras Doypack,16.49
Cereales ÁNGEL Life Protein Caja 560g,ANGEL,S/ 21.50,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,560.0,g,Cereales ÁNGEL Life Protein Caja,21.5
Cereal KELLOGGS Corn Flakes Caja 410g,KELLOGG S,S/ 13.10,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,410.0,g,Cereal KELLOGGS Corn Flakes Caja,13.1
Cereal UNIÓN Granola con Granos Andinos Doypack 280g,UNIÓN,S/ 15.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,280.0,g,Cereal UNIÓN Granola con Granos Andinos Doypack,15.9
Cereal de Avena Maíz y Trigo ANGEL Meli Bolsa 420g,ANGEL,S/ 16.10,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,420.0,g,Cereal de Avena Maíz y Trigo ANGEL Meli Bolsa,16.1
Cereal NESTLÉ Corn Flakes sin Gluten Bolsa 740g,NESTLÉ,S/ 20.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,740.0,g,Cereal NESTLÉ Corn Flakes sin Gluten Bolsa,20.9
Cereal ÁNGEL Zuck Hojuelas de Maíz Azucaradas Bolsa 1Kg,ANGEL,S/ 22.80,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,1.0,kg,Cereal ÁNGEL Zuck Hojuelas de Maíz Azucaradas Bolsa,22.8
Cereal GRANO DE ORO Salvado de Avena Doypack 300g,GRANO DE ORO,S/ 9.40,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,300.0,g,Cereal GRANO DE ORO Salvado de Avena Doypack,9.4
Cereal CROSOY Granola manzana pecana y canela Bolsa 380Gr,CROSOY,S/ 14.20,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,380.0,g,Cereal CROSOY Granola manzana pecana y canela Bolsa r,14.2
Cereal en Barra MCCALLUM'S Almendras Caja 6un,MCCALLUM S,S/ 14.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,6.0,un,Cereal en Barra MCCALLUM'S Almendras Caja,14.9
Cereal MCCALLUM'S Multicereal con Arándanos Caja 350g,MCCALLUM S,S/ 13.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,350.0,g,Cereal MCCALLUM'S Multicereal con Arándanos Caja,13.9
Cereal NESTLÉ TRIX Bolsa 90g,TRIX,S/ 5.00,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,90.0,g,Cereal NESTLÉ TRIX Bolsa,5.0
Cereal Müsli Arándanos KELLOGGS Caja 275g,KELLOGG S,S/ 24.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,275.0,g,Cereal Müsli Arándanos KELLOGGS Caja,24.9
Cereal NATURANDES Harina de Ajonjoli Bolsa 200g,NATURANDES,S/ 13.80,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,200.0,g,Cereal NATURANDES Harina de Ajonjoli Bolsa,13.8
Cereal MCCALLUM'S Multicereal con Manzana Caja 350g,MCCALLUM S,S/ 13.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,350.0,g,Cereal MCCALLUM'S Multicereal con Manzana Caja,13.9
Cereal NATURANDES Harina de linaza Bolsa 300Gr,NATURANDES,S/ 10.00,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,300.0,g,Cereal NATURANDES Harina de linaza Bolsa r,10.0
Cereal NESTLÉ Kitkat Caja 210g,NESTLÉ,S/ 13.50,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,210.0,g,Cereal NESTLÉ Kitkat Caja,13.5
Cereal en Barra NATURA VALLEY Crunchy Miel y Avena Caja 253g,NATURE VALLEY,S/ 27.10,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,253.0,g,Cereal en Barra NATURA VALLEY Crunchy Miel y Avena Caja,27.1
Cereal KELLOGGS Zucaritas Caja 420g,KELLOGG S,S/ 15.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,420.0,g,Cereal KELLOGGS Zucaritas Caja,15.9
Cereal KELLOGGS Musli Manzana Caja 275g,KELLOGG S,S/ 24.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,275.0,g,Cereal KELLOGGS Musli Manzana Caja,24.9
Cereal CHOCAPIC Caja 540g,CHOCAPIC,S/ 23.80,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,540.0,g,Cereal CHOCAPIC Caja,23.8
Cereal WASI Protein Bites Maca y Yacón Caja 240g,WASI,S/ 18.50,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,240.0,g,Cereal WASI Protein Bites Maca y Yacón Caja,18.5
Cereal NATURANDES Harina 7 semillas Bolsa 200Gr,NATURANDES,S/ 10.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,200.0,g,Cereal NATURANDES Harina 7 semillas Bolsa r,10.9
Cereal ANGEL Trigo integral de avena y maíz sabor fresa Bolsa 350Gr,ANGEL,S/ 16.10,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,350.0,g,Cereal ANGEL Trigo integral de avena y maíz sabor fresa Bolsa r,16.1
Cereal KELLOGGS Froot Loops Caja 350g,KELLOGG S,S/ 15.90,vivanda,CEREALES PROCESADOS SIMPLES (HOJUELAS),2024-12-04 17:21:26.245803,350.0,g,Cereal KELLOGGS Froot Loops Caja,15.9
